Date,NOROESTE 2 CO ppm,NOROESTE 2 NO ppb,NOROESTE 2 NO2 ppb,NOROESTE 2 NOX ppb,NOROESTE 2 O3 ppb,NOROESTE 2 PM10 ug/m3,NOROESTE 2 PM2.5 ug/m3,NOROESTE 2 PRS mmhg,NOROESTE 2 RAINF mm/hr,NOROESTE 2 RH %,NOROESTE 2 SO2 ppb,NOROESTE 2 SR KW/m2,NOROESTE 2 TOUT degC,NOROESTE 2 WSR KMPH,NOROESTE 2 WDV DEG
2024-10-13 11:00:00,1.22,3.3,7.8,11.0,62.0,70.0,43.0,735.0,0.0,42.0,32.1,0.624,29.18,10.3,136.0
2024-10-13 12:00:00,1.19,2.7,5.9,8.5,66.0,55.0,34.0,734.2,0.0,37.0,16.1,0.598,30.31,11.8,117.0
2024-10-13 13:00:00,1.13,3.1,5.0,8.0,47.0,57.0,32.0,733.6,0.0,36.0,46.3,0.521,31.28,12.9,111.0
2024-10-13 14:00:00,1.1925,2.8,4.6,7.3,47.0,56.0,19.0,733.7,0.0,34.0,37.0,0.398,31.35,13.3,91.0
2024-10-13 15:00:00,1.255,4.1,8.0,11.9,42.0,48.0,10.0,733.9,0.0,33.0,19.2,0.244,31.27,11.7,90.0
2024-10-13 16:00:00,1.3175,2.5,7.3,9.6,41.0,46.0,6.0,734.1,0.0,31.0,9.1,0.083,30.39,9.8,92.0
2024-10-13 17:00:00,1.2819999999999998,4.2,18.0,22.1,27.0,39.0,6.0,734.4,0.0,35.0,4.3,0.003,28.58,6.9,118.0
2024-10-13 18:00:00,1.4425,7.6,26.8,34.2,15.0,85.0,6.0,735.0,0.0,40.0,4.1,0.001,26.94,5.0,166.0
2024-10-13 19:00:00,1.505,27.7,33.0,60.4,6.0,95.0,8.0,735.6,0.0,47.0,4.3,0.001,25.22,3.2,161.0
2024-10-13 20:00:00,1.5675,13.0,27.9,40.7,6.0,165.0,33.0,735.8,0.0,55.0,4.1,0.001,23.46,3.6,135.0
2024-10-13 21:00:00,1.63,8.1,21.6,29.5,13.0,111.0,20.0,735.9,0.0,53.0,3.9,0.001,23.31,4.3,99.0
2024-10-13 22:00:00,1.28,3.0,10.1,12.9,23.0,83.0,13.0,735.8,0.0,57.0,3.9,0.001,21.99,6.0,120.0
2024-10-13 23:00:00,1.3,3.7,12.9,16.4,14.0,59.0,10.0,735.7,0.0,65.0,3.6,0.001,20.64,3.9,116.0
2024-10-14 00:00:00,1.25,4.6,14.7,19.1,12.0,61.0,14.0,735.6,0.0,66.0,3.6,0.001,19.76,3.8,119.0
2024-10-14 01:00:00,1.08,3.1,8.7,11.7,19.0,70.0,6.0,735.4,0.0,68.0,4.3,0.001,18.46,6.1,333.0
2024-10-14 02:00:00,1.05,3.6,11.7,15.1,14.0,43.0,11.0,735.2,0.0,77.0,3.5,0.001,17.7,6.0,316.0
2024-10-14 03:00:00,1.07,3.2,11.0,14.1,13.0,42.0,7.0,735.2,0.0,83.0,3.3,0.001,17.68,6.1,323.0
2024-10-14 04:00:00,1.14,3.6,15.2,18.6,11.0,41.0,10.0,735.5,0.0,81.0,3.4,0.001,18.16,6.6,321.0
2024-10-14 05:00:00,1.3,21.1,23.5,44.4,4.0,42.0,14.0,735.9,0.0,81.0,3.6,0.006,17.54,4.3,308.0
2024-10-14 06:00:00,1.74,22.4,25.4,97.8,5.0,98.0,24.0,735.9,0.0,76.0,4.1,0.1,19.52,3.4,277.0
2024-10-14 07:00:00,1.5,23.7,19.5,43.1,14.0,99.0,38.0,736.2,0.0,66.0,5.3,0.261,22.93,5.8,331.0
2024-10-14 08:00:00,1.43,14.1,20.8,34.7,24.0,100.0,21.0,736.3,0.0,53.0,14.6,0.413,26.31,5.3,297.0
2024-10-14 09:00:00,1.57,13.4,28.6,41.9,39.0,77.0,31.0,736.1,0.0,39.0,14.8,0.532,29.31,4.8,233.0
2024-10-14 10:00:00,1.29,4.9,13.0,17.7,60.0,120.0,57.0,735.6,0.0,28.0,8.4,0.606,31.29,10.3,153.0
2024-10-14 11:00:00,1.14,3.4,9.0,12.2,70.0,77.0,41.0,734.9,0.0,25.0,27.2,0.625,32.59,13.3,110.0
2024-10-14 12:00:00,1.17,3.1,9.1,12.0,70.0,81.0,36.0,734.2,0.0,28.0,23.6,0.592,32.48,15.7,100.0
2024-10-14 13:00:00,1.14,3.3,6.9,10.0,56.0,74.0,22.0,733.6,0.0,23.0,20.0,0.52,32.8,16.4,98.0
2024-10-14 14:00:00,1.08,3.3,5.6,8.8,55.0,76.0,13.0,733.3,0.0,18.0,6.2,0.403,32.84,17.0,111.0
2024-10-14 15:00:00,1.09,3.7,7.3,10.9,52.0,66.0,11.0,733.3,0.0,19.0,7.2,0.25,32.31,16.0,108.0
2024-10-14 16:00:00,1.14,3.2,10.2,13.3,47.0,59.0,6.0,733.7,0.0,21.0,3.5,0.087,30.97,12.9,109.0
2024-10-14 17:00:00,1.45,4.7,20.5,25.0,32.0,60.0,6.5,734.0,0.0,26.0,3.5,0.003,28.31,8.5,130.0
2024-10-14 18:00:00,1.51,4.7,23.7,28.2,23.0,85.0,7.0,734.4,0.0,32.0,3.5,0.001,25.96,7.1,151.0
2024-10-14 19:00:00,1.43,5.1,22.3,27.2,21.0,111.0,7.5,735.0,0.0,37.0,3.5,0.001,24.29,6.8,143.0
2024-10-14 20:00:00,1.43,4.8,22.0,26.6,20.0,90.0,8.0,735.2,0.0,38.0,3.5,0.001,23.6,6.0,125.0
2024-10-14 21:00:00,1.3,3.1,15.6,18.5,22.0,95.0,18.0,735.3,0.0,45.0,3.8,0.001,22.01,6.5,124.0
2024-10-14 22:00:00,1.19,2.2,7.7,9.8,30.0,76.0,21.0,735.2,0.0,46.0,3.6,0.001,21.17,6.0,122.0
2024-10-14 23:00:00,1.1,2.1,5.7,7.7,34.0,53.0,14.0,734.8,0.0,50.0,3.6,0.001,20.9,6.7,86.0
2024-10-15 00:00:00,1.04,7.4,20.5,27.7,13.0,37.0,10.0,734.4,0.0,61.0,6.2,0.001,19.3,5.8,26.0
2024-10-15 01:00:00,1.03,2.3,8.0,10.1,21.0,58.0,9.0,734.1,0.0,72.0,3.8,0.001,17.29,5.3,327.0
2024-10-15 02:00:00,1.02,2.3,8.0,10.2,19.0,44.0,5.0,733.6,0.0,81.0,3.7,0.001,16.82,5.6,329.0
2024-10-15 03:00:00,1.04,2.6,8.3,10.8,17.0,39.0,5.0,733.5,0.0,84.0,3.5,0.001,16.57,7.4,337.0
2024-10-15 04:00:00,1.05,2.7,7.9,10.5,18.0,38.0,5.0,733.7,0.0,83.0,3.6,0.001,16.51,9.6,338.0
2024-10-15 05:00:00,1.13,4.8,13.2,17.7,12.0,39.0,5.0,733.7,0.0,83.0,3.6,0.006,16.51,5.2,325.0
2024-10-15 06:00:00,1.32,16.8,17.3,34.0,10.0,49.0,10.0,734.1,0.0,79.0,4.0,0.096,18.11,6.3,322.0
2024-10-15 07:00:00,1.21,7.8,12.1,19.7,23.0,78.0,13.0,734.1,0.0,67.0,4.5,0.254,21.68,8.9,330.0
2024-10-15 08:00:00,1.29,9.5,15.5,24.8,29.0,56.0,20.0,734.1,0.0,55.0,5.9,0.403,24.24,9.3,340.0
2024-10-15 09:00:00,1.34,11.8,21.0,32.6,33.0,57.0,20.0,733.9,0.0,44.0,6.7,0.518,26.93,7.1,7.0
2024-10-15 10:00:00,1.23,7.4,16.4,23.7,46.0,68.0,36.0,733.2,0.0,37.0,6.5,0.592,29.05,6.5,77.0
2024-10-15 11:00:00,1.17,3.9,10.2,13.9,62.0,79.0,41.0,732.5,0.0,28.0,8.5,0.621,30.84,6.0,158.0
2024-10-15 12:00:00,1.12,2.7,9.2,11.7,88.0,59.0,40.0,731.5,0.0,25.0,16.0,0.593,31.49,6.8,161.0
2024-10-15 13:00:00,1.09,3.4,8.0,11.3,74.0,78.0,36.0,730.9,0.0,20.0,23.5,0.511,31.81,7.8,136.0
2024-10-15 14:00:00,1.11,2.8,8.0,10.6,77.0,58.0,25.0,730.7,0.0,25.0,21.1,0.386,31.72,8.1,113.0
2024-10-15 15:00:00,1.16,2.7,9.7,12.3,74.0,78.0,18.0,730.7,0.0,27.0,17.7,0.233,31.3,8.5,88.0
2024-10-15 16:00:00,1.15,2.5,11.6,13.9,52.0,79.0,11.0,731.0,0.0,30.0,5.1,0.075,30.01,8.9,67.0
2024-10-15 17:00:00,1.5,4.8,27.7,32.3,20.0,153.0,4.0,731.5,0.0,33.0,5.7,0.003,28.39,7.4,79.0
2024-10-15 18:00:00,1.9,16.0,30.4,46.3,12.0,226.0,16.0,732.0,0.0,41.0,4.4,0.001,26.52,4.6,182.0
2024-10-15 19:00:00,2.23,22.25,34.3,87.2,4.0,154.0,28.0,732.4,0.0,50.0,4.7,0.001,24.18,3.9,273.0
2024-10-15 20:00:00,1.89,28.5,32.7,61.0,5.0,191.0,65.0,732.6,0.0,58.0,4.4,0.001,22.45,3.4,295.0
2024-10-15 21:00:00,1.39,16.2,27.6,43.6,9.0,228.0,42.0,732.8,0.0,55.0,4.6,0.001,22.4,7.1,45.0
2024-10-15 22:00:00,1.2,2.8,11.3,13.9,20.0,123.0,14.0,732.9,0.0,64.0,5.5,0.001,22.51,8.4,109.0
2024-10-15 23:00:00,1.33,8.6,18.1,26.5,11.0,45.0,15.0,733.0,0.0,70.0,4.0,0.001,20.57,4.2,280.0
2024-10-16 00:00:00,1.15,7.5,19.2,26.5,9.0,96.0,16.0,732.9,0.0,77.0,4.0,0.001,19.71,6.4,13.0
2024-10-16 01:00:00,1.1,2.4,9.7,12.0,15.0,63.0,8.0,732.9,0.0,85.0,3.6,0.001,19.23,4.0,31.0
2024-10-16 02:00:00,1.09,5.3,13.3,18.5,8.0,45.0,6.0,732.9,0.0,88.0,4.0,0.001,19.0,2.6,274.0
2024-10-16 03:00:00,1.13,6.0,11.4,17.2,8.0,55.0,8.0,733.2,0.0,90.0,3.7,0.001,19.08,4.7,282.0
2024-10-16 04:00:00,1.18,2.8,6.7,9.4,12.0,50.0,26.0,733.9,0.0,91.0,3.7,0.001,19.48,4.2,280.0
2024-10-16 05:00:00,1.25,6.0,13.9,19.7,7.0,60.0,44.0,734.4,0.0,90.0,7.5,0.003,19.93,4.2,268.0
2024-10-16 06:00:00,1.38,8.3,12.9,21.0,10.0,95.0,29.0,735.1,0.0,86.0,5.0,0.036,20.71,2.8,275.0
2024-10-16 07:00:00,1.46,8.9,13.8,22.6,20.0,93.0,16.0,735.6,0.0,76.0,6.3,0.155,22.41,6.1,253.0
2024-10-16 08:00:00,1.27,4.7,8.6,13.1,35.0,108.0,22.0,735.9,0.0,66.0,13.25,0.418,25.2,5.0,216.0
2024-10-16 09:00:00,1.24,3.2,5.0,8.1,39.0,86.0,27.0,736.2,0.0,64.0,20.2,0.491,25.85,7.7,40.0
2024-10-16 10:00:00,1.2,2.8,3.5,6.2,40.0,52.0,20.0,736.3,0.0,60.0,7.1,0.513,26.54,9.9,60.0
2024-10-16 11:00:00,1.2,3.3,3.8,7.0,40.0,50.0,25.0,736.0,0.0,48.0,3.9,0.508,27.55,14.8,58.0
2024-10-16 12:00:00,1.18,3.7,4.1,7.6,42.0,86.0,9.0,735.1,0.0,44.0,3.5,0.6,28.46,15.8,62.0
2024-10-16 13:00:00,1.16,3.5,4.1,7.5,44.0,54.0,8.0,734.7,0.0,47.0,3.4,0.443,28.1,15.1,57.0
2024-10-16 14:00:00,1.17,2.6,3.7,6.2,51.0,69.0,11.0,734.4,0.0,48.0,3.4,0.395,28.06,13.8,57.0
2024-10-16 15:00:00,1.25,2.7,7.6,10.1,55.0,63.0,11.0,734.1,0.0,47.0,5.6,0.14,27.95,11.2,82.0
2024-10-16 16:00:00,1.42,3.1,10.6,13.5,45.0,80.0,6.0,734.3,0.0,58.0,4.0,0.018,25.6,8.2,149.0
2024-10-16 17:00:00,1.42,3.2,13.2,16.2,36.0,70.0,4.5,735.0,0.0,61.0,3.8,0.002,24.64,8.7,114.0
2024-10-16 18:00:00,1.23,2.3,6.9,9.1,43.0,56.0,3.0,735.5,0.37,71.0,3.4,0.001,22.12,12.2,66.0
2024-10-16 19:00:00,1.26,2.3,13.2,15.3,32.0,56.0,23.0,736.0,0.02,85.0,5.3,0.001,21.21,10.3,81.0
2024-10-16 20:00:00,1.24,2.2,6.2,8.3,39.0,56.0,16.0,736.4,0.11000000000000001,87.0,3.9,0.001,20.66,15.1,75.0
2024-10-16 21:00:00,1.22,2.2,10.7,12.7,36.0,18.0,2.0,736.7,0.2,91.0,14.1,0.001,19.4,15.0,78.0
2024-10-16 22:00:00,1.2,2.0,5.5,7.4,38.0,41.0,3.0,736.5,0.0,92.0,4.7,0.001,19.32,12.7,72.0
2024-10-16 23:00:00,1.19,2.0,4.7,6.5,35.0,30.0,4.0,736.5,0.01,92.0,4.6,0.001,19.37,8.4,61.0
2024-10-17 00:00:00,1.23,2.025,4.45,6.275,34.0,14.0,3.0,735.8,0.0,92.0,3.3,0.001,19.38,9.0,46.0
2024-10-17 01:00:00,1.2,2.0500000000000003,4.2,6.05,33.0,10.0,3.0,735.5,0.02,92.0,3.1,0.001,19.48,10.5,66.0
2024-10-17 02:00:00,1.22,2.075,3.95,5.825,33.0,10.0,6.0,735.2,0.01,92.0,5.2,0.001,19.69,10.0,92.0
2024-10-17 03:00:00,1.22,2.1,3.7,5.6,31.0,52.0,8.0,735.2,0.0,91.0,13.6,0.001,19.69,9.8,96.0
2024-10-17 04:00:00,1.24,2.3,6.4,8.5,28.0,21.0,12.0,735.6,0.02,92.0,9.9,0.001,19.41,8.9,97.0
2024-10-17 05:00:00,1.28,2.6,8.7,11.1,26.0,45.0,10.0,735.8,0.0,92.0,5.5,0.002,19.24,8.7,80.0
2024-10-17 06:00:00,1.41,3.4,10.1,13.3,26.0,42.0,11.0,736.1,0.0,92.0,7.0,0.045,19.45,8.0,102.0
2024-10-17 07:00:00,1.5,4.2,9.7,13.7,27.0,23.0,15.0,736.4,0.09,90.0,13.1,0.052,19.76,7.9,110.0
2024-10-17 08:00:00,1.37,3.8,7.6,11.2,31.0,38.0,12.0,736.9,0.04,91.0,14.9,0.125,19.89,9.9,106.0
2024-10-17 09:00:00,1.35,3.6,6.2,9.7,37.0,29.0,17.0,736.5,0.0,85.0,16.6,0.323,21.45,12.0,97.0
2024-10-17 10:00:00,1.35,3.6,5.6,9.1,38.0,43.0,21.0,736.0,0.0,79.0,21.2,0.33,22.2,12.5,102.0
2024-10-17 11:00:00,1.37,3.5,5.2,8.6,41.0,10.0,17.5,735.2,0.0,73.0,16.3,0.503,23.59,14.6,73.0
2024-10-17 12:00:00,1.33,3.6,4.8,8.3,43.0,28.0,14.0,734.1,0.0,71.0,4.8,0.402,23.82,15.1,63.0
2024-10-17 13:00:00,1.32,2.5,4.5,6.9,41.0,20.0,8.0,733.5,0.0,74.0,4.0,0.1,23.07,17.4,67.0
2024-10-17 14:00:00,1.33,2.5,7.1,9.4,40.0,19.0,2.0,733.3,0.0,74.0,4.5,0.032,22.97,15.5,73.0
2024-10-17 15:00:00,1.34,2.9,7.8,10.6,40.0,31.0,6.0,733.4,0.08,77.0,12.4,0.045,22.34,14.3,99.0
2024-10-17 16:00:00,1.43,2.6,11.3,13.6,35.0,40.0,6.0,734.1,0.18,83.0,11.1,0.006,20.89,9.6,90.0
2024-10-17 17:00:00,1.33,2.5,8.6,10.9,34.0,44.0,6.0,734.4,0.4,88.0,3.7,0.001,20.05,7.0,57.0
2024-10-17 18:00:00,1.35,2.8,12.2,14.8,31.0,19.0,9.0,734.8,0.26,89.0,12.3,0.001,20.15,11.7,92.0
2024-10-17 19:00:00,1.28,2.4,4.3,6.6,36.0,34.0,7.0,735.0,0.2,90.0,11.8,0.001,19.91,15.0,113.0
2024-10-17 20:00:00,1.25,2.2,2.5,4.6,42.0,39.0,5.0,735.4,0.09,91.0,3.5,0.001,19.59,15.3,127.0
2024-10-17 21:00:00,1.24,2.1,2.4,4.4,42.0,4.0,3.0,735.2,0.11,92.0,3.2,0.001,19.31,12.2,125.0
2024-10-17 22:00:00,1.24,2.1,2.5,4.4,37.0,26.0,2.0,734.9,0.0,93.0,3.0,0.001,19.47,8.6,110.0
2024-10-17 23:00:00,1.2,2.05,2.05,3.9,34.0,27.0,2.0,734.4,0.0,93.0,3.3,0.001,19.41,10.5,114.0
2024-10-18 00:00:00,1.21,2.0,1.6,3.4,33.0,13.0,7.0,734.1,0.0,93.0,3.3,0.001,19.52,7.6,123.0
2024-10-18 01:00:00,1.21,2.0,1.4,3.2,34.0,7.0,4.5,733.6,0.0,92.0,3.2,0.001,19.65,10.2,102.0
2024-10-18 02:00:00,1.2,2.033333333333333,3.2666666666666666,5.1000000000000005,32.0,15.0,2.0,733.3,0.01,92.0,3.3,0.001,19.67,10.0,106.0
2024-10-18 03:00:00,1.23,2.066666666666667,5.133333333333333,7.000000000000001,29.0,13.0,8.0,733.3,0.0,91.0,12.7,0.001,19.62,8.6,90.0
2024-10-18 04:00:00,1.23,2.1,7.0,8.9,25.0,27.0,7.0,733.8,0.0,89.0,28.7,0.001,19.88,9.0,85.0
2024-10-18 05:00:00,1.3,2.4,9.4,11.6,21.0,22.0,8.0,734.1,0.0,89.0,25.3,0.001,19.9,9.0,85.0
2024-10-18 06:00:00,1.32,2.9,9.7,12.5,17.0,44.0,14.0,734.6,0.0,90.0,12.3,0.021,19.73,8.4,58.0
2024-10-18 07:00:00,1.32,3.6,9.1,12.6,17.0,35.0,5.0,735.1,0.0,89.0,7.1,0.048,19.83,8.3,60.0
2024-10-18 08:00:00,1.38,4.9,9.5,14.2,24.0,38.0,8.0,735.6,0.0,85.0,21.7,0.158,20.76,10.4,87.0
2024-10-18 09:00:00,1.35,4.4,5.9,10.1,28.0,50.0,10.0,735.6,0.0,82.0,15.8,0.187,21.47,11.3,107.0
2024-10-18 10:00:00,1.35,5.1,7.8,12.8,23.0,49.0,6.0,735.3,0.0,83.0,16.5,0.101,21.48,9.7,69.0
2024-10-18 11:00:00,1.34,4.1,7.3,11.3,24.0,43.0,6.0,734.9,0.0,82.0,5.6,0.101,21.77,7.8,57.0
2024-10-18 12:00:00,1.53,7.5,12.1,19.5,20.0,33.0,9.0,734.3,0.0,80.0,11.6,0.096,22.65,5.5,181.0
2024-10-18 13:00:00,1.52,5.3,11.6,16.7,22.0,62.0,10.0,734.0,0.0,84.0,4.4,0.105,21.96,7.6,255.0
2024-10-18 14:00:00,1.5,5.3,11.8,16.9,21.0,57.0,13.0,734.1,0.02,83.0,3.8,0.059,22.19,6.2,264.0
2024-10-18 15:00:00,1.48,4.6,13.1,17.5,16.0,61.0,9.0,734.1,0.15,88.0,3.4,0.02,21.43,3.9,274.0
2024-10-18 16:00:00,1.8,10.6,20.3,30.7,13.0,37.0,12.0,734.4,0.13,89.0,3.8,0.008,21.23,2.7,200.0
2024-10-18 17:00:00,1.86,6.3,21.2,27.3,13.0,50.0,13.0,734.6,0.0,90.0,3.7,0.002,21.33,5.0,99.0
2024-10-18 18:00:00,1.53,4.1,17.5,21.4,13.0,41.0,10.0,734.9,0.0,90.0,8.4,0.001,21.54,8.0,74.0
2024-10-18 19:00:00,1.42,3.1,8.6,11.5,22.0,30.0,13.0,735.4,0.0,87.0,11.7,0.001,21.64,8.5,110.0
2024-10-18 20:00:00,1.38,3.0,6.2,9.1,25.0,39.0,6.0,736.0,0.0,87.0,4.0,0.001,21.22,9.5,119.0
2024-10-18 21:00:00,1.32,2.3,4.0,6.2,26.0,31.0,5.0,736.3,0.02,89.0,3.4,0.001,20.77,6.8,144.0
2024-10-18 22:00:00,1.33,2.2,4.8,6.9,26.0,36.0,2.0,736.0,0.02,91.0,3.4,0.001,20.61,5.7,114.0
2024-10-18 23:00:00,1.3,2.2,4.2,6.3,24.0,29.0,6.0,735.7,0.0,90.0,3.4,0.001,20.78,7.1,97.0
2024-10-19 00:00:00,1.26,2.15,3.0500000000000003,5.1,25.0,28.0,4.0,735.6,0.0,90.0,3.3,0.001,20.9,9.9,103.0
2024-10-19 01:00:00,1.25,2.1,1.9,3.9,24.0,32.0,3.0,735.1,0.0,90.0,3.2,0.001,20.77,9.6,105.0
2024-10-19 02:00:00,1.25,2.9,2.5,5.2,24.0,26.0,3.0,734.8,0.0,90.0,3.2,0.001,20.63,9.0,100.0
2024-10-19 03:00:00,1.25,2.2,2.0,4.1,25.0,28.0,3.0,734.9,0.0,90.0,3.2,0.001,20.47,7.2,86.0
2024-10-19 04:00:00,1.27,2.5,3.0,5.3,25.0,28.0,4.5,735.4,0.0,89.0,3.7,0.001,20.7,7.6,102.0
2024-10-19 05:00:00,1.35,2.6,6.0,8.5,21.0,33.0,6.0,735.7,0.0,89.0,3.5,0.002,20.57,3.6,96.0
2024-10-19 06:00:00,1.42,3.4,9.2,12.5,19.0,34.0,7.0,736.4,0.0,88.0,5.8,0.035,20.82,3.5,87.0
2024-10-19 07:00:00,1.4,5.1,9.3,14.2,22.0,35.0,6.0,737.1,0.0,86.0,5.7,0.059,21.19,4.5,82.0
2024-10-19 08:00:00,1.38,5.8,9.8,15.5,21.0,29.0,5.0,737.9,0.0,84.0,13.4,0.091,21.6,3.4,80.0
2024-10-19 09:00:00,1.38,6.1,8.6,14.5,26.0,43.0,11.0,738.1,0.0,80.0,9.5,0.168,22.46,5.8,105.0
2024-10-19 10:00:00,1.35,5.0,7.3,12.2,29.0,38.0,17.0,737.7,0.0,76.0,20.9,0.262,23.6,7.6,79.0
2024-10-19 11:00:00,1.34,4.5,6.9,11.3,29.0,50.0,24.0,737.2,0.0,73.0,13.7,0.208,24.16,10.0,70.0
2024-10-19 12:00:00,1.36,6.0,9.6,15.4,29.0,41.0,14.0,736.7,0.0,70.0,12.1,0.23,24.78,9.9,77.0
2024-10-19 13:00:00,1.43,4.8,8.6,13.2,33.0,53.0,12.0,736.3,0.0,65.0,21.7,0.249,25.64,10.8,108.0
2024-10-19 14:00:00,1.38,5.7,7.9,13.4,33.0,54.0,7.0,736.0,0.0,61.0,19.8,0.214,26.39,10.3,108.0
2024-10-19 15:00:00,1.44,4.4,8.4,12.6,30.0,49.0,12.0,736.1,0.0,63.0,5.9,0.096,26.12,6.1,142.0
2024-10-19 16:00:00,1.55,4.9,10.0,14.7,23.0,51.0,10.0,736.5,0.0,71.0,3.8,0.031,24.94,5.8,194.0
2024-10-19 17:00:00,1.81,6.1,16.8,22.6,15.0,61.0,2.0,736.8,0.0,73.0,3.4,0.002,24.12,2.6,158.0
2024-10-19 18:00:00,1.81,7.1,17.1,24.0,13.0,72.0,4.0,737.2,0.0,76.0,3.4,0.001,23.5,1.9,130.0
2024-10-19 19:00:00,1.89,7.3,18.3,25.5,10.0,61.0,9.0,737.4,0.0,77.0,3.3,0.001,23.11,1.8,121.0
2024-10-19 20:00:00,1.75,6.1,15.0,20.8,12.0,72.0,14.0,737.7,0.0,77.0,3.2,0.001,22.92,1.8,127.0
2024-10-19 21:00:00,1.48,3.9,9.6,13.3,15.0,66.0,9.0,737.8,0.0,81.0,3.3,0.001,22.36,5.1,97.0
2024-10-19 22:00:00,1.37,2.8,7.4,10.1,18.0,46.0,8.0,737.6,0.0,82.0,4.4,0.001,22.39,9.0,99.0
2024-10-19 23:00:00,1.33,2.7,5.2,7.8,22.0,38.0,7.0,737.4,0.0,83.0,3.3,0.001,21.94,7.1,141.0
2024-10-20 00:00:00,1.32,3.1,6.2,9.1,16.0,43.0,2.0,737.4,0.0,87.0,3.1,0.001,21.18,1.9,153.0
2024-10-20 01:00:00,1.23,2.2,3.4,5.5,22.0,36.0,4.0,737.4,0.0,88.0,3.0,0.001,21.04,4.6,87.0
2024-10-20 02:00:00,1.23,2.0,5.5,7.4,19.0,34.0,5.0,737.2,0.0,88.0,8.6,0.001,20.81,4.7,59.0
2024-10-20 03:00:00,1.2,2.2,7.9,9.9,15.0,32.0,4.0,737.1,0.0,90.0,4.6,0.001,20.34,2.8,47.0
2024-10-20 04:00:00,1.18,2.0,3.2,5.1,22.0,32.0,4.0,737.5,0.0,91.0,3.4,0.001,20.09,3.9,45.0
2024-10-20 05:00:00,1.22,2.0,3.3,5.1,27.0,21.0,2.0,737.9,0.0,92.0,3.2,0.002,20.19,1.8,72.0
2024-10-20 06:00:00,1.4,3.1,8.2,11.2,20.0,32.0,6.0,738.4,0.0,92.0,5.8,0.018,20.51,1.8,186.0
2024-10-20 07:00:00,1.4,3.8,6.1,9.8,25.0,48.0,16.0,739.0,0.0,91.0,8.6,0.068,20.89,3.6,166.0
2024-10-20 08:00:00,1.31,3.1,3.6,6.6,32.0,49.0,10.0,739.0,0.0,84.0,4.4,0.315,22.64,3.6,167.0
2024-10-20 09:00:00,1.28,3.4,5.1,8.4,36.0,44.0,8.0,738.9,0.0,72.0,16.8,0.316,24.72,2.7,95.0
2024-10-20 10:00:00,1.3,3.3,5.8,9.0,44.0,44.0,27.0,738.4,0.0,68.0,16.450000000000003,0.403,25.94,2.8,155.0
2024-10-20 11:00:00,1.3,2.8,4.3,6.9,36.0,54.0,22.0,738.0,0.01,74.0,16.1,0.153,24.91,7.3,76.0
2024-10-20 12:00:00,1.29,4.1,4.7,8.6,38.0,41.0,11.0,737.4,0.0,77.0,4.0,0.257,24.19,11.6,71.0
2024-10-20 13:00:00,1.29,2.7,4.0,6.6,37.0,44.0,2.0,737.1,0.0,80.0,3.7,0.175,23.15,12.2,64.0
2024-10-20 14:00:00,1.3,2.2,2.8,4.8,38.0,37.0,2.75,737.1,0.0,85.0,3.3,0.079,22.01,9.4,18.0
2024-10-20 15:00:00,1.32,2.4,4.1,6.3,33.0,25.0,3.5,736.9,0.0,87.0,3.0,0.065,22.23,3.3,334.0
2024-10-20 16:00:00,1.32,2.2,4.1,6.2,31.0,27.0,4.25,736.9,0.0,85.0,3.1,0.024,22.59,1.8,288.0
2024-10-20 17:00:00,1.48,2.7,9.8,12.4,22.0,33.0,5.0,737.1,0.0,86.0,3.3,0.001,22.49,1.8,279.0
2024-10-20 18:00:00,1.53,3.0,11.5,14.3,17.0,39.0,9.0,737.4,0.0,87.0,3.3,0.001,22.32,1.8,328.0
2024-10-20 19:00:00,1.32,2.3,4.5,6.6,19.0,42.0,8.0,737.4,0.0,88.0,3.2,0.001,22.28,6.8,29.0
2024-10-20 20:00:00,1.27,2.1,2.5,4.4,25.0,35.0,5.0,737.7,0.0,89.0,3.2,0.001,21.83,10.3,41.0
2024-10-20 21:00:00,1.27,2.0,3.6,5.5,31.0,25.0,4.666666666666667,737.7,0.0,90.0,3.0,0.001,21.44,6.1,66.0
2024-10-20 22:00:00,1.29,2.2,3.6,5.7,31.0,24.0,4.333333333333333,737.4,0.02,90.0,3.6,0.001,21.23,7.3,110.0
2024-10-20 23:00:00,1.26,2.1,2.4,4.4,33.0,24.0,4.0,736.9,0.03,91.0,3.2,0.001,20.97,2.9,163.0
2024-10-21 00:00:00,1.25,2.0,1.6,3.5,33.0,27.0,4.0,736.6,0.02,91.0,3.1,0.001,21.0,4.2,146.0
2024-10-21 01:00:00,1.25,2.0,1.5,3.4,34.0,25.0,4.0,736.2,0.01,91.0,3.5,0.001,20.99,4.2,125.0
2024-10-21 02:00:00,1.25,2.033333333333333,2.2333333333333334,4.166666666666667,31.0,25.0,4.5,735.9,0.0,91.0,3.55,0.001,21.07,5.5,126.0
2024-10-21 03:00:00,1.26,2.066666666666667,2.966666666666667,4.933333333333334,28.0,25.0,5.0,735.9,0.0,92.0,3.6,0.001,21.1,4.0,114.0
2024-10-21 04:00:00,1.29,2.1,3.7,5.7,24.0,30.5,3.0,735.9,0.0,92.0,3.4,0.001,21.13,1.8,124.0
2024-10-21 05:00:00,1.36,2.7,5.9,8.5,23.0,36.0,3.0,736.2,0.0,92.0,3.2,0.002,21.2,1.8,117.0
