Date,NOROESTE 2 CO ppm,NOROESTE 2 NO ppb,NOROESTE 2 NO2 ppb,NOROESTE 2 NOX ppb,NOROESTE 2 O3 ppb,NOROESTE 2 PM10 ug/m3,NOROESTE 2 PM2.5 ug/m3,NOROESTE 2 PRS mmhg,NOROESTE 2 RAINF mm/hr,NOROESTE 2 RH %,NOROESTE 2 SO2 ppb,NOROESTE 2 SR KW/m2,NOROESTE 2 TOUT degC,NOROESTE 2 WSR KMPH,NOROESTE 2 WDV DEG
2023-08-01 15:00:00,0.27,2.9,7.4,10.2,62.0,45.0,5.57,701.2,0.0,29.0,2.5,0.0,35.23,17.2,92.0
2023-08-01 16:00:00,0.29,3.0,6.4,9.3,54.0,64.0,4.9,700.7,0.0,28.0,3.0,0.0,35.52,17.6,108.0
2023-08-01 17:00:00,0.34,3.6,6.7,10.2,46.0,71.0,4.71,700.3,0.0,29.0,2.8,0.0,35.43,19.0,98.0
2023-08-01 18:00:00,0.26,3.2,6.2,9.3,40.0,59.0,4.1,700.0,0.0,29.0,2.7,0.0,34.93,20.0,90.0
2023-08-01 19:00:00,0.35,3.1,7.4,10.4,33.0,48.0,3.79,700.0,0.0,28.0,2.6,0.0,34.53,19.4,95.0
2023-08-01 20:00:00,0.38,3.2,9.9,13.0,24.0,43.0,3.67,700.3,0.0,28.0,2.5,0.0,33.65,17.7,93.0
2023-08-01 21:00:00,0.41,3.3,10.3,13.6,18.0,43.0,3.72,700.8,0.0,30.0,2.2,0.0,32.81,19.4,95.0
2023-08-01 22:00:00,0.33,3.5,7.6,11.0,15.0,55.0,4.69,701.6,0.0,42.0,2.1,0.0,31.04,20.3,98.0
2023-08-01 23:00:00,0.35,3.1,5.5,8.6,15.0,78.0,3.95,702.1,0.0,52.0,1.9,0.0,29.33,20.8,85.0
2023-08-02 00:00:00,0.37,3.0,4.8,7.7,14.0,61.0,3.22,702.3,0.0,58.0,1.9,0.0,28.1,20.3,81.0
2023-08-02 01:00:00,0.26,2.5,5.2,7.6,13.0,39.0,2.65,702.4,0.0,62.0,1.9,0.0,27.09,18.1,84.0
2023-08-02 02:00:00,0.2,2.1,5.7,7.7,13.0,22.0,2.785,702.3,0.0,64.0,1.8,0.0,26.23,13.9,87.0
2023-08-02 03:00:00,0.28,2.0,6.3,8.3,12.0,22.0,2.92,702.2,0.0,66.0,1.8,0.0,25.42,12.5,86.0
2023-08-02 04:00:00,0.25,2.0,6.0,7.9,12.0,7.0,3.06,701.9,0.0,67.0,1.8,0.0,25.11,9.1,107.0
2023-08-02 05:00:00,0.29,2.7,8.5,11.1,9.0,16.0,3.52,701.9,0.0,70.0,1.9,0.0,24.44,7.6,105.0
2023-08-02 06:00:00,0.33,6.1,11.3,17.3,6.0,16.0,4.02,702.1,0.0,74.0,1.9,0.0,23.81,7.2,96.0
2023-08-02 07:00:00,0.33,7.6,11.4,19.0,6.0,21.0,4.5,702.5,0.0,75.0,1.9,0.0,23.83,6.5,104.0
2023-08-02 08:00:00,0.33,7.0,7.9,14.9,10.0,26.0,5.67,702.9,0.0,72.0,1.9,0.0,24.94,9.3,97.0
2023-08-02 09:00:00,0.31,8.6,7.4,15.9,12.0,40.0,6.11,703.0,0.0,67.0,1.9,0.0,26.39,7.9,108.0
2023-08-02 10:00:00,0.32,6.8,7.1,13.8,18.0,41.0,8.19,703.0,0.0,60.0,1.9,0.0,27.92,7.8,132.0
2023-08-02 11:00:00,0.32,5.6,7.5,12.9,27.0,40.0,9.6,702.8,0.0,55.0,1.8,0.0,29.33,8.1,127.0
2023-08-02 12:00:00,0.43,4.3,9.4,13.6,45.0,37.0,8.17,702.5,0.0,49.0,1.8,0.0,30.89,11.2,113.0
2023-08-02 13:00:00,0.32,3.1,8.0,11.1,58.0,43.0,6.71,702.1,0.0,45.0,1.9,0.0,31.75,14.8,102.0
2023-08-02 14:00:00,0.37,3.6,8.9,12.4,58.0,46.0,6.41,701.6,0.0,40.0,1.9,0.0,32.74,15.3,90.0
2023-08-02 15:00:00,0.24,3.3,6.5,9.7,51.0,44.0,5.57,701.0,0.0,31.0,2.0,0.0,34.09,15.8,104.0
2023-08-02 16:00:00,0.26,3.2,5.8,8.8,51.0,52.0,5.44,700.4,0.0,27.0,2.3,0.0,34.72,16.6,106.0
2023-08-02 17:00:00,0.26,3.0,5.5,8.4,46.0,46.0,4.65,700.0,0.0,27.0,2.4,0.0,34.78,18.7,99.0
2023-08-02 18:00:00,0.27,3.4,6.3,9.6,38.0,39.0,5.71,699.7,0.0,29.0,2.3,0.0,34.4,19.2,97.0
2023-08-02 19:00:00,0.32,3.1,7.1,10.1,33.0,76.0,4.7,699.7,0.0,27.0,2.4,0.0,33.88,19.5,94.0
2023-08-02 20:00:00,0.36,3.1,8.9,12.0,27.0,47.0,4.81,699.9,0.0,28.0,2.4,0.0,33.03,17.5,101.0
2023-08-02 21:00:00,0.34,3.0,7.8,10.7,22.0,37.0,7.75,700.2,0.0,41.0,2.1,0.0,31.08,21.7,96.0
2023-08-02 22:00:00,0.35,3.4,8.5,11.9,20.0,37.5,4.5,700.8,0.0,47.0,2.0,0.0,29.82,17.3,91.0
2023-08-02 23:00:00,0.33,3.2,5.5,8.6,21.0,38.0,4.66,701.3,0.0,51.0,1.9,0.0,28.54,19.3,77.0
2023-08-03 00:00:00,0.35,3.3,5.7,8.9,21.0,44.0,3.95,701.5,0.0,55.0,1.9,0.0,27.65,18.1,75.0
2023-08-03 01:00:00,0.32,2.6,4.2,6.6,21.0,32.0,3.14,701.4,0.0,58.0,1.9,0.0,26.76,16.1,83.0
2023-08-03 02:00:00,0.31,2.0,3.4,5.3,20.0,17.0,3.09,701.2,0.0,61.0,1.9,0.0,25.92,15.1,99.0
2023-08-03 03:00:00,0.33,2.0,4.0,5.9,19.0,12.0,3.14,701.2,0.0,65.0,1.9,0.0,25.33,13.0,102.0
2023-08-03 04:00:00,0.25,2.15,5.1000000000000005,7.15,17.0,10.0,3.13,701.2,0.0,68.0,1.8,0.0,24.8,11.0,107.0
2023-08-03 05:00:00,0.29,2.3,6.2,8.4,15.0,13.0,4.05,701.2,0.0,71.0,1.8,0.0,24.2,9.8,96.0
2023-08-03 06:00:00,0.35,7.0,11.9,18.9,9.0,13.0,4.55,701.3,0.0,73.0,1.9,0.0,23.68,5.1,112.0
2023-08-03 07:00:00,0.44,13.3,12.5,25.7,8.0,22.0,5.8,701.5,0.0,74.0,1.8,0.0,23.57,3.8,82.0
2023-08-03 08:00:00,0.42,10.8,10.6,21.3,11.0,33.0,5.58,701.9,0.0,69.0,1.9,0.0,25.46,4.2,87.0
2023-08-03 09:00:00,0.6,7.4,8.8,16.1,18.0,32.0,5.9,701.9,0.0,62.0,1.9,0.0,27.32,4.4,146.0
2023-08-03 10:00:00,0.41,6.2,9.3,15.4,26.0,40.0,5.84,701.9,0.0,52.0,1.8,0.0,29.83,4.5,147.0
2023-08-03 11:00:00,0.31,4.1,7.7,11.7,38.0,36.0,5.41,701.9,0.0,45.0,1.8,0.0,31.4,6.3,123.0
2023-08-03 12:00:00,0.21,4.6,8.6,13.1,44.0,35.0,6.66,701.5,0.0,43.0,1.9,0.0,31.9,10.8,112.0
2023-08-03 13:00:00,0.31,3.3,7.3,10.5,51.0,49.0,6.19,701.0,0.0,39.0,1.9,0.0,32.65,14.5,106.0
2023-08-03 14:00:00,0.33,3.3,8.9,12.0,62.0,50.0,6.2,700.4,0.0,36.0,1.9,0.0,33.55,15.7,103.0
2023-08-03 15:00:00,0.38,2.6,7.7,10.2,72.0,47.0,5.63,700.0,0.0,34.0,2.0,0.0,34.29,15.8,104.0
2023-08-03 16:00:00,0.38,2.4,6.1,8.3,65.0,53.0,5.19,699.3,0.0,31.0,2.1,0.0,34.79,15.1,99.0
2023-08-03 17:00:00,0.37,2.6,7.0,9.5,51.0,40.0,4.57,699.2,0.0,33.0,2.2,0.0,34.08,15.2,99.0
2023-08-03 18:00:00,0.37,4.2,12.6,16.7,40.0,31.0,8.09,698.8,0.0,31.0,2.2,0.0,34.13,19.8,129.0
2023-08-03 19:00:00,0.6,6.1,20.1,26.1,31.0,60.0,6.75,698.6,0.0,30.0,2.8,0.0,33.08,15.5,150.0
2023-08-03 20:00:00,0.74,5.9,25.8,31.6,19.0,89.0,8.33,698.5,0.0,32.0,2.8499999999999996,0.0,32.88,13.6,149.0
2023-08-03 21:00:00,0.39,2.7,8.7,11.3,25.0,89.0,10.97,698.7,0.0,40.0,2.9,0.0,32.08,20.3,97.0
2023-08-03 22:00:00,0.39,3.7,8.8,12.4,19.0,133.0,8.23,699.3,0.0,47.0,2.1,0.0,30.41,18.9,87.0
2023-08-03 23:00:00,0.31,3.2,7.4,10.5,19.0,64.0,7.02,699.9,0.0,50.0,2.0,0.0,29.4,15.9,86.0
2023-08-04 00:00:00,0.34,2.6,7.4,9.9,20.0,48.0,6.85,700.0,0.0,52.0,1.9,0.0,28.64,14.8,89.0
2023-08-04 01:00:00,0.26,2.2,7.3,9.4,20.0,35.0,6.6,700.0,0.0,55.0,1.9,0.0,27.67,15.2,95.0
2023-08-04 02:00:00,0.28,2.0,7.0,8.9,19.0,29.0,6.15,699.8,0.0,59.0,1.8,0.0,26.57,11.5,100.0
2023-08-04 03:00:00,0.27,2.0,6.5,8.4,18.0,25.0,6.42,699.9,0.0,64.0,1.9,0.0,25.77,10.0,88.0
2023-08-04 04:00:00,0.27,2.0500000000000003,7.75,9.7,16.0,25.0,6.31,699.8,0.0,68.0,1.9,0.0,25.07,4.9,124.0
2023-08-04 05:00:00,0.27,2.1,9.0,11.0,13.0,24.0,6.44,700.0,0.0,70.0,1.9,0.0,24.57,4.5,111.0
2023-08-04 06:00:00,0.32,4.4,11.5,15.8,10.0,25.0,6.8,700.1,0.0,73.0,1.8,0.0,23.97,4.2,104.0
2023-08-04 07:00:00,0.58,8.4,15.7,41.7,7.0,37.0,8.82,700.4,0.0,74.0,2.0,0.0,23.93,2.4,27.0
2023-08-04 08:00:00,0.48,12.4,12.5,24.8,12.0,69.0,8.46,700.4,0.0,66.0,1.9,0.0,26.62,3.5,298.0
2023-08-04 09:00:00,0.53,12.3,13.2,25.5,16.0,51.0,9.41,700.4,0.0,56.0,1.9,0.0,29.02,4.7,319.0
2023-08-04 10:00:00,0.43,5.4,9.8,15.1,29.0,61.0,9.02,700.4,0.0,47.0,1.9,0.0,31.3,6.2,101.0
2023-08-04 11:00:00,0.38,4.5,11.4,15.7,41.0,60.0,10.67,700.4,0.0,47.0,1.9,0.0,31.26,9.1,106.0
2023-08-04 12:00:00,0.4,3.6,11.2,14.7,58.0,85.0,10.14,700.0,0.0,38.0,1.9,0.0,33.6,7.9,98.0
2023-08-04 13:00:00,0.51,2.9,12.7,15.4,83.0,90.0,10.57,699.6,0.0,36.0,1.9,0.0,34.2,12.2,107.0
2023-08-04 14:00:00,0.44,2.5,10.7,13.1,95.0,91.0,9.8,699.2,0.0,35.0,2.0,0.0,34.87,14.5,103.0
2023-08-04 15:00:00,0.37,3.0,10.0,12.8,74.0,85.0,7.65,698.7,0.0,29.0,2.1,0.0,35.59,16.0,106.0
2023-08-04 16:00:00,0.37,3.2,9.5,12.6,71.0,64.0,6.76,698.3,0.0,26.0,2.2,0.0,36.34,15.3,98.0
2023-08-04 17:00:00,0.31,2.8,7.3,10.0,62.0,55.0,6.25,697.9,0.0,25.0,2.5,0.0,36.47,18.2,90.0
2023-08-04 18:00:00,0.29,3.2,7.0,10.1,41.0,53.0,7.31,697.8,0.0,22.0,2.5,0.0,36.73,17.1,98.0
2023-08-04 19:00:00,0.33,3.1,7.5,10.4,33.0,77.0,5.31,697.8,0.0,20.0,2.3,0.0,36.0,17.6,99.0
2023-08-04 20:00:00,0.4,2.8,9.5,12.1,28.0,42.0,5.96,698.1,0.0,25.0,2.3,0.0,34.56,13.3,103.0
2023-08-04 21:00:00,0.31,2.9,7.9,10.7,25.0,34.0,5.98,698.8,0.0,28.0,2.1,0.0,33.13,14.6,96.0
2023-08-04 22:00:00,0.44,5.5,11.1,16.5,21.0,39.0,7.1,699.2,0.0,33.0,2.1,0.0,31.7,15.6,75.0
2023-08-04 23:00:00,0.4,5.4,9.7,15.0,21.0,43.0,8.32,699.6,0.0,38.0,2.1,0.0,30.39,14.4,68.0
2023-08-05 00:00:00,0.4,3.3,11.5,14.7,19.0,37.0,9.05,699.9,0.0,39.0,2.0,0.0,29.86,16.3,84.0
2023-08-05 01:00:00,0.39,2.4,9.0,11.3,20.0,47.0,8.61,699.8,0.0,43.0,2.0,0.0,28.66,12.4,98.0
2023-08-05 02:00:00,0.39,2.2,7.4,9.5,20.0,40.0,8.84,699.7,0.0,53.0,2.0,0.0,27.45,11.0,113.0
2023-08-05 03:00:00,0.31,2.1,6.7,8.7,18.0,45.0,8.84,699.7,0.0,63.0,1.9,0.0,26.35,11.0,125.0
2023-08-05 04:00:00,0.34,2.3,12.4,14.7,11.0,40.0,10.29,699.7,0.0,68.0,1.9,0.0,25.21,5.6,77.0
2023-08-05 05:00:00,0.37,5.6,12.8,18.2,9.0,50.0,8.83,699.7,0.0,72.0,1.9,0.0,24.35,5.3,82.0
2023-08-05 06:00:00,0.34,7.8,14.9,22.6,7.0,42.0,9.18,700.1,0.0,75.0,1.9,0.0,23.83,3.8,85.0
2023-08-05 07:00:00,0.47,8.7,14.4,23.1,7.0,47.0,9.53,700.4,0.0,76.0,1.9,0.0,23.71,3.1,103.0
2023-08-05 08:00:00,0.49,16.8,13.3,30.0,10.0,45.0,9.5,700.6,0.0,71.0,1.9,0.0,25.07,5.6,65.0
2023-08-05 09:00:00,0.42,11.7,13.0,24.6,16.0,52.0,11.19,700.8,0.0,65.0,1.9,0.0,27.02,5.3,92.0
2023-08-05 10:00:00,0.45,8.8,23.7,21.5,16.0,84.0,14.24,701.0,0.0,55.0,2.0,0.0,29.44,5.2,107.0
2023-08-05 11:00:00,0.39,5.9,12.5,18.4,37.0,99.0,12.12,701.1,0.0,48.0,1.9,0.0,30.57,9.1,97.0
2023-08-05 12:00:00,0.39,4.2,10.9,15.0,48.0,83.0,10.88,700.8,0.0,44.0,1.9,0.0,31.79,11.1,100.0
2023-08-05 13:00:00,0.43,3.3,10.3,13.6,62.0,87.0,10.32,700.3,0.0,38.0,2.0,0.0,33.08,13.5,105.0
2023-08-05 14:00:00,0.51,3.7,11.7,15.3,64.0,70.0,9.89,699.8,0.0,34.0,2.0,0.0,33.92,15.6,105.0
2023-08-05 15:00:00,0.45,2.9,9.6,12.4,77.0,76.0,10.08,699.4,0.0,31.0,2.1,0.0,35.12,15.5,91.0
2023-08-05 16:00:00,0.41,2.8,7.3,10.0,61.0,70.0,8.61,698.9,0.0,28.0,2.2,0.0,35.86,16.1,95.0
2023-08-05 17:00:00,0.4,3.0,7.1,10.0,51.0,51.0,7.87,698.7,0.0,26.0,2.2,0.0,36.45,16.4,99.0
2023-08-05 18:00:00,0.34,3.2,6.6,9.7,40.0,47.0,6.7,698.5,0.0,24.0,2.2,0.0,36.63,18.2,89.0
2023-08-05 19:00:00,0.36,3.0,6.3,9.2,32.0,46.0,5.96,698.8,0.0,22.0,2.3,0.0,36.39,19.3,92.0
2023-08-05 20:00:00,0.38,2.8,8.3,11.0,25.0,54.0,5.32,698.9,0.0,21.0,2.2,0.0,35.73,17.1,95.0
2023-08-05 21:00:00,0.43,3.3,8.3,11.5,19.0,40.0,12.32,699.6,0.0,37.0,2.1,0.0,33.44,21.6,92.0
2023-08-05 22:00:00,0.43,3.5,6.4,9.8,17.0,71.5,10.04,700.4,0.0,51.0,1.9,0.0,30.83,22.0,88.0
2023-08-05 23:00:00,0.35,3.1,6.0,9.0,15.0,103.0,7.08,700.8,0.0,56.0,1.9,0.0,29.41,19.0,83.0
2023-08-06 00:00:00,0.37,2.9,6.7,9.6,17.0,49.0,7.99,700.9,0.0,60.0,1.9,0.0,28.48,15.2,87.0
2023-08-06 01:00:00,0.34,2.4,5.6,7.9,16.0,42.0,7.69,700.8,0.0,63.0,1.9,0.0,27.79,13.3,89.0
2023-08-06 02:00:00,0.36,2.3,5.4,7.6,14.0,39.0,6.68,700.4,0.0,66.0,1.9,0.0,27.07,11.9,95.0
2023-08-06 03:00:00,0.3,2.2,6.4,8.5,11.0,35.0,6.54,700.4,0.0,71.0,1.9,0.0,25.93,11.0,97.0
2023-08-06 04:00:00,0.35,2.1,7.8,9.8,10.0,26.0,6.34,700.5,0.0,72.0,1.8,0.0,25.4,6.4,116.0
2023-08-06 05:00:00,0.31,2.0,8.9,10.8,9.0,26.0,6.34,700.7,0.0,74.0,1.9,0.0,24.82,5.4,117.0
2023-08-06 06:00:00,0.42,5.9,11.9,17.7,7.0,26.0,6.48,700.8,0.0,76.0,1.8,0.0,24.39,3.4,75.0
2023-08-06 07:00:00,0.42,7.6,11.8,19.4,8.0,28.0,5.54,701.2,0.0,77.0,1.9,0.0,24.35,2.9,54.0
2023-08-06 08:00:00,0.43,5.5,8.4,13.8,12.0,30.0,6.27,701.4,0.0,71.0,1.9,0.0,26.18,4.7,91.0
2023-08-06 09:00:00,0.45,6.9,7.9,14.7,16.0,37.0,8.1,701.2,0.0,61.0,1.9,0.0,29.27,2.9,137.0
2023-08-06 10:00:00,0.47,5.7,10.9,16.5,24.0,46.0,7.69,701.2,0.0,53.0,1.8,0.0,31.12,4.2,128.0
2023-08-06 11:00:00,0.41,6.5,10.9,17.7,37.0,41.0,4.56,700.8,0.0,42.0,1.9,0.0,33.5,5.7,111.0
2023-08-06 12:00:00,0.36,3.9,8.3,12.1,48.0,40.0,7.35,700.7,0.0,36.0,1.9,0.0,34.84,9.3,107.0
2023-08-06 13:00:00,0.38,2.9,7.8,10.5,63.0,38.0,7.59,700.7,0.0,38.0,1.9,0.0,34.54,16.0,102.0
2023-08-06 14:00:00,0.36,2.6,6.4,8.8,69.0,60.0,7.22,700.3,0.0,35.0,1.9,0.0,35.1,16.5,105.0
2023-08-06 15:00:00,0.34,2.7,6.0,8.6,61.0,52.0,7.2,699.7,0.0,31.0,1.9,0.0,36.18,17.0,105.0
2023-08-06 16:00:00,0.36,2.7,6.1,8.8,59.0,45.0,6.98,699.2,0.0,28.0,2.1,0.0,36.95,16.4,95.0
2023-08-06 17:00:00,0.38,2.9,6.8,9.6,55.0,53.0,7.01,698.9,0.0,25.0,2.2,0.0,37.4,15.3,94.0
2023-08-06 18:00:00,0.35,2.5,5.7,8.1,50.0,35.0,6.15,698.9,0.0,24.0,2.2,0.0,37.43,16.5,99.0
2023-08-06 19:00:00,0.35,2.6,6.3,8.9,38.0,37.0,5.14,698.9,0.0,24.0,2.1,0.0,36.94,16.2,92.0
2023-08-06 20:00:00,0.37,2.4,7.5,9.7,30.0,38.0,4.83,698.9,0.0,23.0,2.1,0.0,36.28,16.6,97.0
2023-08-06 21:00:00,0.46,2.7,9.1,11.7,24.0,39.0,9.5,699.3,0.0,30.0,2.0,0.0,34.5,18.9,99.0
2023-08-06 22:00:00,0.36,3.0,6.4,9.3,24.0,81.0,11.27,700.4,0.0,44.0,1.9,0.0,31.43,22.0,85.0
2023-08-06 23:00:00,0.35,2.6,6.8,9.3,20.0,123.0,8.71,700.8,0.0,48.0,1.9,0.0,29.73,17.4,93.0
2023-08-07 00:00:00,0.32,2.8,7.2,9.8,17.0,66.0,7.99,701.1,0.0,52.0,1.9,0.0,28.65,13.2,84.0
2023-08-07 01:00:00,0.34,2.6,7.5,10.0,16.0,51.0,7.83,701.1,0.0,56.0,1.9,0.0,27.9,11.7,102.0
2023-08-07 02:00:00,0.36,2.7,8.2,10.8,14.0,44.0,7.64,700.8,0.0,60.0,1.9,0.0,26.92,10.0,103.0
2023-08-07 03:00:00,0.3,2.6,7.6,10.1,14.0,42.0,7.22,700.8,0.0,63.0,1.8,0.0,25.93,9.5,102.0
2023-08-07 04:00:00,0.34,3.5,9.0,12.4,13.0,38.0,7.27,701.0,0.0,65.0,1.8,0.0,25.43,5.9,104.0
2023-08-07 05:00:00,0.29,6.7,11.3,17.9,11.0,39.0,7.11,701.1,0.0,68.0,1.9,0.0,24.93,5.5,120.0
2023-08-07 06:00:00,0.44,22.2,15.4,37.6,7.0,38.0,7.36,701.3,0.0,70.0,1.9,0.0,24.37,4.0,61.0
2023-08-07 07:00:00,0.36,4.4,11.7,15.9,9.0,42.0,7.72,701.7,0.0,72.0,1.9,0.0,24.32,5.3,121.0
2023-08-07 08:00:00,0.42,8.0,10.4,18.3,11.0,46.0,8.09,701.9,0.0,68.0,1.8,0.0,26.21,3.6,85.0
2023-08-07 09:00:00,0.46,11.7,12.4,24.1,14.0,55.0,10.35,701.9,0.0,60.0,1.9,0.0,28.23,4.6,82.0
2023-08-07 10:00:00,0.53,19.0,18.8,37.8,18.0,97.0,12.92,701.9,0.0,53.0,1.9,0.0,30.09,6.0,131.0
2023-08-07 11:00:00,0.43,4.9,11.0,16.1,38.0,120.0,11.02,701.9,0.0,45.0,1.8,0.0,32.11,6.3,97.0
2023-08-07 12:00:00,0.41,4.1,11.0,15.1,50.0,87.0,10.05,701.5,0.0,38.0,1.9,0.0,33.85,7.9,90.0
2023-08-07 13:00:00,0.41,3.3,11.6,14.7,67.0,77.0,10.51,700.9,0.0,37.0,2.0,0.0,34.57,11.7,101.0
2023-08-07 14:00:00,0.45,2.9,10.9,13.7,79.0,92.0,10.63,700.4,0.0,34.0,2.0,0.0,35.24,14.9,109.0
2023-08-07 15:00:00,0.39,2.9,9.5,12.3,69.0,91.0,9.7,699.9,0.0,30.0,2.2,0.0,35.91,18.2,106.0
2023-08-07 16:00:00,0.41,2.5,8.8,11.2,82.0,75.0,9.86,699.4,0.0,28.0,2.6,0.0,36.82,16.6,103.0
2023-08-07 17:00:00,0.41,2.9,8.9,11.7,63.0,79.0,8.67,699.3,0.0,28.0,2.6,0.0,37.17,15.6,95.0
2023-08-07 18:00:00,0.4,3.0,6.7,9.6,46.0,62.0,7.58,698.9,0.0,26.0,2.3,0.0,37.01,18.5,90.0
2023-08-07 19:00:00,0.35,2.6,6.3,8.8,37.0,54.0,6.54,698.9,0.0,21.0,2.3,0.0,36.93,18.8,94.0
2023-08-07 20:00:00,0.47,2.8,10.6,13.3,29.0,57.0,6.82,698.9,0.0,20.0,2.3,0.0,36.11,15.1,102.0
2023-08-07 21:00:00,0.4,3.7,13.0,16.6,19.0,65.0,10.65,699.1,0.0,30.0,2.1,0.0,34.45,17.3,99.0
2023-08-07 22:00:00,0.4,3.8,7.8,11.5,16.0,164.0,11.64,699.5,0.0,47.0,1.9,0.0,31.75,22.5,84.0
2023-08-07 23:00:00,0.31,3.0,7.1,10.0,15.0,148.0,8.97,699.9,0.0,54.0,1.9,0.0,30.03,19.3,83.0
2023-08-08 00:00:00,0.37,2.8,7.1,9.8,15.0,80.0,7.9,700.1,0.0,54.0,1.9,0.0,29.42,15.8,89.0
2023-08-08 01:00:00,0.34,2.4,6.8,9.1,15.0,64.0,7.06,700.3,0.0,56.0,1.9,0.0,28.49,12.4,102.0
