Date,SURESTE CO ppm,SURESTE NO ppb,SURESTE NO2 ppb,SURESTE NOX ppb,SURESTE O3 ppb,SURESTE PM10 ug/m3,SURESTE PM2.5 ug/m3,SURESTE PRS mmhg,SURESTE RAINF mm/hr,SURESTE RH %,SURESTE SO2 ppb,SURESTE SR KW/m2,SURESTE TOUT degC,SURESTE WSR KMPH,SURESTE WDV DEG
2024-10-16 15:00:00,0.8,4.2,8.3,12.5,40.0,50.0,22.46,725.9,0.0,43.0,3.4,0.168,27.08,14.8,107.0
2024-10-16 16:00:00,0.82,3.7,7.4,11.1,39.0,50.0,10.15,725.6,0.0,52.0,3.1,0.058,26.19,17.3,88.0
2024-10-16 17:00:00,0.85,3.5,9.5,13.0,41.0,45.0,13.8,725.5,0.0,54.0,2.9,0.041,25.89,13.0,105.0
2024-10-16 18:00:00,0.82,2.8,10.8,13.6,43.0,61.0,11.61,725.6,0.0,56.0,4.1,0.018,25.54,10.9,144.0
2024-10-16 19:00:00,0.78,2.7,8.4,11.0,42.0,45.0,8.86,725.9,0.0,63.0,3.1,0.001,23.88,10.8,175.0
2024-10-16 20:00:00,0.86,2.9,10.8,13.6,38.0,25.0,11.55,726.2,0.0,63.0,2.7,0.0,23.93,15.1,101.0
2024-10-16 21:00:00,0.8,2.7,7.9,10.6,41.0,47.0,10.3,726.8,0.0,71.0,2.4,0.0,22.32,15.7,109.0
2024-10-16 22:00:00,0.8,2.6,7.6,10.2,38.0,32.0,11.67,727.0,0.54,80.0,2.5,0.0,21.25,15.0,105.0
2024-10-16 23:00:00,0.77,2.4,5.7,8.2,40.0,29.0,8.5,727.3,1.69,91.0,2.4,0.0,19.21,14.2,84.0
2024-10-17 00:00:00,0.76,2.3,6.6,8.8,38.0,15.0,8.52,727.3,1.34,94.0,2.4,0.0,18.84,11.0,92.0
2024-10-17 01:00:00,0.7,2.3,3.5,5.7,42.0,18.0,8.54,727.1,0.82,94.0,2.2,0.0,18.55,17.0,107.0
2024-10-17 02:00:00,0.71,2.2,3.4,5.6,42.0,14.0,5.83,726.5,0.54,95.0,2.2,0.0,18.5,11.5,85.0
2024-10-17 03:00:00,0.7,2.2,3.1,5.3,40.0,14.0,6.75,726.0,0.25,95.0,2.2,0.0,19.03,16.7,94.0
2024-10-17 04:00:00,0.69,2.225,2.5,4.6,38.0,16.0,9.33,725.9,0.11,95.0,2.2,0.0,19.0,14.8,100.0
2024-10-17 05:00:00,0.69,2.25,2.5,4.6,40.0,11.0,5.98,725.7,0.02,95.0,2.2,0.0,19.03,16.2,98.0
2024-10-17 06:00:00,0.7,2.275,3.6,5.7,43.0,17.0,8.48,725.9,0.01,93.0,2.2,0.0,19.58,16.1,99.0
2024-10-17 07:00:00,0.76,2.3,5.8,8.2,36.0,18.0,7.76,726.1,0.0,90.0,2.2,0.0,19.42,15.8,96.0
2024-10-17 08:00:00,0.86,2.7,10.3,12.9,27.0,18.0,8.67,726.4,0.06,92.0,2.3,0.011,19.09,15.7,87.0
2024-10-17 09:00:00,0.87,3.0,9.6,12.6,30.0,29.0,16.31,726.9,0.06,93.0,2.2,0.035,19.18,16.1,87.0
2024-10-17 10:00:00,0.85,3.5,7.8,11.2,31.0,25.0,12.32,727.2,0.02,92.0,2.1,0.123,19.68,16.6,83.0
2024-10-17 11:00:00,0.81,3.5,6.7,10.2,33.0,17.0,9.19,726.9,0.01,90.0,2.1,0.129,20.16,16.8,94.0
2024-10-17 12:00:00,0.87,3.8,7.3,11.0,36.0,20.0,9.36,726.5,0.0,86.0,2.1,0.133,20.83,16.0,102.0
2024-10-17 13:00:00,0.92,3.8,8.9,12.6,37.0,24.0,14.4,725.9,0.0,81.0,2.3,0.065,21.45,16.0,92.0
2024-10-17 14:00:00,0.96,3.75,11.5,15.3,35.0,36.0,20.04,724.9,0.0,80.0,2.6,0.024,21.74,14.0,91.0
2024-10-17 15:00:00,0.93,3.7,9.8,13.5,36.0,45.0,27.72,724.3,0.08,81.0,2.5,0.023,21.54,16.6,93.0
2024-10-17 16:00:00,0.9,3.3,9.5,12.7,32.0,42.0,13.75,724.3,0.14,88.0,2.3,0.034,20.55,15.2,109.0
2024-10-17 17:00:00,0.86,3.3,7.7,10.9,36.0,19.0,12.21,724.5,0.01,86.0,2.3,0.026,20.84,14.8,115.0
2024-10-17 18:00:00,0.76,2.7,5.3,7.9,43.0,23.0,7.1,724.6,0.04,83.0,2.2,0.011,20.63,19.3,133.0
2024-10-17 19:00:00,0.78,2.6,6.0,8.6,42.0,17.0,7.69,724.8,0.08,87.0,2.2,0.001,19.64,17.3,123.0
2024-10-17 20:00:00,0.77,2.6,5.4,8.0,43.0,24.0,4.98,725.0,0.05,87.0,2.1,0.0,19.54,18.5,112.0
2024-10-17 21:00:00,0.76,2.5,4.8,7.3,40.0,13.0,4.3,725.2,0.19,88.0,2.1,0.0,19.56,19.1,107.0
2024-10-17 22:00:00,0.73,2.3,3.9,6.2,43.0,12.0,4.35,725.6,0.05,90.0,2.1,0.0,19.13,18.3,115.0
2024-10-17 23:00:00,0.72,2.25,3.3000000000000003,5.550000000000001,42.5,10.5,5.516666666666667,725.1999999999999,0.025,89.0,2.05,0.0,19.295,18.15,101.0
2024-10-18 00:00:00,0.71,2.2,2.7,4.9,42.0,9.0,6.683333333333333,724.8,0.0,88.0,2.0,0.0,19.46,18.0,87.0
2024-10-18 01:00:00,0.68,2.1,2.2,4.3,43.0,16.0,7.85,724.7,0.0,85.0,2.0,0.0,19.9,15.8,102.0
2024-10-18 02:00:00,0.68,2.1,2.2,4.3,43.0,15.0,8.15,724.5,0.0,83.0,2.0,0.0,20.18,14.3,108.0
2024-10-18 03:00:00,0.68,2.1,2.2,4.3,40.0,14.0,9.19,723.7,0.0,84.0,2.0,0.0,20.03,15.2,112.0
2024-10-18 04:00:00,0.67,2.2,2.2,4.3,38.0,14.0,9.52,723.6,0.0,85.0,2.0,0.0,19.96,12.5,112.0
2024-10-18 05:00:00,0.68,2.2,2.3,4.4,35.0,21.0,9.09,723.9,0.01,89.0,2.1,0.0,19.4,14.2,105.0
2024-10-18 06:00:00,0.72,2.2,5.3,7.4,32.0,12.0,8.15,724.2,0.0,91.0,2.0,0.0,19.2,14.6,97.0
2024-10-18 07:00:00,0.78,2.3,8.4,10.7,27.0,20.0,8.97,724.6,0.01,92.0,2.0,0.001,19.15,14.4,96.0
2024-10-18 08:00:00,0.86,2.9,11.0,13.8,23.0,25.0,13.17,725.2,0.02,92.0,2.1,0.008,19.17,13.9,98.0
2024-10-18 09:00:00,0.9,3.0,11.8,14.7,23.0,25.0,15.74,725.8,0.03,92.0,2.1,0.02,19.21,12.2,96.0
2024-10-18 10:00:00,0.91,3.7,12.4,15.9,23.0,24.0,18.02,726.2,0.02,92.0,2.2,0.042,19.31,11.2,105.0
2024-10-18 11:00:00,0.89,4.1,9.5,13.5,26.0,30.0,18.3,726.2,0.0,91.0,2.2,0.092,19.69,11.8,108.0
2024-10-18 12:00:00,0.92,4.4,9.5,13.9,25.0,28.0,12.87,726.2,0.0,90.0,2.2,0.091,20.07,8.3,122.0
2024-10-18 13:00:00,0.91,5.7,10.9,16.5,25.0,27.0,14.58,725.9,0.0,86.0,2.1,0.201,21.6,5.6,155.0
2024-10-18 14:00:00,1.05,6.3,13.2,19.4,23.0,30.0,11.39,725.3,0.02,86.0,2.2,0.109,21.17,10.8,82.0
2024-10-18 15:00:00,1.06,5.8,11.1,16.8,25.0,38.0,20.82,724.7,0.0,87.0,2.2,0.126,21.32,12.7,85.0
2024-10-18 16:00:00,0.94,4.7,11.0,15.7,25.0,31.0,17.41,724.8,0.0,86.0,2.2,0.099,21.61,7.6,152.0
2024-10-18 17:00:00,0.97,4.8,11.9,16.7,26.0,24.0,10.38,724.9,0.0,81.0,2.3,0.059,22.38,11.1,115.0
2024-10-18 18:00:00,1.02,3.9,13.1,17.0,22.0,27.0,11.18,725.1,0.0,83.0,2.4,0.009,21.81,13.3,72.0
2024-10-18 19:00:00,1.4,8.5,25.8,34.2,24.0,32.0,12.85,725.2,0.0,88.0,2.5,0.0,21.38,14.5,60.0
2024-10-18 20:00:00,0.97,3.3,9.9,13.2,26.0,31.0,14.91,725.7,0.015,89.0,2.4,0.0,20.93,14.1,104.0
2024-10-18 21:00:00,0.9,3.0,8.7,11.6,26.0,14.0,8.8,726.1,0.03,90.0,2.4,0.0,20.87,14.7,100.0
2024-10-18 22:00:00,0.88,2.9,8.6,11.4,26.0,17.0,8.92,726.3,0.05,91.0,2.4,0.0,20.53,18.8,92.0
2024-10-18 23:00:00,0.79,2.5,5.1,7.6,29.0,17.0,7.98,726.5,0.02,92.0,2.3,0.0,20.23,19.7,91.0
2024-10-19 00:00:00,0.75,2.2,3.9,6.1,32.0,13.0,5.71,726.2,0.0,91.0,2.3,0.0,20.41,14.8,99.0
2024-10-19 01:00:00,0.72,2.2,2.6,4.7,31.0,10.0,5.17,726.0,0.0,90.0,2.3,0.0,20.43,19.0,96.0
2024-10-19 02:00:00,0.7,2.15,2.1,4.2,32.0,9.0,5.29,725.8,0.0,89.0,2.4,0.0,20.71,19.8,104.0
2024-10-19 03:00:00,0.69,2.1,1.7,3.9,36.0,12.0,5.51,725.1,0.0,84.0,2.2,0.0,21.31,23.1,112.0
2024-10-19 04:00:00,0.69,2.1,2.0,4.1,31.0,15.0,5.57,725.0,0.0,88.0,2.2,0.0,20.81,19.1,106.0
2024-10-19 05:00:00,0.69,2.2,2.1,4.2,31.0,20.0,5.99,725.4,0.0,88.0,2.2,0.0,20.75,16.3,104.0
2024-10-19 06:00:00,0.71,2.2,3.9,6.0,27.0,17.0,6.25,726.0,0.0,90.0,2.2,0.001,20.35,15.3,98.0
2024-10-19 07:00:00,0.75,2.3,4.8,7.0,26.0,18.0,6.44,726.4,0.0,90.0,2.2,0.001,20.18,15.4,94.0
2024-10-19 08:00:00,0.77,2.4,5.9,8.2,27.0,16.0,6.33,727.0,0.0,90.0,2.1,0.009,20.23,15.1,101.0
2024-10-19 09:00:00,0.8,2.6,5.3,7.9,29.0,13.0,6.11,727.6,0.0,88.0,2.1,0.036,20.48,16.3,91.0
2024-10-19 10:00:00,0.91,3.6,8.3,11.8,24.0,15.0,5.71,728.5,0.0,89.0,2.0,0.064,20.44,16.2,81.0
2024-10-19 11:00:00,0.89,4.2,7.8,12.0,27.0,20.0,6.71,728.7,0.0,88.0,2.1,0.134,20.86,16.4,92.0
2024-10-19 12:00:00,0.91,4.5,6.4,10.9,30.0,28.0,10.54,728.4,0.0,83.0,2.0,0.194,22.21,17.8,89.0
2024-10-19 13:00:00,1.05,5.5,10.1,15.5,27.0,32.0,13.98,728.0,0.0,84.0,2.1,0.086,22.2,14.7,91.0
2024-10-19 14:00:00,0.99,5.1,8.6,13.6,27.0,49.0,25.34,727.5,0.0,82.0,2.1,0.097,22.6,16.2,92.0
2024-10-19 15:00:00,1.12,5.5,11.5,16.9,23.0,43.0,21.97,727.4,0.0,83.0,2.2,0.078,22.61,11.8,100.0
2024-10-19 16:00:00,0.99,4.5,9.1,13.5,24.0,52.0,31.53,727.3,0.0,78.0,2.2,0.07,23.36,11.8,113.0
2024-10-19 17:00:00,1.0,4.3,8.3,12.6,28.0,36.0,17.73,727.3,0.0,72.0,2.2,0.054,23.97,11.4,110.0
2024-10-19 18:00:00,0.9,3.4,8.1,11.4,29.0,34.0,9.91,727.5,0.0,68.0,2.1,0.022,24.18,10.0,121.0
2024-10-19 19:00:00,1.07,3.4,12.0,15.4,26.0,25.0,9.08,727.7,0.0,68.0,2.2,0.001,23.99,8.0,93.0
2024-10-19 20:00:00,1.55,11.5,28.6,40.0,6.0,31.0,9.78,728.1,0.0,73.0,2.3,0.0,23.21,7.4,49.0
2024-10-19 21:00:00,1.66,11.2,27.6,38.7,5.0,61.0,18.51,728.3,0.0,77.0,2.3,0.0,22.74,8.7,69.0
2024-10-19 22:00:00,1.6,7.0,26.2,33.2,6.0,80.0,28.59,728.5,0.0,75.0,2.3,0.0,22.81,8.8,64.0
2024-10-19 23:00:00,1.11,3.5,13.1,16.7,20.0,75.0,30.87,728.5,0.0,71.0,2.3,0.0,23.46,9.5,83.0
2024-10-20 00:00:00,1.24,6.6,17.4,23.9,8.0,43.0,17.69,728.5,0.0,82.0,2.3,0.0,21.86,13.1,79.0
2024-10-20 01:00:00,0.83,2.9,5.1,8.1,25.0,47.0,16.64,728.1,0.0,80.0,2.3,0.0,22.22,15.3,94.0
2024-10-20 02:00:00,0.89,2.5,7.7,10.2,20.0,23.0,6.82,728.1,0.0,82.0,2.3,0.0,21.86,13.8,71.0
2024-10-20 03:00:00,0.84,2.3,5.0,7.3,19.0,25.0,7.08,728.0,0.0,88.0,2.3,0.0,20.93,15.2,77.0
2024-10-20 04:00:00,0.78,2.8,3.9,6.6,20.0,25.0,7.31,727.8,0.0,90.0,2.2,0.0,20.55,13.5,80.0
2024-10-20 05:00:00,0.78,2.4,4.3,6.7,19.0,20.0,7.27,727.8,0.0,91.0,2.3,0.0,20.38,11.6,77.0
2024-10-20 06:00:00,0.78,2.3,4.7,7.0,18.0,20.0,8.22,728.3,0.0,91.0,2.2,0.0,20.18,9.0,93.0
2024-10-20 07:00:00,0.79,2.3,4.9,7.3,19.0,20.0,10.46,728.7,0.0,92.0,2.1,0.003,19.95,12.7,82.0
2024-10-20 08:00:00,0.79,2.8,5.3,8.1,19.0,26.0,14.74,729.0,0.0,91.0,2.2,0.029,20.32,13.4,75.0
2024-10-20 09:00:00,0.81,2.8,4.5,7.3,25.0,23.0,14.42,729.6,0.0,88.0,2.3,0.068,21.05,15.3,77.0
2024-10-20 10:00:00,0.78,2.9,3.4,6.3,32.0,18.0,6.91,729.9,0.0,81.0,2.3,0.282,22.3,16.6,81.0
2024-10-20 11:00:00,0.81,3.6,5.0,8.6,35.0,16.0,5.18,729.8,0.0,74.0,2.2,0.4,23.83,15.5,69.0
2024-10-20 12:00:00,0.88,4.0,6.1,10.0,37.0,24.0,6.43,729.7,0.0,71.0,2.2,0.396,24.27,15.8,87.0
2024-10-20 13:00:00,0.89,4.0,5.3,9.3,37.0,37.0,11.42,729.0,0.0,64.0,2.2,0.442,25.48,17.3,92.0
2024-10-20 14:00:00,0.88,3.85,5.8,9.8,35.0,39.0,11.58,728.3,0.0,70.0,2.2,0.223,24.85,18.8,91.0
2024-10-20 15:00:00,0.9,3.7,7.9,11.5,33.0,36.0,14.16,727.9,0.0,78.0,2.3,0.04,23.75,16.3,74.0
2024-10-20 16:00:00,0.99,4.2,9.0,13.1,31.0,37.0,15.15,727.9,0.0,80.0,2.3,0.037,23.28,16.0,85.0
2024-10-20 17:00:00,1.02,4.6,9.8,14.3,30.0,39.0,16.52,727.8,0.0,81.0,2.3,0.068,22.72,13.2,94.0
2024-10-20 18:00:00,1.03,3.5,11.6,15.0,28.0,37.0,13.06,727.7,0.0,83.0,2.3,0.016,22.28,11.3,71.0
2024-10-20 19:00:00,1.17,3.8,15.6,19.2,22.0,31.0,8.82,727.9,0.0,84.0,2.4,0.0,22.33,9.6,80.0
2024-10-20 20:00:00,1.16,3.3,13.7,16.9,20.0,39.0,11.92,728.3,0.0,84.0,2.3,0.0,22.24,7.3,99.0
2024-10-20 21:00:00,1.14,3.5,16.1,19.6,16.0,41.0,13.1,728.5,0.0,85.0,2.3,0.0,22.17,9.6,75.0
2024-10-20 22:00:00,1.0,3.0,11.6,14.5,19.0,47.0,13.89,728.5,0.0,88.0,2.3,0.0,22.08,10.8,97.0
2024-10-20 23:00:00,0.96,3.1,10.9,13.9,19.0,34.0,12.44,728.4,0.0,88.0,2.3,0.0,21.9,13.4,74.0
2024-10-21 00:00:00,0.9,2.5,8.5,10.9,20.0,26.0,10.82,728.0,0.0,90.0,2.3,0.0,21.44,11.3,81.0
2024-10-21 01:00:00,0.79,2.2,3.5,5.7,28.0,21.0,9.87,727.4,0.01,91.0,2.3,0.0,20.99,17.0,87.0
2024-10-21 02:00:00,0.73,2.2,1.8,3.9,34.0,12.0,7.69,727.3,0.01,91.0,2.3,0.0,20.69,17.7,96.0
2024-10-21 03:00:00,0.73,2.1,1.5,3.6,34.0,8.0,2.33,727.0,0.01,91.0,2.1,0.0,20.68,15.5,81.0
2024-10-21 04:00:00,0.72,2.1,1.6,3.7,34.0,6.0,2.3400000000000003,726.6,0.03,92.0,2.2,0.0,20.52,13.0,84.0
2024-10-21 05:00:00,0.72,2.1666666666666665,1.6,3.7,36.0,9.0,2.35,726.5,0.03,92.0,2.2,0.0,20.41,18.8,97.0
2024-10-21 06:00:00,0.75,2.2333333333333334,2.8,4.9,37.0,10.0,3.03,726.6,0.02,90.0,2.1,0.0,20.7,17.0,92.0
2024-10-21 07:00:00,0.8,2.3,5.2,7.5,33.0,12.0,4.4,726.9,0.01,90.0,2.2,0.0,20.52,12.0,103.0
2024-10-21 08:00:00,0.9,2.8,8.0,10.6,29.0,7.0,2.93,727.2,0.03,92.0,2.1,0.018,20.58,13.3,89.0
2024-10-21 09:00:00,0.9,4.6,8.7,13.2,28.0,6.0,3.45,727.6,0.03,92.0,2.1,0.056,20.75,13.7,86.0
2024-10-21 10:00:00,0.86,4.0,7.2,11.3,30.0,9.0,3.61,727.7,0.0,91.0,2.3,0.153,21.21,9.6,128.0
2024-10-21 11:00:00,0.88,6.0,6.9,12.8,31.0,12.0,3.42,727.6,0.0,83.0,2.4,0.316,23.23,11.0,111.0
2024-10-21 12:00:00,0.97,5.1,7.1,12.2,30.0,20.0,6.6,727.3,0.0,84.0,2.3,0.193,22.53,16.9,95.0
2024-10-21 13:00:00,0.95,4.0,5.6,9.6,31.0,31.0,13.79,726.8,0.0,74.0,2.4,0.23,23.73,15.3,104.0
2024-10-21 14:00:00,0.92,4.3,6.2,10.5,30.0,27.0,11.39,726.2,0.0,73.0,2.3,0.174,23.9,13.8,110.0
2024-10-21 15:00:00,0.87,3.7,5.1,8.8,31.0,30.0,11.78,725.8,0.0,72.0,2.4,0.136,23.88,13.8,113.0
2024-10-21 16:00:00,0.91,3.6,5.9,9.5,29.0,25.0,10.15,725.7,0.0,74.0,2.5,0.059,23.6,13.3,103.0
2024-10-21 17:00:00,0.95,3.7,8.8,12.5,26.0,30.0,9.17,725.5,0.0,73.0,2.7,0.028,23.9,9.0,110.0
2024-10-21 18:00:00,0.94,3.3,9.0,12.3,25.0,36.0,8.75,725.6,0.0,72.0,2.5,0.008,24.01,9.1,95.0
2024-10-21 19:00:00,0.99,3.1,11.1,14.2,22.0,28.0,9.13,725.6,0.0,74.0,2.2,0.0,23.79,9.0,74.0
2024-10-21 20:00:00,1.1,5.8,17.1,22.9,11.0,32.0,7.54,725.9,0.0,79.0,2.2,0.0,22.92,5.1,233.0
2024-10-21 21:00:00,1.06,6.2,17.6,23.8,8.0,38.0,8.29,726.1,0.0,81.0,2.3,0.0,22.61,4.1,294.0
2024-10-21 22:00:00,1.21,12.6,20.9,33.4,3.0,37.0,8.96,726.2,0.0,82.0,2.3,0.0,22.45,2.8,299.0
2024-10-21 23:00:00,1.31,19.8,20.3,40.1,2.0,51.0,10.38,726.1,0.0,83.0,2.4,0.0,22.12,2.9,289.0
2024-10-22 00:00:00,1.29,18.4,19.2,37.6,2.0,53.0,11.39,725.9,0.0,85.0,2.5,0.0,21.91,2.9,241.0
2024-10-22 01:00:00,1.11,9.9,19.0,28.9,4.0,49.0,11.29,725.7,0.0,84.0,2.3,0.0,21.98,3.4,216.0
2024-10-22 02:00:00,0.98,3.0,16.8,19.7,8.0,36.0,10.79,725.5,0.0,81.0,2.4,0.0,22.41,4.5,144.0
2024-10-22 03:00:00,0.9,2.7,11.1,13.7,8.0,30.0,9.4,725.2,0.0,86.0,2.4,0.0,21.86,8.0,107.0
2024-10-22 04:00:00,0.8,2.4,5.0,7.4,13.0,36.0,12.34,725.0,0.0,87.0,2.4,0.0,21.52,6.9,94.0
2024-10-22 05:00:00,0.8,2.3,5.6,7.9,13.0,30.0,8.27,724.9,0.0,87.0,2.2,0.0,21.46,8.0,75.0
2024-10-22 06:00:00,0.9,9.0,10.5,19.5,6.0,26.0,8.17,725.0,0.0,88.0,2.3,0.0,20.94,3.7,205.0
2024-10-22 07:00:00,1.03,5.8,14.2,19.9,8.0,28.0,8.42,725.3,0.0,88.0,2.4,0.002,20.84,5.9,84.0
2024-10-22 08:00:00,1.2,15.1,15.4,30.4,7.0,32.0,8.12,725.8,0.0,86.0,2.4,0.042,21.38,4.6,115.0
2024-10-22 09:00:00,0.92,4.6,8.1,12.6,19.0,39.0,8.83,726.5,0.0,82.0,2.4,0.13,22.38,8.1,106.0
2024-10-22 10:00:00,0.92,5.4,8.1,13.5,23.0,32.0,7.06,726.9,0.0,78.0,2.4,0.213,23.31,9.1,87.0
2024-10-22 11:00:00,0.91,4.5,8.0,12.4,26.0,44.0,8.85,727.0,0.0,75.0,2.4,0.194,24.03,9.0,71.0
2024-10-22 12:00:00,0.9,4.1,6.0,10.1,27.0,43.0,10.6,726.7,0.0,72.0,2.3,0.224,24.99,9.9,97.0
2024-10-22 13:00:00,0.87,3.8,4.8,8.6,25.0,43.0,14.18,726.3,0.0,70.0,2.4,0.214,25.33,10.6,117.0
2024-10-22 14:00:00,0.89,3.9,5.4,9.4,26.0,28.0,9.75,725.9,0.0,68.0,2.5,0.19,25.67,9.7,115.0
2024-10-22 15:00:00,0.91,4.4,6.1,10.5,25.0,36.0,13.4,725.5,0.0,63.0,2.4,0.253,26.67,10.9,112.0
2024-10-22 16:00:00,0.95,4.6,6.2,10.8,27.0,36.0,13.52,725.1,0.0,63.0,2.4,0.19,26.65,14.2,99.0
2024-10-22 17:00:00,0.96,4.0,6.3,10.3,27.0,41.0,16.36,725.1,0.0,66.0,2.4,0.101,26.37,13.6,100.0
2024-10-22 18:00:00,0.99,3.5,9.9,13.4,21.0,36.9575,11.07,725.3,0.0,69.0,2.4,0.024,25.84,11.9,96.0
2024-10-22 19:00:00,1.0,3.8,10.2,14.0,18.0,32.915,8.97,725.6,0.0,72.0,2.4,0.001,25.13,12.9,98.0
2024-10-22 20:00:00,1.03,3.7,10.2,13.8,18.0,28.8725,9.56,725.9,0.0,72.0,2.5,0.0,24.79,13.4,95.0
2024-10-22 21:00:00,0.88,3.2,7.1,10.3,23.0,24.83,8.58,726.2,0.0,69.0,2.5,0.0,24.92,11.3,122.0
2024-10-22 22:00:00,0.86,3.2,7.6,10.8,23.0,21.73,7.19,726.4,0.0,68.0,2.6,0.0,24.91,10.0,133.0
2024-10-22 23:00:00,0.95,5.5,12.0,17.5,16.0,23.66,7.14,726.3,0.0,71.0,2.5,0.0,24.29,6.9,153.0
2024-10-23 00:00:00,0.98,5.6,13.0,18.6,11.0,24.98,7.8,726.2,0.0,78.0,2.5,0.0,23.2,5.5,129.0
2024-10-23 01:00:00,0.9,3.3,11.4,14.6,11.0,29.64,9.07,726.0,0.0,79.0,2.5,0.0,22.72,2.5,132.0
2024-10-23 02:00:00,0.97,4.3,14.2,18.4,6.0,25.68,8.66,725.6,0.0,83.0,2.5,0.0,22.03,3.1,253.0
2024-10-23 03:00:00,0.93,3.5,12.8,16.2,5.0,27.01,9.51,725.5,0.0,86.0,2.4,0.0,21.51,2.6,266.0
2024-10-23 04:00:00,0.94,4.3,11.4,15.6,3.0,31.45,11.12,725.4,0.0,88.0,2.5,0.0,21.23,1.8,221.0
2024-10-23 05:00:00,0.87,4.7,14.1,18.7,3.0,29.52,10.84,725.5,0.0,89.0,2.5,0.0,21.21,1.8,38.0
2024-10-23 06:00:00,0.93,11.0,15.8,26.7,2.0,38.26,16.89,725.6,0.0,90.0,2.5,0.0,21.1,1.8,270.0
2024-10-23 07:00:00,1.12,21.1,18.1,39.1,2.0,47.71,21.96,726.0,0.0,90.0,2.6,0.001,21.34,2.65,299.0
2024-10-23 08:00:00,1.43,28.7,19.8,48.4,3.0,73.97,32.13,726.3,0.0,89.0,2.8,0.029,21.64,3.5,7.0
2024-10-23 09:00:00,1.32,27.7,19.7,47.3,4.0,86.95,37.21,727.1,0.0,87.0,2.7,0.073,22.05,5.0,355.0
2024-10-23 10:00:00,1.21,22.8,19.0,41.8,9.0,82.52,31.62,727.5,0.0,79.0,2.6,0.272,24.16,4.9,325.0
2024-10-23 11:00:00,1.22,16.5,22.5,38.9,15.0,71.69,29.67,727.6,0.0,71.0,2.8,0.231,25.13,5.3,30.0
2024-10-23 12:00:00,1.12,7.5,17.8,25.2,33.0,82.13,35.36,727.3,0.0,65.0,2.9,0.31,26.1,7.3,90.0
2024-10-23 13:00:00,0.99,4.2,9.9,14.1,44.0,69.94,28.96,726.7,0.0,62.0,2.7,0.438,26.86,12.3,96.0
2024-10-23 14:00:00,0.92,3.5,7.3,10.8,43.0,47.69,18.64,726.2,0.0,59.0,2.6,0.4,27.54,12.2,118.0
2024-10-23 15:00:00,0.93,3.6,6.9,10.5,40.0,43.88,19.64,725.8,0.0,59.0,2.5,0.298,27.55,13.4,115.0
2024-10-23 16:00:00,0.91,3.5,5.6,9.1,35.0,45.27,22.56,725.5,0.0,59.0,2.7,0.208,27.4,15.2,109.0
2024-10-23 17:00:00,0.92,4.1,6.8,10.8,31.0,30.84,14.4,725.4,0.0,61.0,2.6,0.111,27.12,14.6,111.0
2024-10-23 18:00:00,0.93,3.4,7.4,10.8,26.0,32.0,10.27,725.2,0.0,64.0,2.8,0.037,26.37,13.2,115.0
2024-10-23 19:00:00,0.99,3.3,9.9,13.2,22.0,23.0,9.83,725.5,0.0,65.0,2.4,0.001,25.48,10.1,113.0
2024-10-23 20:00:00,0.98,3.2,8.9,12.0,22.0,29.0,8.98,725.7,0.0,66.0,2.4,0.0,25.14,12.5,106.0
2024-10-23 21:00:00,0.97,3.1,9.4,12.4,20.0,24.0,9.42,725.9,0.0,69.0,2.4,0.0,24.72,11.4,102.0
2024-10-23 22:00:00,1.11,7.2,15.7,22.8,13.0,21.0,9.77,726.0,0.0,70.0,2.5,0.0,24.15,7.7,140.0
2024-10-23 23:00:00,1.38,19.9,20.9,40.7,4.0,33.0,8.92,725.9,0.0,77.0,2.6,0.0,22.45,4.6,229.0
2024-10-24 00:00:00,1.17,13.4,18.7,32.0,4.0,56.0,12.44,725.5,0.0,79.0,2.6,0.0,21.94,4.0,239.0
2024-10-24 01:00:00,1.19,15.0,17.7,32.8,3.0,40.0,11.18,725.0,0.0,82.0,2.6,0.0,21.33,2.7,219.0
2024-10-24 02:00:00,1.07,9.9,15.6,25.4,3.0,35.0,10.65,724.7,0.0,83.0,2.7,0.0,21.09,3.1,233.0
2024-10-24 03:00:00,1.06,6.4,14.6,20.9,3.0,24.0,9.98,724.5,0.0,85.0,2.6,0.0,20.75,2.6,213.0
2024-10-24 04:00:00,1.03,8.6,13.2,21.6,2.5,29.0,10.61,724.1,0.0,86.0,2.8,0.0,20.04,1.8,219.0
2024-10-24 05:00:00,1.09,15.4,12.5,27.8,2.0,26.0,11.91,724.0,0.0,88.0,2.7,0.0,19.42,1.8,234.0
2024-10-24 06:00:00,1.12,27.2,12.9,39.9,2.0,28.0,13.73,724.2,0.0,89.0,2.7,0.0,19.07,2.0,272.0
2024-10-24 07:00:00,1.46,59.0,14.0,72.8,2.0,48.0,15.18,724.4,0.0,89.0,3.0,0.002,19.03,1.8,287.0
2024-10-24 08:00:00,1.82,90.4,19.6,109.8,3.0,67.0,18.83,724.7,0.0,90.0,3.2,0.053,19.61,2.3,305.0
2024-10-24 09:00:00,2.14,70.8,29.6,100.1,5.0,135.0,36.69,725.0,0.0,86.0,3.3,0.192,21.82,5.9,334.0
2024-10-24 10:00:00,1.8,41.6,30.1,71.4,10.0,147.0,43.07,725.5,0.0,80.0,3.1,0.299,22.59,7.8,12.0
