Date,CENTRO CO ppm,CENTRO NO ppb,CENTRO NO2 ppb,CENTRO NOX ppb,CENTRO O3 ppb,CENTRO PM10 ug/m3,CENTRO PM2.5 ug/m3,CENTRO PRS mmhg,CENTRO RAINF mm/hr,CENTRO RH %,CENTRO SO2 ppb,CENTRO SR KW/m2,CENTRO TOUT degC,CENTRO WSR KMPH,CENTRO WDV DEG
2024-06-11 09:00:00,2.68,16.0,30.3,46.6,23.0,74.0,26.08304,709.7,0.0,60.0,2.9,0.495,27.92,5.8,12.0
2024-06-11 10:00:00,2.7,12.6,33.8,46.7,35.0,74.0,30.688,709.8,0.0,53.0,3.5,0.72,30.07,4.7,5.0
2024-06-11 11:00:00,2.56,9.5,31.9,41.6,47.0,86.0,32.60485714285714,709.6,0.0,47.0,4.6,0.927,31.73,6.8,47.0
2024-06-11 12:00:00,2.33,4.2,21.6,25.9,78.0,92.0,25.076,709.6,0.0,45.0,4.2,1.064,32.39,10.9,52.0
2024-06-11 13:00:00,2.17,2.7,12.4,15.3,85.0,80.0,25.204,709.1,0.0,40.0,3.5,1.14,33.39,12.4,58.0
2024-06-11 14:00:00,2.1,2.4,10.5,13.1,88.0,70.0,24.880000000000003,708.5,0.0,36.0,5.9,1.144,34.47,12.0,60.0
2024-06-11 15:00:00,2.03,2.5,8.6,11.3,72.0,63.0,21.020000000000003,708.1,0.0,32.0,5.4,1.081,35.47,12.5,48.0
2024-06-11 16:00:00,1.96,2.7,7.6,10.5,60.0,53.0,18.683999999999997,707.6,0.0,26.0,3.7,0.92,36.33,13.3,57.0
2024-06-11 17:00:00,1.89,2.7,7.1,10.0,55.0,42.0,20.498,707.3,0.0,21.0,3.5,0.709,36.72,14.4,72.0
2024-06-11 18:00:00,1.91,2.45,7.5,10.4,52.0,42.0,20.058,707.1,0.0,23.0,3.0,0.359,36.63,11.9,102.0
2024-06-11 19:00:00,1.93,2.2,8.5,11.0,49.0,37.0,18.124,707.2,0.0,24.0,2.7,0.082,35.98,12.5,108.0
2024-06-11 20:00:00,2.0,2.0,12.5,14.8,41.0,33.0,14.952000000000002,707.5,0.0,29.0,2.7,0.011,34.54,10.8,115.0
2024-06-11 21:00:00,1.97,2.0,11.2,13.4,41.0,36.0,13.486,707.8,0.0,30.0,2.7,0.001,33.61,10.9,109.0
2024-06-11 22:00:00,1.95,1.8,8.6,10.6,39.0,40.0,18.676858638743457,708.2,0.0,35.0,2.7,0.001,32.42,12.8,113.0
2024-06-11 23:00:00,1.98,1.8,6.4,8.4,33.0,59.0,18.587905759162304,708.9,0.0,47.0,2.6,0.001,30.66,12.9,80.0
2024-06-12 00:00:00,1.99,1.8,6.1,8.1,26.0,55.0,18.49895287958115,709.4,0.0,56.0,2.5,0.001,29.16,10.8,66.0
2024-06-12 01:00:00,1.98,1.8,4.6,6.6,22.0,47.0,18.41,709.7,0.0,65.0,2.4,0.001,27.59,12.7,61.0
2024-06-12 02:00:00,1.97,1.8,4.3,6.3,21.0,49.0,18.37,710.2,0.0,66.0,2.4,0.001,27.05,11.2,77.0
2024-06-12 03:00:00,1.97,1.8,4.1,6.1,21.0,39.0,19.85,709.9,0.0,66.0,2.3,0.001,26.83,8.9,74.0
2024-06-12 04:00:00,1.97,1.8,6.0,8.1,18.0,40.0,21.48,709.6,0.0,68.0,2.3,0.001,26.35,6.6,40.0
2024-06-12 05:00:00,1.97,1.8,5.1,7.1,20.0,43.0,21.52,709.4,0.0,68.0,2.3,0.001,26.11,5.6,19.0
2024-06-12 06:00:00,2.06,2.5,15.2,17.9,10.0,39.0,24.47,709.6,0.0,69.0,2.3,0.002,25.95,5.4,327.0
2024-06-12 07:00:00,2.14,7.9,16.7,24.8,9.0,58.0,25.59,709.9,0.0,68.0,2.4,0.062,26.09,4.2,94.0
2024-06-12 08:00:00,2.43,23.1,25.7,49.0,10.0,62.0,36.36,710.2,0.0,65.0,2.6,0.242,26.86,6.4,33.0
2024-06-12 09:00:00,2.64,17.7,28.5,46.4,18.0,92.0,35.55,710.4,0.0,61.0,2.8,0.487,27.94,5.9,359.0
2024-06-12 10:00:00,2.62,14.2,31.0,45.4,30.0,84.0,39.57,710.5,0.0,56.0,3.1,0.724,29.33,8.5,32.0
2024-06-12 11:00:00,2.34,8.3,26.0,34.5,47.0,95.0,39.23,710.6,0.0,52.0,3.1,0.917,30.5,9.4,48.0
2024-06-12 12:00:00,2.14,3.7,14.0,17.8,66.0,90.0,33.07,710.7,0.0,47.0,3.2,1.062,31.74,11.4,49.0
2024-06-12 13:00:00,2.09,2.8,9.2,12.2,63.0,69.0,30.42,710.3,0.0,43.0,3.3,1.139,33.04,14.5,56.0
2024-06-12 14:00:00,2.04,2.8,6.6,9.6,51.0,59.0,26.1,710.0,0.0,40.0,2.9,1.146,33.91,15.4,57.0
2024-06-12 15:00:00,2.02,2.8,6.1,9.2,49.0,46.0,24.97,709.6,0.0,38.0,2.7,1.042,34.58,16.0,66.0
2024-06-12 16:00:00,1.76,2.8,6.1,9.2,48.0,49.0,24.43,709.0,0.0,35.0,2.6,0.887,35.22,15.2,77.0
2024-06-12 17:00:00,0.75,2.8,6.7,9.7,47.0,43.0,23.33,708.7,0.0,33.0,2.7,0.669,35.59,13.8,83.0
2024-06-12 18:00:00,0.74,2.9,8.1,11.3,44.0,41.0,22.28,708.7,0.0,32.0,2.7,0.343,35.59,13.3,84.0
2024-06-12 19:00:00,0.73,2.3,7.9,10.4,43.0,40.0,21.42,708.8,0.0,31.0,3.6,0.085,35.21,11.2,106.0
2024-06-12 20:00:00,0.71,1.9,8.9,11.0,40.0,34.0,19.26,708.9,0.0,32.0,3.2,0.012,34.22,9.9,107.0
2024-06-12 21:00:00,0.73,1.9,11.5,13.6,34.0,38.0,19.36,709.1,0.0,34.0,2.6,0.001,33.43,8.7,122.0
2024-06-12 22:00:00,0.69,1.8,9.1,11.2,33.0,37.0,18.2,709.4,0.0,36.0,2.6,0.001,32.59,11.6,109.0
2024-06-12 23:00:00,0.66,2.0,7.3,9.6,26.0,40.0,12.04,709.8,0.0,42.0,2.4,0.001,30.97,12.2,106.0
2024-06-13 00:00:00,0.66,1.8,6.8,8.9,23.0,39.0,11.55,710.0,0.0,45.0,2.4,0.001,29.98,7.9,77.0
2024-06-13 01:00:00,0.63,1.8,4.9,6.9,24.0,39.0,11.03,709.8,0.0,47.0,2.4,0.001,29.13,11.2,82.0
2024-06-13 02:00:00,0.6,1.8,4.7,6.7,23.0,37.0,10.5,709.6,0.0,49.0,2.3,0.001,28.25,10.2,70.0
2024-06-13 03:00:00,0.62,1.8,5.5,7.6,20.0,37.0,10.75,709.5,0.0,53.0,2.4,0.001,27.21,8.5,49.0
2024-06-13 04:00:00,0.61,3.1,8.5,11.8,16.0,34.0,13.52,709.5,0.0,56.0,2.5,0.001,26.44,8.1,35.0
2024-06-13 05:00:00,0.62,3.6,9.3,13.1,14.0,37.0,13.64,709.7,0.0,59.0,2.5,0.001,25.86,7.0,34.0
2024-06-13 06:00:00,0.65,6.9,15.7,22.8,6.0,39.0,16.9,709.9,0.0,64.0,3.5,0.002,25.07,6.8,37.0
2024-06-13 07:00:00,0.71,12.8,16.1,29.2,7.0,46.0,17.72,710.2,0.0,64.0,4.2,0.064,25.09,6.5,59.0
2024-06-13 08:00:00,0.91,22.4,19.8,42.4,10.0,53.0,20.65,710.7,0.0,62.0,4.2,0.252,25.85,6.4,66.0
2024-06-13 09:00:00,1.07,25.0,25.8,50.9,15.0,66.0,24.27,710.9,0.0,59.0,4.0,0.503,27.16,7.0,33.0
2024-06-13 10:00:00,1.05,16.5,25.6,42.3,24.0,71.0,22.97,711.0,0.0,56.0,3.6,0.745,28.42,9.9,46.0
2024-06-13 11:00:00,0.9,10.3,22.3,32.8,36.0,72.0,21.81,711.0,0.0,51.0,3.8,0.945,29.86,9.0,49.0
2024-06-13 12:00:00,0.8,4.4,14.9,19.5,60.0,63.0,19.45,710.8,0.0,43.0,4.0,1.091,31.71,11.2,50.0
2024-06-13 13:00:00,0.68,2.8,7.7,10.8,59.0,57.0,15.36,710.3,0.0,35.0,5.3,1.163,33.46,14.0,60.0
2024-06-13 14:00:00,0.65,3.0,6.2,9.4,48.0,47.0,13.77,710.0,0.0,33.0,3.3,1.186,34.23,16.5,60.0
2024-06-13 15:00:00,0.65,2.9,6.0,9.1,47.0,43.0,14.89,709.6,0.0,32.0,2.9,1.077,34.85,16.0,65.0
2024-06-13 16:00:00,0.62,2.6,5.4,8.3,47.0,40.0,14.87,709.1,0.0,29.0,2.9,0.904,35.65,12.9,81.0
2024-06-13 17:00:00,0.62,2.8,6.3,9.4,46.0,31.0,16.69,708.9,0.0,28.0,3.6,0.593,35.76,12.5,88.0
2024-06-13 18:00:00,0.62,2.8,8.2,11.2,45.0,35.0,18.5,708.7,0.0,27.0,3.8,0.29,35.81,11.3,107.0
2024-06-13 19:00:00,0.64,3.1,8.9,12.2,44.0,35.0,17.66,708.7,0.0,27.0,4.1,0.082,35.41,10.5,135.0
2024-06-13 20:00:00,0.63,2.1,9.3,11.6,41.0,33.0,16.07,708.9,0.0,29.0,3.8,0.012,34.23,8.9,130.0
2024-06-13 21:00:00,0.68,2.1,13.7,16.0,33.0,37.0,15.71,709.1,0.0,31.0,2.7,0.001,33.46,8.9,125.0
2024-06-13 22:00:00,0.62,1.9,8.8,10.9,31.0,38.0,14.11,709.5,0.0,37.0,4.3,0.001,32.4,15.3,105.0
2024-06-13 23:00:00,0.62,2.1,5.7,8.1,21.0,41.0,11.01,710.0,0.0,49.0,2.7,0.001,30.09,15.7,96.0
2024-06-14 00:00:00,0.62,2.0,5.2,7.5,19.0,40.0,10.57,710.2,0.0,53.0,2.5,0.001,28.96,13.8,72.0
2024-06-14 01:00:00,0.61,1.9,4.1,6.1,20.0,37.0,9.57,710.3,0.0,56.0,2.4,0.001,28.26,10.7,82.0
2024-06-14 02:00:00,0.59,2.0,6.4,8.7,17.0,29.0,10.03,710.1,0.0,56.0,2.4,0.001,27.72,9.2,64.0
2024-06-14 03:00:00,0.59,1.9,5.6,7.7,18.0,35.0,9.63,710.0,0.0,56.0,2.4,0.001,26.96,9.2,51.0
2024-06-14 04:00:00,0.58,1.8,4.2,6.2,18.0,33.0,8.96,710.0,0.0,61.0,2.3,0.001,26.08,9.4,37.0
2024-06-14 05:00:00,0.59,1.9,6.0,8.1,14.0,34.0,9.48,710.1,0.0,64.0,2.3,0.001,25.6,7.4,29.0
2024-06-14 06:00:00,0.62,10.1,14.5,24.9,6.0,36.0,15.64,710.2,0.0,66.0,2.6,0.002,25.3,7.8,26.0
2024-06-14 07:00:00,0.72,10.8,14.8,25.9,6.0,46.0,16.89,710.5,0.0,69.0,3.1,0.064,25.09,7.6,27.0
2024-06-14 08:00:00,0.82,17.1,15.5,32.8,10.0,63.0,17.02,710.9,0.0,67.0,3.0,0.254,25.88,6.6,56.0
2024-06-14 09:00:00,1.1,13.5,18.1,31.9,18.0,70.0,18.11,711.0,0.0,62.0,3.1,0.502,27.19,6.5,43.0
2024-06-14 10:00:00,1.04,14.7,26.0,40.9,26.0,56.0,21.89,710.9,0.0,57.0,3.1,0.744,28.6,8.1,30.0
2024-06-14 11:00:00,0.88,8.1,23.6,32.0,44.0,68.0,25.43,710.8,0.0,50.0,3.6,0.938,30.26,9.5,52.0
2024-06-14 12:00:00,0.83,3.8,14.5,18.5,65.0,71.0,18.44,710.6,0.0,45.0,3.3,1.092,31.72,12.1,47.0
2024-06-14 13:00:00,0.68,2.9,8.9,12.0,62.0,63.0,15.59,710.1,0.0,38.0,4.7,1.165,33.06,14.7,54.0
2024-06-14 14:00:00,0.64,3.3,7.7,11.2,53.0,52.0,14.56,709.5,0.0,35.0,6.6,1.174,33.87,16.5,62.0
2024-06-14 15:00:00,0.64,3.3,6.9,10.5,47.0,41.0,14.21,709.0,0.0,33.0,5.3,1.08,34.61,16.4,73.0
2024-06-14 16:00:00,0.62,3.4,7.1,10.7,47.0,41.0,16.62,708.6,0.0,31.0,5.7,0.92,35.1,16.3,69.0
2024-06-14 17:00:00,0.62,3.5,7.8,11.5,44.0,44.0,14.39,708.4,0.0,30.0,5.3,0.721,35.32,16.4,73.0
2024-06-14 18:00:00,0.61,3.2,8.5,11.9,40.0,38.0,12.35,708.3,0.0,29.0,4.5,0.302,34.96,13.3,91.0
2024-06-14 19:00:00,0.63,2.8,9.7,12.7,36.0,29.0,10.27,708.4,0.0,30.0,3.3,0.086,34.53,12.2,102.0
2024-06-14 20:00:00,0.59,2.2,8.7,11.1,33.0,25.0,9.01,708.7,0.0,31.0,2.8,0.013,33.53,12.4,101.0
2024-06-14 21:00:00,0.59,1.9,7.9,10.1,30.0,30.0,9.8,709.1,0.0,33.0,3.8,0.001,32.86,14.6,86.0
2024-06-14 22:00:00,0.59,2.1,6.7,9.0,23.0,35.0,11.3,709.7,0.0,45.0,3.3,0.001,30.92,17.2,105.0
2024-06-14 23:00:00,0.58,1.9,4.5,6.6,21.0,38.0,9.74,710.2,0.0,50.0,2.6,0.001,29.49,16.6,96.0
2024-06-15 00:00:00,0.57,2.3,4.8,7.3,20.0,42.0,10.2,710.6,0.0,52.0,2.5,0.001,28.43,13.0,90.0
2024-06-15 01:00:00,0.55,1.8,4.2,6.2,21.0,42.0,9.9,710.4,0.0,54.0,2.5,0.001,27.72,13.6,99.0
2024-06-15 02:00:00,0.54,1.8,4.8,6.9,20.0,36.0,9.73,710.1,0.0,55.0,2.3,0.001,27.15,12.5,110.0
2024-06-15 03:00:00,0.55,2.0,5.1,7.3,18.0,32.0,9.65,709.9,0.0,59.0,2.3,0.001,26.33,9.7,62.0
2024-06-15 04:00:00,0.56,1.8,5.0,7.0,17.0,37.0,10.07,709.8,0.0,65.0,2.3,0.001,25.39,10.3,48.0
2024-06-15 05:00:00,0.57,2.0,5.9,8.2,14.0,40.0,10.41,709.8,0.0,68.0,2.3,0.001,24.75,9.2,31.0
2024-06-15 06:00:00,0.59,3.4,9.8,13.4,9.0,32.0,12.08,710.0,0.0,70.0,2.3,0.002,24.31,7.8,27.0
2024-06-15 07:00:00,0.63,8.4,11.7,20.4,8.0,42.0,13.87,710.1,0.0,69.0,3.2,0.07,24.37,7.7,40.0
2024-06-15 08:00:00,0.66,17.0,12.7,30.1,9.0,43.0,18.29,710.5,0.0,68.0,4.4,0.26,24.85,7.7,39.0
2024-06-15 09:00:00,0.73,13.1,14.5,27.9,16.0,52.0,16.56,710.6,0.0,63.0,4.5,0.517,26.13,5.4,1.0
2024-06-15 10:00:00,0.85,11.0,19.2,30.5,26.0,56.0,19.04,710.3,0.0,57.0,3.5,0.765,27.77,6.8,21.5
2024-06-15 11:00:00,0.71,7.3,14.1,21.6,35.0,59.0,16.75,710.0,0.0,52.0,3.7,0.968,29.13,10.5,42.0
2024-06-15 12:00:00,0.66,3.5,8.0,11.7,42.0,48.0,13.26,709.7,0.0,48.0,2.9,1.104,30.29,14.3,45.0
2024-06-15 13:00:00,0.63,3.2,6.3,9.8,40.0,49.0,12.3,709.4,0.0,44.0,2.7,1.169,31.65,16.3,52.0
2024-06-15 14:00:00,0.61,3.0,5.7,9.0,39.0,50.0,12.1,708.9,0.0,39.0,2.6,1.03,32.57,17.1,68.0
2024-06-15 15:00:00,0.56,2.7,4.8,7.8,40.0,39.0,11.11,708.4,0.0,33.0,2.6,1.076,33.67,15.7,71.0
2024-06-15 16:00:00,0.53,2.7,4.9,7.8,41.0,34.0,10.29,707.9,0.0,29.0,2.5,0.943,34.85,14.1,87.0
2024-06-15 17:00:00,0.49,2.3,3.8,6.4,41.0,35.0,9.77,707.5,0.0,28.0,2.4,0.728,35.28,12.1,106.0
2024-06-15 18:00:00,0.48,2.5,4.6,7.3,40.0,31.0,9.01,707.2,0.0,26.0,2.3,0.388,35.4,12.3,104.0
2024-06-15 19:00:00,0.48,2.1,5.1,7.5,40.0,28.0,8.57,707.2,0.0,26.0,2.5,0.083,34.86,13.0,101.0
2024-06-15 20:00:00,0.51,2.0,6.9,9.2,33.0,28.0,9.87,707.4,0.0,29.0,2.4,0.011,33.53,13.3,87.0
2024-06-15 21:00:00,0.51,1.9,5.7,7.8,31.0,26.0,10.01,707.7,0.0,32.0,2.3,0.001,32.7,15.1,91.0
2024-06-15 22:00:00,0.52,1.9,5.6,7.7,28.0,30.0,10.81,708.3,0.0,38.0,2.3,0.001,31.32,15.8,103.0
2024-06-15 23:00:00,0.57,2.3,5.0,7.5,26.0,42.0,12.68,708.9,0.0,48.0,2.3,0.001,29.34,16.0,77.0
2024-06-16 00:00:00,0.57,1.8,4.1,6.1,26.0,43.0,11.87,709.1,0.0,54.0,2.4,0.001,28.25,13.3,77.0
2024-06-16 01:00:00,0.57,1.8,4.6,6.6,24.0,38.0,11.78,708.8,0.0,56.0,2.3,0.001,27.55,11.0,76.0
2024-06-16 02:00:00,0.56,1.9,5.1,7.2,21.0,39.0,10.75,708.6,0.0,57.0,2.3,0.001,26.93,8.9,82.0
2024-06-16 03:00:00,0.54,1.8,3.6,5.6,21.0,31.0,10.37,708.5,0.0,59.0,2.2,0.001,26.18,9.4,74.0
2024-06-16 04:00:00,0.56,1.8,4.4,6.3,19.0,33.0,10.94,708.4,0.0,64.0,2.2,0.001,25.23,9.7,35.0
2024-06-16 05:00:00,0.56,1.8,4.4,6.4,18.0,36.0,11.19,708.4,0.0,68.0,2.3,0.001,24.56,8.0,40.0
2024-06-16 06:00:00,0.56,2.0,4.5,6.6,17.0,31.0,11.82,708.5,0.0,70.0,2.3,0.002,24.03,7.7,35.0
2024-06-16 07:00:00,0.57,3.8,7.1,11.2,13.0,31.0,12.76,708.6,0.0,70.0,2.4,0.069,24.02,6.7,37.0
2024-06-16 08:00:00,0.59,11.8,11.6,23.7,12.0,39.0,16.69,708.7,0.0,67.0,3.3,0.265,24.79,6.4,43.0
2024-06-16 09:00:00,0.69,9.3,11.5,21.0,18.0,48.0,17.19,708.8,0.0,64.0,3.9,0.519,25.88,7.9,23.0
2024-06-16 10:00:00,0.67,8.1,13.2,21.5,27.0,44.0,19.39,708.8,0.0,59.0,4.1,0.769,27.14,7.6,25.0
2024-06-16 11:00:00,0.61,4.5,10.0,14.8,39.0,48.0,18.03,708.8,0.0,54.0,3.8,0.967,28.55,10.2,45.0
2024-06-16 12:00:00,0.61,2.7,5.7,8.7,42.0,47.0,14.86,708.6,0.0,49.0,3.0,1.109,30.24,12.5,41.0
2024-06-16 13:00:00,0.65,3.3,5.5,9.1,38.0,48.0,16.36,708.1,0.0,43.0,2.8,1.177,31.83,15.6,52.0
2024-06-16 14:00:00,0.71,2.7,4.5,7.5,38.0,40.0,21.78,707.5,0.0,38.0,2.7,1.181,33.33,13.8,73.0
2024-06-16 15:00:00,0.63,2.6,3.9,6.8,38.0,40.0,14.84,707.0,0.0,34.0,2.4,0.997,34.34,13.9,76.0
2024-06-16 16:00:00,0.57,2.6,4.0,6.8,41.0,35.0,13.46,706.6,0.0,30.0,2.5,0.944,35.24,15.2,68.0
2024-06-16 17:00:00,0.52,2.5,4.0,6.8,45.0,31.0,12.24,706.3,0.0,27.0,2.6,0.706,35.67,13.5,81.0
2024-06-16 18:00:00,0.49,2.2,3.4,5.8,45.0,30.0,11.35,705.9,0.0,26.0,2.7,0.376,35.73,13.8,97.0
2024-06-16 19:00:00,0.49,2.1,4.3,6.6,41.0,30.0,11.59,705.8,0.0,25.0,2.4,0.085,35.43,13.3,92.0
2024-06-16 20:00:00,0.48,2.0,5.3,7.5,39.0,32.0,13.0,706.0,0.0,24.0,2.4,0.012,34.3,14.3,80.0
2024-06-16 21:00:00,0.44,1.9,4.7,6.8,39.0,27.0,10.19,706.5,0.0,25.0,2.4,0.001,33.68,13.6,95.0
2024-06-16 22:00:00,0.53,1.9,5.0,7.1,28.0,27.0,11.36,707.3,0.0,40.0,2.3,0.001,31.28,14.3,95.0
2024-06-16 23:00:00,0.53,1.9,3.8,5.9,24.0,37.0,9.81,707.9,0.0,48.0,2.3,0.001,29.37,14.4,90.0
2024-06-17 00:00:00,0.52,1.8,3.3,5.4,23.0,40.0,8.87,708.1,0.0,54.0,2.4,0.001,28.13,14.8,77.0
2024-06-17 01:00:00,0.52,1.8,3.0,5.1,22.0,40.0,8.23,707.9,0.0,58.0,2.3,0.001,27.26,12.1,80.0
2024-06-17 02:00:00,0.51,1.8,3.8,5.8,21.0,31.0,8.0,707.5,0.0,62.0,2.4,0.001,26.56,11.2,88.0
2024-06-17 03:00:00,0.52,1.8,3.9,5.9,19.0,34.0,8.0,707.2,0.0,66.0,2.2,0.001,25.64,9.1,50.0
2024-06-17 04:00:00,0.51,1.8,3.9,5.9,19.0,31.0,7.0,707.2,0.0,68.0,2.3,0.001,25.23,8.8,46.0
2024-06-17 05:00:00,0.51,1.8,3.7,5.7,19.0,30.0,8.0,707.2,0.0,69.0,2.3,0.001,24.84,9.0,48.0
2024-06-17 06:00:00,0.51,1.9,5.4,7.5,17.0,35.0,8.0,707.3,0.0,69.0,2.3,0.002,24.75,5.7,53.0
2024-06-17 07:00:00,0.57,3.7,9.2,13.1,14.0,33.0,9.0,707.3,0.0,70.0,2.3,0.074,24.74,9.2,53.0
2024-06-17 08:00:00,0.62,5.4,7.9,13.6,16.0,31.0,9.0,707.5,0.0,69.0,2.2,0.206,25.26,7.9,54.0
2024-06-17 09:00:00,0.65,6.6,8.3,15.2,19.0,38.0,9.11,707.6,0.0,65.0,2.2,0.527,26.28,8.3,39.0
2024-06-17 10:00:00,0.63,8.2,10.0,18.4,22.0,31.0,13.0,707.8,0.0,62.0,2.4,0.789,27.25,9.5,56.0
2024-06-17 11:00:00,0.6,4.8,7.9,13.0,31.0,42.0,12.0,707.6,0.0,57.0,2.5,0.958,28.47,10.0,54.0
2024-06-17 12:00:00,0.6,4.2,7.5,12.0,35.0,36.0,12.0,707.3,0.0,51.0,2.4,1.113,30.32,10.6,41.0
2024-06-17 13:00:00,0.61,3.3,6.3,9.8,39.0,36.0,12.24,706.9,0.0,44.0,2.5,1.176,31.99,13.6,48.0
2024-06-17 14:00:00,0.56,3.0,5.7,9.0,40.0,35.0,12.05,706.5,0.0,39.0,2.4,1.172,33.35,13.6,52.0
2024-06-17 15:00:00,0.53,3.0,5.6,8.8,40.0,38.0,11.0,706.0,0.0,34.0,2.4,1.1,34.47,15.2,63.0
2024-06-17 16:00:00,0.51,3.1,6.0,9.3,41.0,34.0,11.0,705.5,0.0,30.0,2.5,0.936,35.2,17.1,68.0
2024-06-17 17:00:00,0.47,3.0,6.0,9.2,41.0,41.0,13.0,705.3,0.0,26.0,2.5,0.722,35.76,16.0,86.0
2024-06-17 18:00:00,0.46,3.1,6.3,9.6,39.0,33.0,10.0,705.2,0.0,25.0,2.4,0.381,36.17,11.7,103.0
2024-06-17 19:00:00,0.48,2.6,6.8,9.6,35.0,26.0,9.0,705.4,0.0,27.0,2.4,0.087,35.3,13.7,97.0
2024-06-17 20:00:00,0.48,2.3,7.0,9.5,32.0,28.0,9.0,705.8,0.0,30.0,2.6,0.012,33.95,15.7,85.0
2024-06-17 21:00:00,0.46,2.3,6.1,8.7,29.0,31.0,9.25,706.1,0.0,35.0,2.5,0.001,32.75,15.6,91.0
2024-06-17 22:00:00,0.51,1.9,5.4,7.6,24.0,46.0,8.0,706.8,0.0,48.0,2.3,0.001,30.38,15.3,89.0
2024-06-17 23:00:00,0.51,1.9,4.7,6.8,23.0,44.0,7.0,707.4,0.0,55.0,2.4,0.001,28.84,14.9,96.0
2024-06-18 00:00:00,0.48,1.8,4.3,6.3,23.0,39.0,8.0,707.4,0.0,59.0,2.3,0.001,27.81,17.6,97.0
2024-06-18 01:00:00,0.47,1.7,3.8,5.8,24.0,30.0,6.0,707.1,0.0,61.0,2.3,0.001,27.19,15.8,99.0
2024-06-18 02:00:00,0.47,1.8,3.8,5.7,23.0,33.0,6.0,706.6,0.0,65.0,2.2,0.001,26.5,14.4,102.0
2024-06-18 03:00:00,0.48,1.7,3.8,5.7,23.0,29.0,6.24,706.4,0.0,69.0,2.2,0.001,25.9,12.0,78.0
2024-06-18 04:00:00,0.48,1.7,2.7,4.6,23.0,33.0,6.33,706.4,0.0,73.0,2.2,0.001,25.14,11.2,67.0
2024-06-18 05:00:00,0.48,1.7,2.9,4.9,22.0,25.0,5.0,706.4,0.0,74.0,2.1,0.001,24.96,10.9,56.0
2024-06-18 06:00:00,0.49,1.8,4.7,6.7,19.0,27.0,6.0,706.5,0.0,73.0,2.2,0.001,24.96,10.5,53.0
2024-06-18 07:00:00,0.55,2.7,8.3,11.2,16.0,39.0,7.0,707.1,0.0,74.0,2.1,0.015,24.83,9.4,50.0
2024-06-18 08:00:00,0.62,4.9,9.5,14.6,15.0,37.0,7.0,707.5,0.0,75.0,2.1,0.116,24.92,10.0,52.0
2024-06-18 09:00:00,0.65,6.5,9.7,16.5,16.0,34.0,7.42,707.7,0.0,73.0,2.2,0.302,25.59,9.8,46.0
2024-06-18 10:00:00,0.63,6.4,8.3,15.0,20.0,39.0,7.12,707.7,0.0,67.0,2.2,0.605,26.79,11.9,54.0
2024-06-18 11:00:00,0.61,5.0,6.9,12.2,27.0,35.0,7.14,707.6,0.0,61.0,2.2,0.996,28.11,10.9,48.0
2024-06-18 12:00:00,0.57,3.7,6.1,10.0,34.0,31.0,7.19,707.5,0.0,53.0,2.2,1.12,29.7,13.3,60.0
2024-06-18 13:00:00,0.56,3.2,5.8,9.3,42.0,34.0,11.0,707.4,0.0,47.0,2.3,1.075,30.88,13.0,53.0
2024-06-18 14:00:00,0.56,2.7,6.6,9.5,53.0,35.0,17.0,707.0,0.0,43.0,2.8,1.074,31.87,13.1,59.0
2024-06-18 15:00:00,0.54,2.5,6.0,8.7,52.0,37.0,16.0,706.8,0.0,40.0,3.1,0.98,32.62,12.8,66.0
2024-06-18 16:00:00,0.51,2.6,6.0,8.8,51.0,38.0,13.0,706.5,0.0,36.0,2.7,0.792,33.41,12.2,69.0
2024-06-18 17:00:00,0.47,2.5,5.5,8.3,47.0,35.0,10.0,706.2,0.0,33.0,2.5,0.707,34.13,11.8,94.0
2024-06-18 18:00:00,0.5,3.0,7.9,11.1,42.0,34.0,11.0,706.0,0.0,33.0,2.7,0.325,34.21,11.7,89.0
2024-06-18 19:00:00,0.49,2.7,8.3,11.3,34.0,36.0,9.0,706.2,0.0,33.0,2.5,0.082,33.49,13.8,84.0
2024-06-18 20:00:00,0.52,2.5,9.6,12.4,26.0,34.0,9.0,706.6,0.0,38.0,2.6,0.013,32.26,16.0,73.0
2024-06-18 21:00:00,0.51,2.4,8.3,11.0,25.0,40.0,10.0,707.3,0.0,46.0,2.3,0.001,30.37,16.8,73.0
2024-06-18 22:00:00,0.49,1.9,6.0,8.1,25.0,42.0,10.0,708.0,0.0,50.0,2.3,0.001,29.32,16.8,79.0
2024-06-18 23:00:00,0.48,1.9,5.3,7.4,24.0,49.0,9.0,708.6,0.0,54.0,2.2,0.001,28.26,15.7,75.0
2024-06-19 00:00:00,0.47,1.8,4.9,6.9,24.0,49.0,11.0,708.6,0.0,57.0,2.5,0.001,27.52,12.3,85.0
2024-06-19 01:00:00,0.47,1.7,4.4,6.3,23.0,44.0,12.0,708.4,0.0,62.0,3.3,0.001,26.95,9.7,95.0
2024-06-19 02:00:00,0.47,1.7,4.2,6.1,21.0,45.0,11.0,708.1,0.0,65.0,3.2,0.001,26.24,9.8,70.0
2024-06-19 03:00:00,0.46,1.7,3.9,5.8,21.0,33.0,8.0,707.8,0.0,67.0,3.1,0.001,25.69,9.7,52.0
2024-06-19 04:00:00,0.47,1.8,5.2,7.2,18.0,37.0,7.0,707.7,0.0,68.0,3.0,0.001,25.42,8.2,47.0
