Date,NORESTE2 CO ppm,NORESTE2 NO ppb,NORESTE2 NO2 ppb,NORESTE2 NOX ppb,NORESTE2 O3 ppb,NORESTE2 PM10 ug/m3,NORESTE2 PM2.5 ug/m3,NORESTE2 PRS mmhg,NORESTE2 RAINF mm/hr,NORESTE2 RH %,NORESTE2 SO2 ppb,NORESTE2 SR KW/m2,NORESTE2 TOUT degC,NORESTE2 WSR KMPH,NORESTE2 WDV DEG
2024-06-24 05:00:00,1.418,23.3,8.5,31.7,7.8,24.0,10.0,708.96,0.0,77.0,2.0,0.032,21.51,2.0,334.0
2024-06-24 06:00:00,1.083,33.1,9.8,43.0,13.122222222222224,17.0,15.0,711.0,0.0,76.0,2.1,0.049,22.11,2.8,334.0
2024-06-24 07:00:00,2.73,33.6,9.8,43.4,10.2,30.0,15.0,705.2700000000001,0.0,75.0,2.0,0.044,22.31,3.0,295.0
2024-06-24 08:00:00,1.716,37.7,10.0,47.7,5.785714285714286,29.0,18.0,713.96,0.0,74.0,2.1,0.112,23.11,4.0,286.0
2024-06-24 09:00:00,1.1960000000000002,32.9,11.5,44.4,5.857142857142857,42.0,19.0,716.6800000000001,0.0,62.0,2.1,0.241,24.65,3.2,313.0
2024-06-24 10:00:00,1.504,14.8,12.8,27.6,5.928571428571429,33.0,11.0,706.9799999999999,0.0,62.0,1.9,0.167,24.25,0.6,6.0
2024-06-24 11:00:00,2.26,13.5,12.9,26.4,6.0,34.0,2.0,716.86,0.0,58.0,1.9,0.341,26.01,0.4,305.0
2024-06-24 12:00:00,1.474,9.8,15.3,25.1,7.0,47.0,8.0,712.28,0.0,54.0,1.9,0.383,27.28,0.6,90.0
2024-06-24 13:00:00,1.436,7.2,17.8,25.0,8.0,45.0,14.0,712.5600000000001,0.0,54.0,1.9,0.433,29.11,1.1,48.0
2024-06-24 14:00:00,1.262,7.4,15.9,23.3,8.0,42.0,12.0,712.5400000000001,0.0,52.0,1.9,0.403,28.48,1.6,260.0
2024-06-24 15:00:00,1.4380000000000002,12.3,17.9,30.2,7.0,34.0,9.0,712.3199999999999,0.0,53.0,1.9,0.308,28.94,2.4,294.0
2024-06-24 16:00:00,1.074,15.4,16.9,32.3,6.0,59.0,6.0,712.8,0.0,52.0,2.0,0.261,29.69,2.1,303.0
2024-06-24 17:00:00,0.898,14.9,16.0,30.9,6.0,54.0,5.0,713.04,0.0,52.0,1.9,0.111,28.61,4.1,298.0
2024-06-24 18:00:00,0.82,16.7,17.6,34.2,5.0,64.0,6.0,712.9599999999999,0.0,57.0,2.1,0.016,27.91,2.6,305.0
2024-06-24 19:00:00,0.8960000000000001,19.7,16.4,36.1,5.0,84.0,9.0,713.02,0.0,61.0,2.1,0.013,28.15,2.0,285.0
2024-06-24 20:00:00,1.7560000000000002,15.4,14.0,29.4,5.0,60.0,12.0,703.5274999999999,0.0,63.0,2.1,0.002,25.72,4.0,300.0
2024-06-24 21:00:00,1.988,17.3,12.2,29.6,5.076923076923077,54.0,14.0,689.6625,0.0,65.0,2.0,0.006,25.04,1.3,283.0
2024-06-24 22:00:00,1.632,17.6,11.1,28.6,5.153846153846154,51.0,13.0,689.0749999999999,0.0,71.0,2.0,0.002,25.4,3.6,306.0
2024-06-24 23:00:00,1.374,12.3,10.4,22.7,5.230769230769231,40.0,8.0,688.4875,0.0,69.0,2.0,0.002,24.79,1.1,310.0
2024-06-25 00:00:00,1.63,13.5,10.1,23.6,5.842307692307692,43.0,3.0,687.9,0.0,75.0,2.1,0.005,25.22,1.0,278.0
2024-06-25 01:00:00,1.806,13.1,8.8,21.9,7.4,39.0,5.0,688.2166666666666,0.0,75.0,2.1,0.005,23.77,0.5,146.0
2024-06-25 02:00:00,1.5020000000000002,13.4,7.6,21.0,7.45,33.0,10.0,688.5333333333333,0.0,75.0,2.0,0.006,23.03,0.4,103.0
2024-06-25 03:00:00,1.432,13.1,8.5,21.6,5.45,27.0,8.0,688.8499999999999,0.0,77.0,2.0,0.005,23.0,1.1,86.0
2024-06-25 04:00:00,1.5380000000000005,12.3,9.3,21.6,7.7,30.0,10.0,689.1666666666666,0.0,77.0,2.0,0.003,22.69,0.4,176.0
2024-06-25 05:00:00,1.32,25.9,9.4,35.2,6.1,37.0,12.0,689.4833333333332,0.0,76.0,2.2,0.026,23.69,2.3,107.0
2024-06-25 06:00:00,1.7259999999999998,33.9,10.4,44.3,5.769230769230769,60.0,14.0,689.8,0.0,75.0,2.3,0.056,24.31,1.0,146.0
2024-06-25 07:00:00,2.286,32.7,11.0,43.8,5.846153846153846,74.0,16.0,701.7,0.0,74.0,2.3,0.114,25.06,1.7,296.0
2024-06-25 08:00:00,1.952,25.7,12.7,38.4,5.923076923076923,72.0,14.0,701.7,0.0,68.0,2.2,0.268,26.32,0.6,312.0
2024-06-25 09:00:00,1.566,18.9,14.4,33.3,6.0,74.0,22.0,714.1,0.0,62.0,2.1,0.473,28.46,0.4,39.0
2024-06-25 10:00:00,2.3560000000000003,12.7,17.3,30.0,7.0,77.0,17.0,701.7,0.0,59.0,1.9,0.536,29.24,2.2,310.0
2024-06-25 11:00:00,2.35,8.4,20.9,29.3,9.0,70.0,28.0,713.7,0.0,55.0,2.2,0.618,30.98,2.6,297.0
2024-06-25 12:00:00,0.8539999999999999,9.0,20.1,29.1,9.0,69.0,36.0,713.1,0.0,52.0,2.2,0.601,32.07,5.1,304.0
2024-06-25 13:00:00,1.33,9.1,18.0,27.1,8.0,66.0,25.0,712.4,0.0,48.0,2.2,0.547,32.87,6.4,308.0
2024-06-25 14:00:00,1.978,10.3,16.7,27.0,8.0,57.0,31.0,711.9,0.0,45.0,2.3,0.464,33.29,6.4,308.0
2024-06-25 15:00:00,1.658,13.0,16.9,29.9,7.0,63.0,28.0,711.5,0.0,45.0,2.3,0.395,33.67,3.3,285.0
2024-06-25 16:00:00,1.658,18.2,17.2,35.4,6.0,55.0,20.0,711.2,0.0,44.0,2.3,0.274,33.69,3.3,301.0
2024-06-25 17:00:00,1.606,19.4,18.4,37.8,6.0,63.0,11.0,711.2,0.0,44.0,2.3,0.128,33.69,4.1,306.0
2024-06-25 18:00:00,2.1599999999999997,19.9,17.1,37.1,6.0,88.0,9.333333333333334,711.5,0.0,50.0,2.3,0.026,32.54,2.6,291.0
2024-06-25 19:00:00,2.1599999999999997,19.5,15.3,34.8,5.857142857142857,79.0,7.666666666666667,711.9,0.0,55.0,2.3,0.0,31.07,3.3,274.0
2024-06-25 20:00:00,1.976,15.7,14.3,30.0,5.714285714285714,55.0,6.0,712.4,0.0,62.0,2.3,0.0,30.04,5.6,289.0
2024-06-25 21:00:00,1.976,13.0,11.5,24.6,5.571428571428571,76.0,11.0,713.1,0.0,68.0,2.3,0.009,29.15,5.7,307.0
2024-06-25 22:00:00,2.006,12.2,10.3,22.5,5.428571428571429,58.0,5.0,713.3,0.0,71.0,2.25,0.002,27.78,4.8,304.0
2024-06-25 23:00:00,2.438,14.4,9.7,24.0,5.285714285714286,48.0,8.0,712.8,0.0,74.0,2.2,0.0,26.95,1.6,305.0
2024-06-26 00:00:00,2.37,14.6,9.1,23.7,5.142857142857143,42.0,8.0,712.5,0.0,77.0,2.3,0.003,26.46,0.4,231.0
2024-06-26 01:00:00,1.474,11.2,8.4,19.6,5.0,33.0,7.0,712.1,0.0,79.0,2.3,0.003,25.88,0.3,281.0
2024-06-26 02:00:00,1.418,11.7,7.3,19.0,6.0,25.0,7.0,711.8,0.0,79.0,2.3,0.005,25.9,0.2,5.0
2024-06-26 03:00:00,1.398,13.3,7.2,20.6,5.0,30.0,7.5,711.7,0.0,78.0,2.2,0.008,25.78,0.6,286.0
2024-06-26 04:00:00,1.906,17.1,7.5,24.6,6.0,28.0,8.0,711.7,0.0,80.0,2.2,0.007,25.38,1.4,297.0
2024-06-26 05:00:00,1.394,26.2,8.2,34.4,5.0,54.0,8.0,712.0,0.0,79.0,2.3,0.026,25.37,0.8,158.0
2024-06-26 06:00:00,1.682,26.5,9.0,35.6,5.0,53.0,15.0,712.4,0.0,77.0,2.3,0.113,25.86,0.2,194.0
2024-06-26 07:00:00,1.446,20.5,8.9,29.3,6.0,51.0,15.0,712.6,0.0,72.0,2.2,0.241,26.97,0.2,20.0
2024-06-26 08:00:00,1.4860000000000002,20.6,10.3,30.9,6.0,44.0,17.0,712.5,0.0,62.0,2.2,0.449,29.54,1.3,55.0
2024-06-26 09:00:00,1.2900000000000005,13.8,13.2,27.0,7.0,50.0,32.0,712.5,0.0,61.0,2.2,0.432,29.77,0.5,10.0
2024-06-26 10:00:00,2.2,8.7,17.8,26.6,8.0,47.0,19.0,712.5,0.0,55.0,2.3,0.558,31.18,0.8,261.0
2024-06-26 11:00:00,5.378,8.1,18.9,27.0,9.0,61.0,45.0,712.0,0.0,51.0,2.1,0.702,32.27,1.7,313.0
2024-06-26 12:00:00,5.893,8.5,24.2,32.7,9.0,63.0,45.0,711.3,0.0,48.0,2.2,0.7,33.45,3.6,301.0
2024-06-26 13:00:00,6.031000000000001,7.6,22.7,30.4,9.0,72.0,46.0,710.9,0.0,45.0,2.3,0.614,33.99,4.4,286.0
2024-06-26 14:00:00,3.472,8.3,21.8,30.1,8.333333333333334,68.0,33.0,710.6,0.0,44.0,2.3,0.537,34.05,5.3,305.0
2024-06-26 15:00:00,3.63,8.4,19.8,28.3,7.666666666666667,75.0,30.0,710.0,0.0,45.0,2.2,0.417,34.49,5.3,309.0
2024-06-26 16:00:00,2.516,13.0,18.3,31.3,7.0,66.0,20.0,709.8,0.0,45.0,2.2,0.265,34.2,3.8,292.0
2024-06-26 17:00:00,2.492,17.0,17.8,34.8,6.0,78.0,11.0,709.8,0.0,45.0,2.3,0.126,33.64,3.7,279.0
2024-06-26 18:00:00,2.178,17.4,17.3,34.7,6.0,82.0,9.2,710.1,0.0,48.0,2.4,0.023,32.78,2.9,284.0
2024-06-26 19:00:00,2.5479999999999996,22.4,16.3,38.7,5.0,70.0,7.4,710.6,0.0,51.0,2.4,0.003,31.86,1.1,308.0
2024-06-26 20:00:00,2.014,18.0,13.9,31.9,5.0,65.0,5.6000000000000005,711.2,0.0,62.0,2.3,0.002,29.92,7.5,305.0
2024-06-26 21:00:00,1.38,16.1,11.3,27.5,5.0,67.0,3.8,711.9,0.0,67.0,2.2,0.005,28.92,6.0,300.0
2024-06-26 22:00:00,1.976,14.2,10.6,24.9,6.0,63.0,2.0,712.1,0.0,69.0,2.2,0.005,28.01,7.0,304.0
2024-06-26 23:00:00,2.506,12.1,9.4,21.5,6.0,51.0,12.0,711.9,0.0,73.0,2.3,0.007,27.18,2.2,274.0
2024-06-27 00:00:00,2.506,10.4,9.0,19.3,6.0,33.0,7.0,711.6,0.0,75.0,2.2,0.003,26.49,2.0,264.0
2024-06-27 01:00:00,1.97,8.1,8.4,16.5,5.75,31.0,6.666666666666667,711.2,0.0,76.0,2.2,0.0,25.96,3.3,271.0
2024-06-27 02:00:00,1.592,10.4,8.1,18.5,5.5,24.0,6.333333333333333,711.0,0.0,75.0,2.2,0.002,25.79,2.5,301.0
2024-06-27 03:00:00,1.4740000000000002,12.0,7.9,19.9,5.25,32.0,6.0,711.1,0.0,75.0,2.2,0.007,25.82,0.5,100.0
2024-06-27 04:00:00,1.382,12.8,8.9,21.7,5.0,21.0,8.0,711.3,0.0,76.0,2.2,0.004,25.5,0.5,184.0
2024-06-27 05:00:00,1.382,19.2,9.5,28.8,5.0,33.0,12.0,711.7,0.0,76.0,2.3,0.035,25.71,1.1,88.0
2024-06-27 06:00:00,1.38,21.6,9.3,30.9,5.0,44.0,11.0,712.2,0.0,75.0,2.2,0.093,26.09,1.7,23.0
2024-06-27 07:00:00,1.294,17.0,9.0,25.9,6.0,41.0,16.0,712.6,0.0,70.0,2.1,0.257,27.22,0.4,311.0
2024-06-27 08:00:00,1.332,11.3,9.3,20.6,6.0,34.0,18.0,712.5,0.0,64.0,2.1,0.497,28.98,0.3,240.0
2024-06-27 09:00:00,2.284,8.5,11.2,19.7,7.0,28.0,27.0,712.4,0.0,59.0,2.1,0.504,30.49,0.4,228.0
2024-06-27 10:00:00,1.2680000000000002,6.9,13.8,20.7,9.0,39.0,14.0,712.2,0.0,55.0,2.1,0.541,31.14,0.2,143.0
2024-06-27 11:00:00,2.838,6.8,18.8,25.6,10.0,45.0,38.0,711.6,0.0,49.0,2.2,0.698,32.94,1.3,295.0
2024-06-27 12:00:00,2.732,9.7,20.6,30.3,8.0,57.0,44.0,711.0,0.0,46.0,2.2,0.669,33.52,1.9,271.0
2024-06-27 13:00:00,2.6740000000000004,10.8,17.2,28.0,7.0,52.0,30.0,710.4,0.0,42.0,2.3,0.562,34.13,2.0,302.0
2024-06-27 14:00:00,2.9480000000000004,13.6,17.3,31.0,7.0,42.0,16.0,709.7,0.0,44.0,2.2,0.479,33.98,3.1,297.0
2024-06-27 15:00:00,2.788,15.6,17.5,33.0,7.0,48.0,10.0,709.3,0.0,42.0,2.2,0.453,33.8,3.9,308.0
2024-06-27 16:00:00,2.2960000000000003,15.3,18.2,33.5,6.5,47.0,11.0,708.9,0.0,42.0,2.3,0.291,33.98,4.4,308.0
2024-06-27 17:00:00,1.734,15.5,17.0,32.5,6.0,60.0,8.75,708.8,0.0,44.0,2.3,0.14,33.28,4.7,303.0
2024-06-27 18:00:00,2.4419999999999997,18.7,17.1,35.8,6.0,59.0,6.5,709.0,0.0,46.0,2.2,0.017,31.97,4.4,303.0
2024-06-27 19:00:00,2.0860000000000003,24.7,19.0,43.8,6.0,78.0,4.25,709.3,0.0,48.0,2.3,0.005,31.51,4.0,307.0
2024-06-27 20:00:00,1.396,24.9,17.7,42.6,5.0,84.0,2.0,709.6,0.0,50.0,2.3,0.005,31.08,2.4,310.0
2024-06-27 21:00:00,1.596,19.2,14.9,34.1,6.0,84.0,16.0,710.4,0.0,63.0,2.2,0.002,29.23,8.4,308.0
2024-06-27 22:00:00,1.6599999999999997,7.0,11.4,18.4,7.0,84.0,14.0,710.8,0.0,70.0,2.2,0.003,28.05,8.1,307.0
2024-06-27 23:00:00,1.49,9.3,12.4,21.7,6.0,46.0,14.0,710.5,0.0,71.0,2.1,0.003,27.29,5.6,296.0
2024-06-28 00:00:00,1.502,9.5,12.4,21.9,6.0,50.0,12.0,710.0,0.0,71.0,2.1,0.003,26.5,3.1,290.0
2024-06-28 01:00:00,2.114,7.8,11.7,19.5,6.0,42.0,13.0,709.6,0.0,73.0,2.1,0.0,25.75,0.5,275.0
2024-06-28 02:00:00,1.222,8.1,9.6,17.7,5.8,31.0,15.0,709.5,0.0,77.0,2.1,0.004,25.36,1.9,41.0
2024-06-28 03:00:00,1.286,10.1,8.9,18.9,5.6,27.0,12.0,709.3,0.0,76.0,2.2,0.005,25.37,1.2,50.0
2024-06-28 04:00:00,1.098,8.5,10.6,19.1,5.4,27.0,13.0,709.6,0.0,77.0,2.2,0.004,25.07,1.2,59.0
2024-06-28 05:00:00,1.2559999999999998,14.9,11.5,26.4,5.2,40.0,10.0,710.0,0.0,77.0,2.2,0.048,25.44,1.2,125.0
2024-06-28 06:00:00,2.104,24.7,13.0,37.7,5.0,46.0,19.0,710.2,0.0,73.0,2.3,0.132,26.39,0.7,285.0
2024-06-28 07:00:00,1.848,20.5,14.3,34.8,6.0,50.0,26.0,710.6,0.0,74.0,2.3,0.156,26.36,0.4,329.0
2024-06-28 08:00:00,1.454,19.2,14.2,33.5,6.0,49.0,20.0,711.0,0.0,71.0,2.3,0.15,27.18,0.4,111.0
2024-06-28 09:00:00,1.506,16.6,15.0,31.6,6.0,63.0,17.0,710.9,0.0,64.0,2.4,0.307,28.6,0.3,100.0
2024-06-28 10:00:00,3.594,14.1,17.5,31.6,7.0,56.0,24.0,710.6,0.0,57.0,2.3,0.557,29.85,1.5,287.0
2024-06-28 11:00:00,2.9959999999999996,9.3,20.6,29.8,8.0,61.0,33.0,710.3,0.0,55.0,2.3,0.517,30.78,6.2,313.0
2024-06-28 12:00:00,4.305999999999999,7.5,20.3,27.8,10.0,76.0,25.0,709.6,0.0,49.0,2.3,0.602,32.06,7.7,315.0
2024-06-28 13:00:00,2.556,5.6,19.7,25.2,12.0,75.0,39.0,708.8,0.0,46.0,2.2,0.612,33.25,7.8,312.0
2024-06-28 14:00:00,3.4659999999999997,6.6,18.4,25.0,10.0,76.0,38.0,708.2,0.0,44.0,2.2,0.532,33.57,7.6,307.0
2024-06-28 15:00:00,3.276,9.1,20.3,29.3,9.0,67.0,39.0,707.6,0.0,40.0,2.2,0.423,34.44,6.9,309.0
2024-06-28 16:00:00,3.414,10.4,21.8,32.2,8.0,70.0,30.0,707.1,0.0,40.0,2.3,0.286,34.35,7.5,304.0
2024-06-28 17:00:00,3.46,11.8,22.5,34.3,7.0,80.0,13.0,707.6,0.0,41.0,2.3,0.129,34.04,6.5,303.0
2024-06-28 18:00:00,1.552,12.3,22.9,35.2,6.0,75.0,11.666666666666666,708.0,0.0,43.0,2.2,0.018,32.9,4.9,303.0
2024-06-28 19:00:00,1.628,17.3,23.9,41.2,6.0,80.0,10.333333333333334,708.3,0.0,45.0,2.3,0.005,32.4,4.4,310.0
2024-06-28 20:00:00,2.6439999999999997,15.2,17.2,32.4,6.0,84.0,9.0,709.3,0.0,61.0,2.3,0.003,30.39,6.0,291.0
2024-06-28 21:00:00,2.8020000000000005,12.1,13.6,25.6,6.142857142857143,88.0,9.0,710.1,0.0,67.0,2.3,0.002,28.69,6.8,297.0
2024-06-28 22:00:00,3.044,12.6,13.4,26.0,6.285714285714286,62.0,14.0,710.6,0.0,70.0,2.3,0.004,28.04,4.1,289.0
2024-06-28 23:00:00,2.14,10.5,13.3,23.8,6.428571428571429,55.0,16.0,710.8,0.0,71.0,2.3,0.012,27.79,2.8,266.0
2024-06-29 00:00:00,2.506,9.4,12.3,21.7,6.571428571428571,54.0,11.0,710.7,0.0,71.0,2.3,0.009,27.05,2.3,268.0
2024-06-29 01:00:00,2.456,7.8,13.0,20.8,6.714285714285714,44.0,13.0,710.6,0.0,71.0,2.3,0.007,26.51,5.0,297.0
2024-06-29 02:00:00,2.256,7.6,13.2,20.8,6.857142857142857,53.0,13.0,710.4,0.0,72.0,2.3,0.002,25.84,5.3,306.0
2024-06-29 03:00:00,2.6380000000000003,5.6,11.7,17.3,7.0,41.0,15.0,710.5,0.0,74.0,2.2,0.01,25.93,6.4,307.0
2024-06-29 04:00:00,2.666,9.5,12.4,21.9,6.0,43.0,19.0,710.9,0.0,74.0,2.2,0.004,25.58,1.6,283.0
2024-06-29 05:00:00,1.992,17.0,14.3,31.2,6.0,62.0,22.0,711.4,0.0,74.0,2.2,0.028,25.65,4.0,307.0
2024-06-29 06:00:00,2.8,17.3,14.5,31.8,6.0,67.0,22.0,712.0,0.0,73.0,2.3,0.105,26.2,4.7,305.0
2024-06-29 07:00:00,2.494,17.9,14.7,32.5,6.333333333333333,63.0,25.0,712.6,0.0,67.0,2.2,0.279,26.82,3.9,302.0
2024-06-29 08:00:00,2.984,16.3,16.4,32.7,6.666666666666667,59.0,28.0,712.9,0.0,60.0,2.2,0.494,28.87,2.7,302.0
2024-06-29 09:00:00,2.582,13.1,18.4,31.4,7.0,57.0,30.0,713.2,0.0,54.0,2.2,0.576,30.6,2.6,308.0
2024-06-29 10:00:00,4.340000000000001,8.1,19.0,27.0,8.0,58.0,23.0,713.4,0.0,51.0,2.1,0.466,31.43,2.9,308.0
2024-06-29 11:00:00,5.787999999999999,5.9,17.9,23.7,10.0,67.0,31.0,713.2,0.0,48.0,2.2,0.43,32.42,4.0,315.0
2024-06-29 12:00:00,2.44,10.2,19.6,29.8,8.0,71.0,42.0,713.1,0.0,42.0,2.3,0.584,33.9,6.3,306.0
2024-06-29 13:00:00,3.056,8.4,16.9,25.3,8.0,81.0,49.0,712.6,0.0,34.0,2.3,0.673,34.74,12.0,310.0
2024-06-29 14:00:00,3.724,8.2,15.8,24.0,8.0,118.0,44.0,712.3,0.0,32.0,2.3,0.577,35.45,9.5,306.0
2024-06-29 15:00:00,2.8880000000000003,10.8,16.3,27.0,7.0,78.0,25.0,712.2,0.0,37.0,2.3,0.308,34.99,7.4,288.0
2024-06-29 16:00:00,2.872,10.1,16.0,26.1,7.0,87.0,6.0,712.1,0.0,38.0,2.3,0.239,34.45,7.7,279.0
2024-06-29 17:00:00,3.22,10.2,15.6,25.8,7.0,93.0,2.0,712.7,0.0,42.0,2.4,0.088,33.57,8.7,286.0
2024-06-29 18:00:00,4.646,10.2,13.4,23.6,6.0,88.0,3.0,713.5,0.0,49.0,2.4,0.012,31.73,7.0,281.0
2024-06-29 19:00:00,4.0520000000000005,10.3,11.9,22.2,6.0,78.0,4.0,715.0,0.0,54.0,2.4,0.0,30.22,10.0,300.0
2024-06-29 20:00:00,2.5780000000000003,10.7,11.4,22.1,6.0,69.0,5.0,716.4,0.0,61.0,2.3,0.009,29.18,7.9,292.0
2024-06-29 21:00:00,1.98,10.4,10.6,21.0,5.875,67.0,6.0,717.2,0.0,66.0,2.4,0.002,27.85,5.6,294.0
2024-06-29 22:00:00,1.75,10.8,10.1,21.0,5.75,46.0,12.0,717.4,0.0,68.0,2.3,0.007,27.49,5.9,294.0
2024-06-29 23:00:00,2.3040000000000003,10.6,9.8,20.4,5.625,33.0,7.0,717.2,0.0,71.0,2.3,0.004,26.74,2.4,286.0
2024-06-30 00:00:00,3.372,9.0,8.7,17.7,5.746428571428571,31.0,2.0,716.7,0.0,75.0,2.3,0.003,25.74,1.9,268.0
2024-06-30 01:00:00,1.582,6.9,7.7,14.5,5.375,19.0,2.0,716.3,0.0,79.0,2.2,0.002,25.24,1.8,269.0
2024-06-30 02:00:00,1.198,6.9,7.1,14.0,5.25,22.0,6.0,716.2,0.0,80.0,2.1,0.0,24.99,0.9,257.0
2024-06-30 03:00:00,1.738,8.5,6.7,15.2,5.125,27.0,5.0,716.3,0.0,80.0,2.1,0.002,25.09,0.4,85.0
2024-06-30 04:00:00,1.682,10.2,7.1,17.2,5.0,25.0,6.0,716.7,0.0,80.0,2.1,0.004,25.15,1.4,116.0
2024-06-30 05:00:00,1.512,11.9,8.1,20.0,5.0,24.0,6.0,717.3,0.0,79.0,2.1,0.025,25.26,1.0,82.0
2024-06-30 06:00:00,1.38,14.7,8.6,23.3,6.0,29.0,8.0,717.8,0.0,76.0,2.1,0.096,25.91,0.4,117.0
2024-06-30 07:00:00,1.518,9.9,9.1,19.1,6.0,27.0,12.0,718.2,0.0,69.0,2.2,0.304,27.46,1.1,262.0
2024-06-30 08:00:00,1.378,7.7,9.0,16.7,7.0,18.0,11.0,718.2,0.0,73.0,2.1,0.175,27.1,0.7,259.0
2024-06-30 09:00:00,1.514,7.8,10.2,17.9,6.0,22.0,9.666666666666666,718.7,0.0,82.0,2.2,0.186,25.04,0.7,241.0
2024-06-30 10:00:00,2.146,9.8,10.1,19.9,6.0,14.0,8.333333333333334,718.8,0.0,76.0,2.3,0.392,26.33,2.4,333.0
2024-06-30 11:00:00,2.0460000000000003,7.0,10.4,17.4,7.0,17.0,7.0,718.6,0.0,78.0,2.2,0.193,25.73,1.4,239.0
2024-06-30 12:00:00,2.1279999999999997,8.0,11.1,19.1,6.0,21.0,10.0,718.2,0.0,81.0,2.2,0.229,25.61,4.3,338.0
2024-06-30 13:00:00,1.876,9.8,12.5,22.3,6.0,27.0,7.0,718.6,0.0,84.0,2.2,0.042,24.28,2.1,249.0
2024-06-30 14:00:00,2.638,10.0,11.5,21.5,6.0,15.0,4.0,718.4,0.0,84.0,2.2,0.053,24.04,2.5,311.0
2024-06-30 15:00:00,2.3240000000000003,11.0,10.4,21.4,5.75,18.0,7.0,717.6,0.0,81.0,2.2,0.153,24.76,2.1,320.0
2024-06-30 16:00:00,2.4040000000000004,9.2,9.9,19.1,5.5,16.0,5.0,717.0,0.0,75.0,2.1,0.116,25.25,2.9,317.0
2024-06-30 17:00:00,1.354,10.6,10.6,21.2,5.25,13.0,8.0,717.2,0.0,74.0,2.2,0.081,25.65,4.0,317.0
2024-06-30 18:00:00,1.432,14.7,9.9,24.6,5.0,21.0,9.0,718.2,0.0,79.0,2.2,0.019,24.48,0.1,96.0
2024-06-30 19:00:00,1.354,14.2,9.3,23.5,5.0,19.0,7.0,718.8,0.0,82.0,2.2,0.008,24.42,1.9,296.0
2024-06-30 20:00:00,1.588,13.7,9.0,22.6,5.0,14.0,9.0,719.4,0.0,84.0,2.2,0.009,23.84,1.6,305.0
2024-06-30 21:00:00,1.61,15.1,8.8,23.9,5.0,20.0,7.0,720.1,0.0,84.0,2.1,0.007,23.33,0.7,287.0
2024-06-30 22:00:00,1.636,13.8,8.7,22.5,5.0,18.5,4.5,719.65,0.0,84.5,2.1500000000000004,0.0,23.13,1.2,195.5
2024-06-30 23:00:00,1.314,12.5,8.6,21.1,5.0,17.0,2.0,719.2,0.0,85.0,2.2,0.004,22.93,1.7,104.0
2024-07-01 00:00:00,1.8,11.4,7.8,19.2,6.0,14.0,9.0,718.4,0.0,85.0,2.2,0.002,22.9,0.5,164.0
2024-07-01 01:00:00,1.23,10.5,7.0,17.5,6.0,13.0,5.0,717.6,0.0,84.0,2.2,0.0,22.68,0.4,60.0
2024-07-01 02:00:00,1.216,11.3,6.8,18.1,6.0,16.0,7.5,717.2,0.0,84.0,2.1,0.005,22.83,2.0,99.0
2024-07-01 03:00:00,1.56,13.0,7.3,20.3,5.0,18.0,10.0,717.1,0.0,84.0,2.1,0.007,22.94,3.4,70.0
2024-07-01 04:00:00,1.162,12.0,7.1,19.1,5.0,19.0,10.0,717.5,0.0,85.0,2.2,0.002,22.68,2.5,6.0
2024-07-01 05:00:00,1.2137777777777778,16.8,6.7,23.5,5.0,16.0,5.0,717.9,0.0,85.0,2.2,0.028,22.83,2.6,329.0
2024-07-01 06:00:00,1.608,26.7,7.3,33.9,5.333333333333333,21.0,8.0,718.4,0.0,80.0,2.2,0.169,23.85,2.0,170.0
2024-07-01 07:00:00,1.596,27.2,8.5,35.7,5.666666666666667,42.0,15.0,718.5,0.0,72.0,2.3,0.172,25.23,1.2,308.0
2024-07-01 08:00:00,1.364,25.1,11.1,36.2,6.0,50.0,16.0,718.5,0.0,70.0,2.3,0.223,25.89,5.0,215.0
2024-07-01 09:00:00,2.058,23.9,12.7,36.6,6.0,42.0,3.0,718.4,0.0,68.0,2.3,0.32,26.93,7.8,285.0
2024-07-01 10:00:00,1.572,21.0,13.3,34.3,6.0,54.0,3.0,717.9,0.0,67.0,2.3,0.298,27.38,12.7,311.0
2024-07-01 11:00:00,2.9,20.1,12.7,32.7,5.875,67.0,16.0,717.3,0.0,58.0,2.2,0.55,29.14,12.9,301.0
2024-07-01 12:00:00,2.866,18.4,12.4,30.8,5.75,78.0,20.0,716.7,0.0,55.0,2.3,0.586,30.09,13.7,294.0
2024-07-01 13:00:00,1.936,19.1,13.0,32.0,5.625,76.0,16.0,716.7,0.0,63.0,2.2,0.332,27.6,13.8,280.0
2024-07-01 14:00:00,1.544,18.8,13.7,32.6,7.0,60.0,5.0,716.3,0.0,63.0,2.2,0.396,26.85,7.3,254.0
2024-07-01 15:00:00,2.896,18.7,14.5,33.2,5.375,48.0,12.0,715.5,0.0,57.0,2.2,0.392,29.6,9.7,267.0
2024-07-01 16:00:00,3.146,13.3,13.8,27.1,5.25,56.0,17.0,715.1,0.0,63.0,2.2,0.234,28.42,10.3,247.0
2024-07-01 17:00:00,3.5340000000000003,19.7,13.5,33.2,5.125,48.0,10.0,715.2,0.0,58.0,2.2,0.111,28.53,9.0,284.0
2024-07-01 18:00:00,3.436,24.8,13.2,38.0,5.0,74.0,12.0,715.7,0.0,65.0,2.2,0.012,27.47,11.7,315.0
