Date,NORESTE CO ppm,NORESTE NO ppb,NORESTE NO2 ppb,NORESTE NOX ppb,NORESTE O3 ppb,NORESTE PM10 ug/m3,NORESTE PM2.5 ug/m3,NORESTE PRS mmhg,NORESTE RAINF mm/hr,NORESTE RH %,NORESTE SO2 ppb,NORESTE SR KW/m2,NORESTE TOUT degC,NORESTE WSR KMPH,NORESTE WDV DEG
2023-02-09 23:00:00,1.04,6.2,27.9,34.0,17.0,72.0,15.0,721.3,0.0,40.0,5.15,0.0,18.61,10.3,130.0
2023-02-10 00:00:00,0.93,4.0,17.0,21.2,23.0,71.6,18.76,721.5,0.0,47.0,7.0,0.0,17.65,11.5,156.0
2023-02-10 01:00:00,0.8,3.0,8.2,11.3,31.0,41.86,11.98,721.6,0.0,54.0,3.3,0.0,17.32,10.2,145.0
2023-02-10 02:00:00,0.84,2.9,19.2,22.2,21.0,63.7,17.89,721.9,0.0,57.0,3.5,0.0,16.52,5.1,91.0
2023-02-10 03:00:00,0.84,2.7,20.4,23.3,18.0,47.59,15.3,722.1,0.0,57.0,4.2,0.0,15.86,5.2,68.0
2023-02-10 04:00:00,0.82,2.7,16.5,19.4,20.0,35.55,10.4,722.7,0.0,61.0,3.3,0.0,15.39,6.5,36.0
2023-02-10 05:00:00,0.79,3.0,19.1,22.3,19.0,177.53,20.57,723.7,0.0,62.0,3.3,0.0,14.87,12.8,7.0
2023-02-10 06:00:00,0.68,2.9,5.9,9.0,30.0,310.13,24.63,725.0,0.0,49.0,2.9,0.0,13.08,21.4,22.0
2023-02-10 07:00:00,0.68,3.0,6.7,9.8,29.0,208.6,17.35,725.7,0.0,48.0,2.5,0.0,11.98,22.6,27.0
2023-02-10 08:00:00,0.7,3.4,7.3,10.9,29.0,218.43,18.54,726.6,0.0,50.0,2.5,0.016,10.95,26.1,25.0
2023-02-10 09:00:00,0.7,3.9,7.5,11.5,28.0,133.68,13.0,727.5,0.0,50.0,2.4833333333333334,0.107,11.15,21.7,23.0
2023-02-10 10:00:00,0.71,4.1,7.1,11.3,29.0,69.5,8.85,728.2,0.0,47.0,2.466666666666667,0.203,12.16,19.1,23.0
2023-02-10 11:00:00,0.4966666666666666,4.0249999999999995,6.6499999999999995,10.775,20.333333333333332,60.81666666666667,7.913333333333333,727.975,0.0,32.666666666666664,2.4499999999999997,0.144,8.586666666666668,13.333333333333334,27.0
2023-02-10 12:00:00,0.2833333333333333,3.95,6.199999999999999,10.25,11.666666666666666,52.13333333333333,6.976666666666667,727.75,0.0,18.333333333333336,2.433333333333333,0.085,5.013333333333334,7.566666666666667,31.0
2023-02-10 13:00:00,0.49666666666666665,3.875,5.75,9.725,3.0,43.45,6.04,727.525,0.0,4.0,2.4166666666666665,0.026,1.44,1.8,35.0
2023-02-10 14:00:00,0.71,3.8,5.3,9.2,33.0,55.0,6.054,727.3,0.0,37.0,2.4,0.353,15.05,16.1,37.0
2023-02-10 15:00:00,0.69,3.6,4.6,8.4,34.0,50.0,6.0680000000000005,726.7,0.0,35.0,2.5,0.509,15.98,15.6,37.0
2023-02-10 16:00:00,0.69,3.6,4.9,8.6,34.0,46.0,6.082,726.4,0.0,34.0,2.4,0.402,16.77,14.0,34.0
2023-02-10 17:00:00,0.7,3.5,5.6,9.2,33.0,45.0,6.096,726.5,0.0,34.0,2.9,0.223,16.25,15.8,39.0
2023-02-10 18:00:00,0.71,3.5,5.7,10.4,31.0,46.0,6.11,727.0,0.0,35.0,3.3,0.112,15.67,16.5,48.0
2023-02-10 19:00:00,0.75,3.6,9.9,13.6,28.0,53.0,6.93,727.7,0.0,37.0,2.7,0.001,14.4,14.1,49.0
2023-02-10 20:00:00,0.77,4.3,12.3,16.6,26.0,53.0,8.37,728.3,0.0,38.0,2.4,0.0,13.01,10.8,67.0
2023-02-10 21:00:00,0.78,3.2,13.4,16.6,26.0,60.0,7.14,729.0,0.0,35.0,2.4,0.0,12.45,10.6,53.0
2023-02-10 22:00:00,0.71,3.0,9.8,12.8,30.0,48.0,6.92,729.6,0.0,32.0,3.0,0.0,11.72,11.1,43.0
2023-02-10 23:00:00,0.69,2.9,9.3,12.2,31.0,44.0,7.35,730.1,0.0,33.0,5.0,0.0,10.89,9.6,41.0
2023-02-11 00:00:00,0.68,2.7,14.4,17.1,26.0,44.0,5.69,730.3,0.0,34.0,4.7,0.0,10.2,6.7,27.0
2023-02-11 01:00:00,0.67,2.6,10.6,13.3,29.0,35.0,5.55,730.2,0.0,34.0,3.1,0.0,9.68,6.5,16.0
2023-02-11 02:00:00,0.63,2.5,8.9,11.4,30.0,31.0,5.57,730.1,0.0,34.0,3.0,0.0,9.16,6.6,29.0
2023-02-11 03:00:00,0.61,2.5,8.7,11.3,31.0,32.0,4.67,729.6,0.0,33.0,2.9,0.0,8.65,6.1,13.0
2023-02-11 04:00:00,0.61,2.5500000000000003,10.3,12.8,30.0,29.0,5.52,729.3,0.0,32.0,2.6,0.0,8.25,6.4,20.0
2023-02-11 05:00:00,0.63,2.6,12.8,15.4,26.0,27.0,5.65,728.8,0.0,35.0,2.5,0.0,6.81,3.4,59.0
2023-02-11 06:00:00,0.71,7.5,30.6,38.2,10.0,33.0,11.14,728.7,0.0,39.0,2.9,0.0,6.25,4.2,82.0
2023-02-11 07:00:00,0.77,6.2,29.5,35.8,11.0,53.0,11.43,728.8,0.0,39.0,3.0,0.0,6.56,6.1,26.0
2023-02-11 08:00:00,0.87,11.1,32.8,44.1,8.0,59.0,15.72,729.0,0.0,41.0,3.5,0.014,6.1,3.6,24.0
2023-02-11 09:00:00,0.87,12.3,25.3,37.6,18.0,73.0,12.42,729.5,0.0,33.0,3.4,0.142,8.99,7.7,22.0
2023-02-11 10:00:00,0.75,8.8,15.7,24.5,28.0,68.0,9.93,729.8,0.0,29.0,3.8,0.308,10.72,8.8,15.0
2023-02-11 11:00:00,0.66,5.9,8.9,14.8,35.0,56.0,7.12,729.7,0.0,26.0,3.5,0.445,12.11,9.7,27.0
2023-02-11 12:00:00,0.64,4.8,7.5,12.3,38.0,40.0,6.88,729.2,0.0,24.0,3.4,0.547,13.42,7.7,14.0
2023-02-11 13:00:00,0.65,5.9,7.4,13.4,39.0,37.0,8.12,728.3,0.0,23.0,3.2,0.607,15.35,7.1,42.0
2023-02-11 14:00:00,0.68,5.5,9.0,14.5,42.0,46.0,11.42,727.3,0.0,22.0,3.4,0.59,16.43,6.7,66.0
2023-02-11 15:00:00,0.67,4.8,9.8,14.7,44.0,53.0,12.39,726.4,0.0,21.0,3.9,0.424,16.93,6.9,25.0
2023-02-11 16:00:00,0.67,5.0,10.0,15.0,44.0,55.0,11.4,725.9,0.0,20.0,4.2,0.355,17.39,6.4,33.0
2023-02-11 17:00:00,0.77,5.1,13.9,19.1,43.0,50.0,16.18,725.5,0.0,21.0,3.9,0.152,16.89,7.0,142.0
2023-02-11 18:00:00,0.99,6.7,20.7,27.5,40.0,70.0,20.3,725.5,0.0,22.0,3.8,0.054,16.27,7.6,149.0
2023-02-11 20:00:00,0.95,4.6,19.8,24.5,43.0,88.0,19.55,725.7,0.0,25.0,5.4,0.0,15.18,11.5,157.0
2023-02-11 21:00:00,0.95,4.1,19.2,23.4,40.0,87.0,21.0,726.1,0.0,28.0,7.0,0.0,14.31,12.6,163.0
2023-02-11 22:00:00,0.99,6.2,19.8,26.0,32.0,93.0,24.41,726.3,0.0,28.0,4.3,0.0,13.65,11.3,157.0
2023-02-11 23:00:00,0.85,4.1,14.5,18.6,31.0,84.0,16.27,726.2,0.0,27.0,3.1,0.0,13.26,11.6,159.0
2023-02-12 00:00:00,0.86,3.9,16.1,20.1,28.0,70.0,16.63,725.9,0.0,28.0,3.1,0.0,12.57,10.3,147.0
2023-02-12 01:00:00,0.78,4.0,12.7,16.7,31.0,67.0,19.55,725.6,0.0,28.0,3.4,0.0,11.91,9.8,144.0
2023-02-12 02:00:00,0.77,3.8,11.7,15.5,30.0,60.0,19.38,725.1,0.0,29.0,3.5,0.0,11.6,9.3,161.0
2023-02-12 03:00:00,0.68,3.3,7.9,11.3,34.0,50.0,7.16,724.5,0.0,27.0,2.6,0.0,11.62,9.1,146.0
2023-02-12 04:00:00,0.62,3.2,6.5,9.8,35.0,42.0,6.0,724.1,0.0,29.0,2.7,0.0,11.42,10.5,132.0
2023-02-12 05:00:00,0.64,3.2,9.1,12.3,31.0,36.0,7.25,723.9,0.0,31.0,2.8,0.0,10.96,9.8,128.0
2023-02-12 06:00:00,0.74,2.7,17.0,19.8,21.0,43.0,15.52,723.9,0.0,34.0,4.8,0.0,10.07,5.8,41.0
2023-02-12 07:00:00,0.75,3.3,20.4,23.7,18.0,45.0,10.4,723.8,0.0,35.0,5.6,0.0,9.62,5.1,90.0
2023-02-12 08:00:00,0.68,3.1,16.4,19.6,22.0,47.0,8.63,724.0,0.0,34.0,3.3,0.004,9.3,6.3,55.0
2023-02-12 09:00:00,0.78,5.3,18.3,23.7,21.0,42.0,8.26,724.3,0.0,34.0,6.3,0.067,9.74,6.7,54.0
2023-02-12 10:00:00,0.74,6.8,18.0,25.0,29.0,43.0,10.92,724.8,0.0,35.0,14.0,0.171,11.14,6.1,73.0
2023-02-12 11:00:00,0.81,8.1,18.6,26.8,34.0,52.0,12.22,724.6,0.0,33.0,15.7,0.321,13.31,6.3,64.0
2023-02-12 12:00:00,0.82,6.5,17.7,24.3,47.0,54.0,15.65,723.9,0.0,31.0,11.6,0.361,15.24,7.1,127.0
2023-02-12 13:00:00,0.79,5.3,9.1,14.4,40.0,59.0,10.34,723.2,0.0,37.0,5.1,0.523,16.16,11.5,151.0
2023-02-12 14:00:00,0.77,5.6,7.7,13.4,40.0,52.0,9.44,722.2,0.0,34.0,3.1,0.629,18.21,12.1,162.0
2023-02-12 15:00:00,0.82,4.9,8.0,12.9,41.0,51.0,11.14,721.2,0.0,31.0,3.1,0.451,19.62,13.6,153.0
2023-02-12 16:00:00,0.82,5.1,8.5,13.6,41.0,64.0,9.89,720.7,0.0,33.0,4.4,0.402,20.47,13.8,148.0
2023-02-12 17:00:00,0.81,6.2,8.2,14.4,41.0,63.0,10.7,720.4,0.0,30.0,3.7,0.289,21.05,14.7,155.0
2023-02-12 18:00:00,0.86,5.8,11.0,16.9,38.0,60.0,11.41,720.5,0.0,32.0,6.9,0.105,20.32,14.0,136.0
2023-02-12 19:00:00,0.95,7.0,13.2,20.3,33.0,68.0,17.46,720.8,0.0,33.0,6.5,0.006,19.1,13.0,138.0
2023-02-12 20:00:00,1.34,8.9,24.5,33.5,21.0,66.0,26.150000000000002,721.1,0.0,34.0,3.9,0.0,17.97,8.1,120.0
2023-02-12 21:00:00,1.24,8.4,28.0,36.4,17.0,85.0,34.84,721.4,0.0,36.0,4.4,0.0,17.51,9.0,110.0
2023-02-12 22:00:00,1.14,8.2,28.9,37.2,17.0,84.0,20.61,721.1,0.0,39.0,4.3,0.0,17.13,9.7,115.0
2023-02-12 23:00:00,0.97,4.5,18.6,23.2,23.0,85.0,15.7,721.0,0.0,46.0,3.9,0.0,15.67,12.5,140.0
2023-02-13 00:00:00,0.81,3.5,8.4,12.0,30.0,71.0,8.76,720.8,0.0,55.0,3.0,0.0,14.2,11.8,144.0
2023-02-13 01:00:00,0.84,3.8,12.5,16.3,25.0,46.0,9.88,720.5,0.0,58.0,3.0,0.0,13.19,6.3,113.0
2023-02-13 02:00:00,0.84,2.8,17.0,19.8,20.0,40.0,11.77,720.3,0.0,62.0,3.2,0.0,12.2,6.2,42.0
2023-02-13 03:00:00,0.78,2.8,10.3,13.1,25.0,43.0,7.96,719.9,0.0,64.0,3.1,0.0,11.44,4.6,32.0
2023-02-13 04:00:00,0.79,2.95,16.5,19.3,20.0,33.0,10.33,719.2,0.0,66.0,2.9,0.0,11.38,5.1,354.0
2023-02-13 05:00:00,0.83,3.1,22.5,25.8,15.0,38.0,13.36,718.9,0.0,66.0,3.1,0.0,11.3,5.6,351.0
2023-02-13 06:00:00,0.89,6.0,33.0,39.1,8.0,43.0,14.28,718.9,0.0,67.0,3.3,0.0,11.05,5.4,341.0
2023-02-13 07:00:00,1.17,20.3,35.1,55.6,6.0,53.0,18.72,718.9,0.0,68.0,3.8,0.0,10.8,4.0,335.0
2023-02-13 08:00:00,1.435,71.8,36.4,108.4,6.0,67.0,26.65,719.1,0.0,69.0,4.2,0.001,10.75,4.0,36.0
2023-02-13 09:00:00,1.7,60.8,35.6,96.5,8.0,113.0,26.81,719.5,0.0,66.0,5.1,0.093,12.78,4.5,28.0
2023-02-13 10:00:00,1.14,18.0,26.4,44.6,19.0,100.0,18.83,719.5,0.0,62.0,5.9,0.227,15.63,4.2,58.0
2023-02-13 11:00:00,1.03,14.9,22.9,37.9,25.0,75.0,20.16,719.4,0.0,57.0,6.3,0.403,17.97,4.7,47.0
2023-02-13 12:00:00,0.97,12.4,21.9,34.5,30.0,85.0,18.66,718.7,0.0,51.0,5.5,0.492,19.55,6.3,71.0
2023-02-13 13:00:00,1.06,13.8,25.1,38.9,35.0,88.0,24.61,717.7,0.0,47.0,5.1,0.548,20.08,8.0,119.0
2023-02-13 14:00:00,1.11,12.3,26.9,39.3,40.0,89.0,28.18,716.5,0.0,43.0,4.9,0.455,21.05,10.8,134.0
2023-02-13 15:00:00,1.01,7.5,19.0,26.6,61.0,103.0,18.99,715.5,0.0,39.0,7.2,0.509,22.1,12.7,137.0
2023-02-13 16:00:00,0.92,6.6,13.4,20.1,49.0,91.0,14.94,714.7,0.0,38.0,5.1,0.327,23.38,13.5,145.0
2023-02-13 17:00:00,0.96,7.9,12.6,20.6,36.0,80.0,12.57,714.1,0.0,42.0,3.6,0.222,23.68,14.1,142.0
2023-02-13 18:00:00,0.96,5.8,13.8,19.7,34.0,77.0,14.42,713.6,0.0,43.0,3.5,0.107,24.09,14.5,144.0
2023-02-13 19:00:00,1.09,5.3,18.6,24.0,29.0,105.0,15.79,713.4,0.0,43.0,3.3,0.01,23.53,13.4,147.0
2023-02-13 20:00:00,1.35,8.6,31.7,40.4,17.0,120.0,22.73,713.2,0.0,46.0,3.2,0.0,22.51,8.6,146.0
2023-02-13 21:00:00,1.14,6.8,23.8,30.7,20.0,129.0,21.54,713.3,0.0,49.0,3.2,0.0,22.02,10.5,154.0
2023-02-13 22:00:00,1.12,7.3,22.3,29.7,19.0,106.0,15.9,713.3,0.0,53.0,3.0,0.0,21.34,9.7,150.0
2023-02-13 23:00:00,1.05,6.9,23.0,29.9,16.0,87.0,13.45,713.4,0.0,61.0,3.3,0.0,19.96,9.8,122.0
2023-02-14 00:00:00,0.97,5.0,18.5,23.5,18.0,80.0,11.53,713.3,0.0,69.0,3.5,0.0,18.71,10.0,123.0
2023-02-14 01:00:00,0.96,3.5,17.4,20.9,19.0,70.0,13.57,713.1,0.0,72.0,3.9,0.0,17.54,5.3,91.0
2023-02-14 02:00:00,0.94,3.1,21.1,24.3,15.0,59.0,16.18,712.8,0.0,77.0,3.8,0.0,16.52,4.8,68.0
2023-02-14 03:00:00,0.95,3.2,23.0,26.4,12.0,49.0,15.55,712.4,0.0,81.0,3.5,0.0,15.69,3.2,39.0
2023-02-14 04:00:00,1.0,3.5,21.1,24.7,10.0,45.0,13.2,712.1,0.0,82.0,3.1,0.0,14.94,3.0,330.0
2023-02-14 05:00:00,1.09,7.2,26.2,33.4,6.0,46.0,15.28,712.1,0.0,83.0,3.0,0.0,14.83,3.7,318.0
2023-02-14 06:00:00,1.24,27.2,28.3,55.6,5.0,47.0,17.58,712.2,0.0,84.0,3.1,0.0,14.35,2.9,306.0
2023-02-14 07:00:00,1.63,74.5,32.1,106.8,6.0,70.0,28.45,712.5,0.0,85.0,3.3,0.0,13.97,4.1,324.0
2023-02-14 08:00:00,2.77,128.3,31.2,159.5,6.0,92.0,34.35,713.0,0.0,86.0,3.7,0.003,13.51,2.9,276.0
2023-02-14 09:00:00,2.98,112.2,40.0,152.3,6.0,122.0,37.85,713.6,0.0,83.0,3.7,0.137,17.35,3.6,275.0
2023-02-14 10:00:00,2.66,104.0,55.8,159.9,8.0,132.0,47.83,714.1,0.0,62.0,5.7,0.298,22.55,4.5,188.0
2023-02-14 11:00:00,1.37,30.7,30.4,61.2,21.0,177.0,31.8,714.1,0.0,26.0,5.2,0.437,27.46,12.6,285.0
2023-02-14 12:00:00,0.67,5.4,7.7,13.1,32.0,241.0,10.72,713.7,0.0,5.0,2.6,0.553,30.55,17.9,331.0
2023-02-14 13:00:00,0.64,4.7,6.9,11.6,34.0,135.0,7.73,713.1,0.0,4.0,2.6,0.607,31.41,17.0,333.0
2023-02-14 14:00:00,0.63,4.1,5.6,9.8,37.0,74.0,6.46,712.6,0.0,2.0,2.5,0.605,32.51,12.7,342.0
2023-02-14 15:00:00,0.95,7.5,14.4,22.0,53.0,68.0,17.31,712.4,0.0,27.0,8.1,0.529,29.95,18.2,159.0
2023-02-14 16:00:00,0.89,6.5,12.9,19.4,49.0,119.0,15.06,712.5,0.0,26.0,15.1,0.428,29.12,19.5,156.0
2023-02-14 17:00:00,0.88,5.8,12.2,18.0,48.0,114.0,13.63,712.9,0.0,24.0,22.9,0.267,28.88,16.5,160.0
2023-02-14 18:00:00,0.88,7.6,12.8,20.5,39.0,99.0,13.04,713.5,0.0,25.0,17.8,0.105,28.01,15.9,152.0
2023-02-14 19:00:00,1.31,14.1,26.1,40.3,24.0,91.0,14.69,714.1,0.0,27.0,16.3,0.006,26.65,12.2,148.0
2023-02-14 20:00:00,1.59,19.2,35.8,55.2,11.0,99.0,21.21,714.7,0.0,31.0,4.6,0.0,25.28,9.3,159.0
2023-02-14 21:00:00,1.49,13.6,35.5,49.2,11.0,113.0,22.31,715.1,0.0,34.0,3.5,0.0,24.47,8.0,168.0
2023-02-14 22:00:00,1.35,10.6,30.4,41.1,15.0,99.0,23.7,715.3,0.0,35.0,3.2,0.0,24.1,7.7,172.0
2023-02-14 23:00:00,1.44,13.2,32.1,45.4,13.0,82.0,22.27,715.4,0.0,37.0,3.1,0.0,23.33,5.4,173.0
2023-02-15 00:00:00,1.16,8.6,24.3,33.0,20.0,84.0,16.49,715.4,0.0,38.0,3.1,0.0,22.91,5.9,165.0
2023-02-15 01:00:00,1.07,5.2,24.0,29.3,18.0,71.0,14.63,715.2,0.0,39.0,3.0,0.0,22.08,6.1,123.0
2023-02-15 02:00:00,1.21,19.1,40.8,60.0,6.0,75.0,28.83,715.0,0.0,45.0,4.9,0.0,20.19,5.6,36.0
2023-02-15 03:00:00,1.16,27.8,40.0,67.9,5.0,95.0,28.46,714.8,0.0,46.0,5.9,0.0,19.56,6.2,22.0
2023-02-15 04:00:00,1.0,11.0,37.3,48.4,5.0,98.0,26.98,714.7,0.0,49.0,6.2,0.0,18.35,3.9,53.0
2023-02-15 05:00:00,1.06,15.1,35.6,50.8,5.0,82.0,25.57,714.5,0.0,53.0,6.3,0.0,17.68,3.8,251.0
2023-02-15 06:00:00,1.18,29.0,38.2,67.5,5.5,82.0,27.39,714.2,0.0,54.0,7.4,0.0,17.74,4.5,274.0
2023-02-15 07:00:00,2.01,97.6,39.2,136.9,6.0,88.0,36.63,714.2,0.0,58.0,6.6,0.0,16.55,3.3,68.0
2023-02-15 08:00:00,3.34,179.5,41.5,220.9,6.0,150.0,53.86,714.2,0.0,59.0,6.2,0.013,16.4,3.1,100.0
2023-02-15 09:00:00,2.68,141.0,49.6,190.5,6.0,255.0,62.89,714.4,0.0,52.0,7.1,0.136,21.15,2.7,296.0
2023-02-15 10:00:00,2.84,104.1,66.6,170.7,10.0,238.0,55.2,714.6,0.0,42.0,7.3,0.297,25.19,4.1,359.0
2023-02-15 11:00:00,1.47,33.6,46.3,80.1,21.0,204.0,41.77,714.6,0.0,37.0,7.6,0.424,25.92,6.3,16.0
2023-02-15 12:00:00,0.88,6.5,14.5,21.1,38.0,151.0,17.8,714.0,0.0,29.0,6.1,0.55,28.48,5.9,23.0
2023-02-15 13:00:00,0.82,6.5,12.3,18.9,46.0,112.0,14.89,713.2,0.0,17.0,4.2,0.61,31.94,4.3,40.0
2023-02-15 14:00:00,0.72,3.9,8.5,12.5,53.0,74.0,11.14,712.2,0.0,8.0,3.4,0.605,33.51,4.8,278.0
2023-02-15 15:00:00,1.04,6.5,15.3,21.9,55.0,65.0,11.69,711.2,0.0,3.0,3.8,0.549,34.73,6.1,115.0
2023-02-15 16:00:00,0.93,7.1,19.8,27.0,66.0,76.0,21.31,710.7,0.0,6.0,4.1,0.427,34.14,10.3,161.0
2023-02-15 17:00:00,0.89,7.2,18.6,25.9,54.0,96.0,17.72,710.6,0.0,4.0,3.7,0.281,33.92,10.4,165.0
2023-02-15 18:00:00,0.91,7.2,22.3,29.6,50.0,87.0,16.94,710.7,0.0,7.0,4.8,0.133,32.9,11.7,166.0
2023-02-15 19:00:00,1.23,12.150000000000002,40.0,47.3,37.0,96.0,20.6,711.1,0.0,13.0,8.0,0.008,30.71,9.0,166.0
2023-02-15 20:00:00,1.73,17.1,63.4,80.6,19.0,169.0,30.52,711.8,0.0,18.0,9.0,0.0,28.8,5.7,189.0
2023-02-15 21:00:00,2.59,66.1,78.3,144.5,6.0,145.0,47.92,712.3,0.0,23.0,8.0,0.0,26.55,3.6,208.0
2023-02-15 22:00:00,2.77,84.5,77.7,162.3,5.0,190.0,56.53,712.7,0.0,27.0,7.4,0.0,25.51,4.2,217.0
2023-02-15 23:00:00,3.1,89.9,70.4,160.4,5.0,185.0,58.56,713.0,0.0,33.0,6.8,0.0,24.1,4.1,31.0
2023-02-16 00:00:00,3.17,163.6,71.1,234.7,6.0,195.0,73.7,713.4,0.0,34.0,7.1,0.0,23.08,4.9,359.0
2023-02-16 01:00:00,2.73,153.5,69.0,222.5,6.0,246.0,68.69,713.5,0.0,34.0,6.7,0.0,22.08,3.8,274.0
2023-02-16 02:00:00,2.93,153.0,63.8,216.8,6.0,216.0,70.09,713.6,0.0,38.0,6.1,0.0,20.74,2.7,239.0
2023-02-16 03:00:00,2.49,121.9,61.2,183.2,5.0,215.0,75.17,713.5,0.0,38.0,6.5,0.0,20.98,5.0,308.0
2023-02-16 04:00:00,1.57,47.2,49.8,97.2,5.0,187.0,55.28,713.6,0.0,44.0,5.6,0.0,19.94,4.2,333.0
2023-02-16 05:00:00,1.05,13.4,30.9,44.4,12.0,151.0,43.79,714.4,0.0,44.0,5.2,0.0,19.83,12.9,6.0
2023-02-16 06:00:00,0.69,3.1,7.3,10.5,27.0,239.0,36.67,715.5,0.0,36.0,3.4,0.0,17.84,17.5,13.0
2023-02-16 07:00:00,0.67,3.3,8.5,11.8,29.0,397.0,49.11,716.4,0.0,29.0,3.1,0.0,16.52,23.3,21.0
2023-02-16 08:00:00,0.7,3.6,10.3,14.0,27.0,344.0,20.92,717.7,0.0,28.0,2.5,0.007,15.74,18.1,21.0
2023-02-16 09:00:00,0.69,4.3,9.6,14.0,29.0,183.0,15.32,719.1,0.0,27.0,2.5,0.102,15.76,17.7,28.0
2023-02-16 10:00:00,0.63,4.4,6.8,11.3,32.0,179.0,18.33,720.2,0.0,25.0,2.4,0.276,16.26,23.1,28.0
2023-02-16 11:00:00,0.63,4.2,5.9,10.3,34.0,184.0,14.03,721.0,0.0,21.0,2.5,0.418,17.48,19.3,29.0
2023-02-16 12:00:00,0.61,3.8,4.8,8.7,39.0,147.0,11.29,721.2,0.0,17.0,2.6,0.549,18.46,20.9,35.0
2023-02-16 13:00:00,0.59,3.6,4.6,8.4,40.0,102.0,7.86,720.7,0.0,15.0,2.6,0.599,19.29,18.6,34.0
2023-02-16 14:00:00,0.6,5.0,5.1,10.3,40.0,66.0,6.92,719.9,0.0,13.0,2.7,0.575,20.36,14.7,49.0
2023-02-16 15:00:00,0.6,4.7,5.1,9.9,40.0,52.0,6.67,719.5,0.0,11.0,2.7,0.492,21.01,14.3,49.0
2023-02-16 16:00:00,0.6,4.4,6.1,10.7,39.0,52.0,8.16,719.7,0.0,10.0,2.8,0.253,20.1,16.0,54.0
2023-02-16 17:00:00,0.58,3.9,5.5,9.5,39.0,57.0,6.4,720.1,0.0,11.0,2.8,0.17,19.22,17.4,45.0
2023-02-16 18:00:00,0.58,3.3,7.5,10.8,37.0,55.0,7.15,721.2,0.0,12.0,2.9,0.081,18.09,17.7,39.0
2023-02-16 19:00:00,0.61,3.0,10.3,13.4,34.0,69.0,7.88,722.3,0.0,13.0,3.0,0.004,16.68,15.6,38.0
2023-02-16 20:00:00,0.67,3.1,12.7,15.9,32.0,65.0,9.56,723.2,0.0,15.0,4.6,0.0,15.88,11.6,37.0
2023-02-16 21:00:00,0.66,3.4,11.2,14.6,35.0,57.0,15.97,724.1,0.0,17.0,4.0,0.0,15.4,12.0,48.0
2023-02-16 22:00:00,0.63,3.4,9.3,12.7,33.0,64.0,11.51,724.8,0.0,18.0,3.9,0.0,14.86,13.7,37.0
2023-02-16 23:00:00,0.6,3.6,9.8,13.4,31.0,69.0,9.57,725.6,0.0,20.0,3.6,0.0,13.93,16.4,34.0
2023-02-17 00:00:00,0.6,2.7,6.7,9.5,33.0,65.0,12.07,726.4,0.0,21.0,8.3,0.0,13.02,17.7,34.0
2023-02-17 01:00:00,0.57,2.7,5.7,8.5,32.0,50.0,11.61,727.1,0.0,20.0,6.550000000000001,0.0,12.09,15.9,34.0
2023-02-17 02:00:00,0.55,2.6,8.4,11.0,28.0,44.0,9.17,727.6,0.0,21.0,4.8,0.0,11.36,9.4,20.0
2023-02-17 03:00:00,0.53,2.6,5.1,7.8,31.0,34.0,5.49,728.2,0.0,21.0,3.2,0.0,10.75,10.1,4.0
2023-02-17 04:00:00,0.52,2.65,4.4,7.1,31.0,36.0,4.27,728.4,0.0,22.0,2.8,0.0,10.08,13.2,31.0
2023-02-17 05:00:00,0.52,2.6999999999999997,5.3,8.0,32.0,28.0,3.7,728.8,0.0,22.0,3.3,0.0,9.35,14.2,38.0
2023-02-17 06:00:00,0.53,2.75,7.0,9.6,30.0,25.0,4.2,729.3,0.0,23.0,3.1,0.0,8.89,14.3,31.0
2023-02-17 07:00:00,0.56,2.8,10.7,13.6,26.0,26.0,4.26,729.9,0.0,24.0,2.8,0.0,8.57,12.9,31.0
2023-02-17 08:00:00,0.61,3.6,12.2,15.8,25.0,28.0,4.65,730.5,0.0,24.0,6.0,0.005,8.22,11.9,38.0
2023-02-17 09:00:00,0.6,4.3,9.2,13.6,28.0,33.0,4.21,731.4,0.0,25.0,4.1,0.079,7.98,14.1,37.0
2023-02-17 10:00:00,0.58,4.9,6.9,11.9,30.0,38.0,4.27,732.1,0.0,24.0,4.3,0.294,9.13,13.4,35.0
2023-02-17 11:00:00,0.55,3.8,5.6,9.6,31.0,35.0,4.15,732.1,0.0,23.0,3.3,0.211,9.52,9.8,37.0
2023-02-17 12:00:00,0.62,5.4,7.0,12.5,31.0,35.0,4.8,731.5,0.0,22.0,3.7,0.364,10.53,8.5,49.0
2023-02-17 13:00:00,0.55,4.1,5.3,9.5,35.0,36.0,5.12,730.8,0.0,19.0,4.9,0.582,12.55,9.2,26.0
2023-02-17 14:00:00,0.55,4.8,5.4,10.4,39.0,33.0,4.58,730.0,0.0,15.0,3.2,0.613,13.68,11.2,57.0
2023-02-17 15:00:00,0.54,4.3,4.7,9.2,41.0,31.0,4.51,729.3,0.0,13.0,2.4,0.406,13.76,10.6,62.0
2023-02-17 16:00:00,0.54,3.7,4.9,8.7,42.0,30.0,5.12,728.8,0.0,13.0,2.5,0.392,14.63,8.8,57.0
2023-02-17 17:00:00,0.59,6.1,10.3,16.4,39.0,35.0,6.68,728.5,0.0,13.0,2.7,0.308,15.36,10.2,102.0
2023-02-17 18:00:00,0.67,6.7,14.1,20.8,41.0,45.0,10.45,728.5,0.0,15.0,12.0,0.144,15.0,12.1,138.0
