Date,SURESTE2 CO ppm,SURESTE2 NO ppb,SURESTE2 NO2 ppb,SURESTE2 NOX ppb,SURESTE2 O3 ppb,SURESTE2 PM10 ug/m3,SURESTE2 PM2.5 ug/m3,SURESTE2 PRS mmhg,SURESTE2 RAINF mm/hr,SURESTE2 RH %,SURESTE2 SO2 ppb,SURESTE2 SR KW/m2,SURESTE2 TOUT DegC,SURESTE2 WSR KMPH,SURESTE2 WDR Deg
2023-03-10 05:00:00,1.56,1.7,4.6,6.3,18.0,37.0,23.0,722.3,0.0,76.0,2.5,0.0,20.8,1.4,1.0
2023-03-10 06:00:00,1.59,2.0,10.2,12.1,14.0,40.0,23.0,722.3,0.0,77.0,2.4,0.0,20.47,1.4,4.0
2023-03-10 07:00:00,1.76,9.3,16.6,25.9,7.0,52.0,27.0,722.5,0.0,78.0,2.5,0.001,20.22,1.4,3.0
2023-03-10 08:00:00,1.96,15.3,18.1,33.4,8.0,61.0,27.0,722.8,0.0,77.0,2.5,0.024,20.49,0.8,348.0
2023-03-10 09:00:00,2.1,22.8,18.2,41.0,11.0,79.0,31.0,722.9,0.0,73.0,2.6,0.128,21.73,0.9,11.0
2023-03-10 10:00:00,1.72,11.0,13.8,24.8,19.0,72.0,29.0,722.9,0.0,66.0,3.0,0.299,23.83,1.4,7.0
2023-03-10 11:00:00,1.66,7.4,11.1,18.6,26.0,61.0,28.0,722.9,0.0,61.0,4.3,0.366,25.66,1.3,355.0
2023-03-10 12:00:00,1.65,3.5,8.8,12.3,43.0,68.0,33.0,722.8,0.0,55.0,5.5,0.45,27.36,2.9,16.0
2023-03-10 13:00:00,1.74,3.5,11.8,15.3,59.0,75.0,37.0,722.6,0.0,51.0,9.5,0.477,28.76,4.3,39.0
2023-03-10 14:00:00,1.67,4.7,7.7,12.4,37.0,71.0,34.0,722.3,0.0,47.0,13.5,0.437,29.56,7.9,29.0
2023-03-10 15:00:00,1.6,3.2,5.0,8.2,31.0,66.0,33.0,722.1,0.0,47.0,6.1,0.157,29.64,7.4,9.0
2023-03-10 16:00:00,1.6,2.9,5.4,8.3,28.0,70.0,34.0,721.9,0.0,46.0,3.4,0.086,29.35,9.8,19.0
2023-03-10 17:00:00,1.6,2.8,5.5,8.3,27.0,66.0,33.0,721.8,0.0,46.0,3.0,0.058,28.93,10.8,15.0
2023-03-10 18:00:00,1.63,2.9,6.4,9.2,26.0,77.0,33.0,721.7,0.0,47.0,2.8,0.036,28.49,10.9,16.0
2023-03-10 19:00:00,1.65,2.6,8.3,10.9,23.0,58.0,31.0,721.8,0.0,48.0,2.7,0.012,27.92,7.9,31.0
2023-03-10 20:00:00,2.02,14.3,20.8,35.1,12.0,93.0,41.0,721.7,0.0,52.0,3.0,0.0,27.11,1.8,78.0
2023-03-10 21:00:00,2.14,16.6,21.2,37.7,9.0,113.0,55.0,721.8,0.0,55.0,2.9,0.0,26.31,1.2,47.0
2023-03-10 22:00:00,1.97,11.6,22.1,33.7,7.0,107.0,49.0,721.7,0.0,57.0,3.0,0.0,25.67,1.4,28.0
2023-03-10 23:00:00,1.77,4.9,14.9,19.8,13.0,82.0,45.0,721.7,0.0,62.0,3.6,0.0,24.42,7.1,33.0
2023-03-11 00:00:00,1.83,6.8,14.6,21.3,12.0,73.0,47.0,721.6,0.0,68.0,3.2,0.0,23.21,2.0,50.0
2023-03-11 01:00:00,1.93,12.1,15.1,27.1,10.0,78.0,50.0,721.4,0.0,71.0,2.9,0.0,22.59,1.4,73.0
2023-03-11 02:00:00,1.83,3.5,13.8,17.3,10.0,71.0,48.0,721.3,0.0,72.0,2.7,0.0,22.21,1.3,60.0
2023-03-11 03:00:00,1.59,2.6,7.2,9.7,16.0,50.0,39.0,721.1,0.0,75.0,2.6,0.0,21.48,1.4,337.0
2023-03-11 04:00:00,1.6,2.4,7.1,9.5,13.0,54.0,40.0,721.1,0.0,78.0,2.6,0.0,20.64,1.4,321.0
2023-03-11 05:00:00,1.58,2.2,7.2,9.4,12.0,58.0,40.0,721.0,0.0,81.0,2.6,0.0,20.03,1.4,315.0
2023-03-11 06:00:00,1.78,26.7,12.6,39.3,8.0,60.0,41.0,721.1,0.0,83.0,2.9,0.0,19.97,1.3,314.0
2023-03-11 07:00:00,2.13,50.0,13.6,63.6,6.0,77.0,47.0,721.1,0.0,82.0,3.3,0.0,19.66,1.3,327.0
2023-03-11 08:00:00,2.49,52.0,13.9,65.9,6.0,94.0,54.0,721.2,0.0,82.0,3.1,0.034,19.93,1.4,330.0
2023-03-11 09:00:00,2.06,23.9,18.8,42.7,10.0,129.0,71.0,721.3,0.0,78.0,3.3,0.167,22.14,1.1,306.0
2023-03-11 10:00:00,1.92,15.7,22.6,38.3,19.0,142.0,77.0,721.3,0.0,71.0,5.8,0.284,24.09,1.7,261.0
2023-03-11 11:00:00,1.87,10.7,21.1,31.7,28.0,112.0,58.0,721.1,0.0,58.0,8.8,0.403,27.17,1.8,282.0
2023-03-11 12:00:00,1.8,8.5,18.5,27.0,36.0,101.0,55.0,720.9,0.0,48.0,7.2,0.472,29.67,1.5,231.0
2023-03-11 13:00:00,1.7,6.3,16.0,22.4,44.0,98.0,51.0,720.6,0.0,40.0,5.5,0.488,31.95,1.0,338.0
2023-03-11 14:00:00,1.79,6.2,20.7,26.9,50.0,98.0,50.0,720.2,0.0,37.0,4.5,0.267,32.49,2.1,80.0
2023-03-11 15:00:00,1.96,5.8,21.8,27.6,64.0,121.0,60.0,719.8,0.0,42.0,5.1,0.351,31.46,8.3,86.0
2023-03-11 16:00:00,1.97,5.0,19.9,25.0,63.0,100.0,55.0,719.6,0.0,39.0,4.4,0.246,32.33,5.3,71.0
2023-03-11 17:00:00,1.99,6.3,21.8,28.1,49.0,94.0,53.0,719.6,0.0,41.0,3.9,0.185,31.42,9.6,63.0
2023-03-11 18:00:00,1.93,6.2,19.7,25.8,40.0,95.0,51.0,719.6,0.0,43.0,3.3,0.093,31.11,6.8,71.0
2023-03-11 19:00:00,1.82,2.9,15.0,17.9,37.0,89.0,51.0,719.8,0.0,45.0,3.2,0.021,30.37,4.7,29.0
2023-03-11 20:00:00,2.39,13.8,35.9,49.7,15.0,131.0,65.0,720.0,0.0,49.0,3.4,0.0,29.27,2.2,76.0
2023-03-11 21:00:00,2.41,8.8,32.4,41.2,17.0,119.0,70.0,720.0,0.0,55.0,3.2,0.0,27.9,1.4,125.0
2023-03-11 22:00:00,3.07,21.0,39.1,60.0,9.0,202.0,118.0,720.2,0.0,58.0,3.1,0.0,27.07,1.4,121.0
2023-03-11 23:00:00,4.27,79.9,37.8,117.7,8.0,283.0,156.0,720.1,0.0,60.0,3.5,0.0,26.15,0.6,146.0
2023-03-12 00:00:00,3.01,43.8,32.1,76.0,7.0,159.0,88.0,720.1,0.0,59.0,3.6,0.0,25.3,1.2,207.0
2023-03-12 01:00:00,3.68,64.0,29.8,93.7,6.0,231.0,126.0,720.1,0.0,64.0,3.6,0.0,24.0,1.4,170.0
2023-03-12 02:00:00,3.65,60.7,26.6,87.2,6.0,208.0,119.0,720.1,0.0,68.0,3.3,0.0,23.12,1.4,167.0
2023-03-12 03:00:00,4.12,80.0,23.9,103.9,6.0,210.0,122.0,720.0,0.0,69.0,3.4,0.0,22.33,1.4,161.0
2023-03-12 04:00:00,4.24,84.8,22.7,107.5,6.4,210.0,120.0,719.8,0.0,70.0,3.4,0.0,21.79,1.45,172.0
2023-03-12 05:00:00,3.49,64.0,24.5,88.5,6.8,169.0,99.0,719.6,0.0,69.0,3.2,0.0,21.38,1.5,212.0
2023-03-12 06:00:00,3.01,61.6,24.2,85.7,7.2,140.0,84.0,719.8,0.0,70.0,3.2,0.0,21.21,1.4,217.0
2023-03-12 07:00:00,2.68,54.7,28.6,83.3,7.6,123.0,76.0,719.9,0.0,68.0,3.5,0.001,21.4,1.4,224.0
2023-03-12 08:00:00,2.44,37.0,32.2,69.2,8.0,162.0,87.0,720.1,0.0,56.0,4.9,0.072,22.86,3.7,238.0
2023-03-12 09:00:00,2.06,16.8,26.6,43.4,16.0,223.0,61.0,720.3,0.0,34.0,5.6,0.219,26.82,8.8,240.0
2023-03-12 10:00:00,1.72,8.7,16.3,25.0,30.0,148.0,40.0,720.6,0.0,27.0,4.2,0.346,29.71,12.3,227.0
2023-03-12 11:00:00,1.56,4.8,6.4,11.2,42.0,360.0,55.0,720.8,0.0,30.0,4.3,0.434,31.97,18.9,247.0
2023-03-12 12:00:00,1.48,3.9,3.4,7.3,41.0,254.0,43.0,720.8,0.0,26.0,4.1,0.507,32.91,19.1,263.0
2023-03-12 13:00:00,1.44,3.1,2.8,5.9,42.0,84.0,23.0,720.6,0.0,20.0,3.3,0.531,34.21,13.4,261.0
2023-03-12 14:00:00,1.42,3.0,3.9,6.8,44.0,54.0,18.0,720.3,0.0,17.0,3.2,0.507,35.47,6.6,265.0
2023-03-12 15:00:00,1.46,3.5,5.5,9.0,47.0,57.0,18.0,720.1,0.0,16.0,3.3,0.441,36.09,3.5,239.0
2023-03-12 16:00:00,1.47,3.9,7.9,11.7,47.0,50.0,18.5,719.8,0.0,15.0,3.3,0.347,36.89,1.7,211.0
2023-03-12 17:00:00,1.47,3.5,7.9,11.5,49.0,51.0,19.0,719.7,0.0,14.0,3.2,0.226,37.03,1.0,68.0
2023-03-12 18:00:00,1.41,2.6,4.8,7.4,42.0,67.0,19.0,719.9,0.0,17.0,2.8,0.071,35.26,10.0,6.0
2023-03-12 19:00:00,1.53,2.5,12.6,15.1,36.0,58.0,21.0,720.3,0.0,20.0,2.7,0.002,32.58,2.0,11.0
2023-03-12 20:00:00,2.19,25.7,30.0,55.7,21.0,83.0,27.0,720.5,0.0,22.0,3.0,0.0,31.45,1.4,30.0
2023-03-12 21:00:00,2.9,32.8,42.7,102.0,9.0,140.0,49.0,720.8,0.0,25.0,3.6,0.0,29.96,1.2,97.0
2023-03-12 22:00:00,2.73,39.9,37.3,77.2,9.0,134.0,55.0,721.1,0.0,28.0,3.3,0.0,28.55,1.4,125.0
2023-03-12 23:00:00,2.09,13.6,23.2,36.8,20.0,130.0,41.0,721.4,0.0,24.0,2.8,0.0,28.72,3.0,344.0
2023-03-13 00:00:00,1.51,3.3,7.9,11.3,28.0,84.0,20.0,721.7,0.0,33.0,4.4,0.0,27.0,5.6,13.0
2023-03-13 01:00:00,1.51,2.7,3.7,6.4,28.0,61.0,34.0,722.1,0.0,50.0,3.6,0.0,25.97,8.9,32.0
2023-03-13 02:00:00,1.5,2.2,3.6,5.8,34.0,52.0,29.0,722.3,0.0,53.0,3.2,0.0,25.15,11.6,30.0
2023-03-13 03:00:00,1.5,1.9,2.7,4.6,39.0,47.0,24.0,722.3,0.0,55.0,2.9,0.0,23.9,13.5,9.0
2023-03-13 04:00:00,1.5,1.8,2.8,4.6,38.0,53.0,21.0,722.3,0.0,57.0,2.7,0.0,22.95,9.2,1.0
2023-03-13 05:00:00,1.52,1.8,3.2,5.0,35.0,46.0,20.0,722.5,0.0,63.0,2.6,0.0,21.96,7.1,2.0
2023-03-13 06:00:00,1.53,1.8,4.5,6.3,32.0,43.0,19.0,722.7,0.0,66.0,2.5,0.0,21.22,5.1,14.0
2023-03-13 07:00:00,1.57,2.4,7.3,9.7,27.0,40.0,18.0,722.8,0.0,64.0,2.6,0.0,20.71,3.3,356.0
2023-03-13 08:00:00,1.87,11.6,14.4,26.0,18.0,47.0,23.0,723.0,0.0,77.0,2.6,0.006,19.79,2.4,85.0
2023-03-13 09:00:00,1.89,14.3,16.4,30.7,18.0,58.0,18.0,723.2,0.0,63.0,2.7,0.043,19.77,4.7,65.0
2023-03-13 10:00:00,1.81,10.5,13.4,23.9,22.0,47.0,15.0,723.4,0.0,59.0,2.6,0.085,19.55,7.9,65.0
2023-03-13 11:00:00,1.79,12.2,14.3,26.5,23.0,50.0,16.0,723.5,0.0,59.0,2.7,0.117,19.32,9.7,63.0
2023-03-13 12:00:00,1.8,8.6,11.3,19.9,28.0,56.0,17.0,723.4,0.0,56.0,4.3,0.221,20.19,8.8,90.0
2023-03-13 13:00:00,1.82,8.3,13.2,21.5,26.0,61.0,18.0,723.3,0.0,59.0,6.4,0.114,20.83,9.1,53.0
2023-03-13 14:00:00,1.86,11.2,13.5,24.7,24.0,62.0,21.0,723.0,0.0,61.0,7.0,0.172,20.63,9.3,63.0
2023-03-13 15:00:00,1.77,9.8,10.7,20.5,25.0,57.0,36.0,722.8,0.0,63.0,3.4,0.159,20.48,6.7,90.0
2023-03-13 16:00:00,1.81,7.8,9.3,17.0,26.0,72.0,22.0,722.6,0.0,61.0,2.9,0.179,21.09,4.9,98.0
2023-03-13 17:00:00,1.74,9.5,10.9,20.5,25.0,61.0,23.0,722.4,0.0,61.0,2.8,0.107,21.24,8.3,116.0
2023-03-13 18:00:00,1.72,8.8,10.8,19.5,24.0,69.0,22.0,722.3,0.0,63.0,2.6,0.021,20.69,7.9,124.0
2023-03-13 19:00:00,1.85,10.2,15.5,25.7,22.0,56.0,23.0,722.3,0.0,60.0,2.8,0.003,21.46,5.5,116.0
2023-03-13 20:00:00,1.87,9.0,16.9,25.8,21.0,67.0,24.0,722.4,0.0,59.0,2.7,0.0,21.83,3.4,93.0
2023-03-13 21:00:00,1.85,6.5,16.7,23.2,21.0,73.0,28.0,722.6,0.0,60.0,2.9,0.0,21.81,4.0,46.0
2023-03-13 22:00:00,1.62,2.5,8.6,11.2,27.0,61.0,25.0,722.9,0.0,61.0,4.2,0.0,21.23,10.7,15.0
2023-03-13 23:00:00,1.54,1.9,4.7,6.7,31.0,71.0,17.0,723.0,0.0,63.0,2.8,0.0,20.07,14.4,4.0
2023-03-14 00:00:00,1.51,1.8,3.8,5.5,32.0,78.0,17.0,723.2,0.0,69.0,2.5,0.0,18.21,13.8,7.0
2023-03-14 01:00:00,1.5,1.8,3.4,5.1,32.0,54.0,14.0,723.4,0.0,76.0,2.4,0.0,16.71,4.5,352.0
2023-03-14 02:00:00,1.51,1.7,3.1,4.8,29.0,43.0,13.0,723.2,0.0,84.0,2.4,0.001,15.51,1.5,331.0
2023-03-14 03:00:00,1.5,1.8,3.4,5.2,28.0,34.0,13.0,723.1,0.0,86.0,2.3,0.001,15.14,1.4,313.0
2023-03-14 04:00:00,1.53,1.9,4.0,5.9,26.0,29.0,12.0,722.9,0.0,88.0,2.5,0.001,15.03,1.1,95.0
2023-03-14 05:00:00,1.52,3.2,5.5,8.6,24.0,28.0,8.0,722.8,0.0,89.0,2.5,0.001,14.95,2.3,108.0
2023-03-14 06:00:00,1.61,6.1,13.3,19.4,18.0,26.0,6.0,722.9,0.0,90.0,2.4,0.001,15.1,1.3,107.0
2023-03-14 07:00:00,1.6,2.0,10.1,12.1,20.0,23.0,6.0,723.2,0.0,90.0,2.4,0.001,15.19,1.2,10.0
2023-03-14 08:00:00,1.74,2.8,12.8,15.6,18.0,22.0,9.0,723.4,0.0,90.0,2.4,0.007,15.36,1.1,50.0
2023-03-14 09:00:00,1.8,4.2,13.9,18.1,17.0,21.0,9.0,723.7,0.0,90.0,2.3,0.025,15.69,0.2,90.0
2023-03-14 10:00:00,1.78,5.8,14.6,20.4,18.0,21.0,12.0,724.0,0.0,90.0,2.4,0.058,16.06,1.4,227.0
2023-03-14 11:00:00,1.68,4.7,10.1,14.8,21.0,24.0,8.0,724.0,0.0,90.0,2.4,0.074,15.97,3.0,245.0
2023-03-14 12:00:00,1.64,5.1,8.8,13.9,24.0,23.0,8.0,724.0,0.0,89.0,2.4,0.179,16.5,3.5,235.0
2023-03-14 13:00:00,1.73,6.4,12.4,18.8,22.0,21.0,17.0,723.8,0.0,86.0,2.4,0.117,17.59,2.1,252.0
2023-03-14 14:00:00,1.62,4.9,8.8,13.6,27.0,27.0,17.0,723.5,0.0,79.0,2.5,0.21,19.12,3.2,279.0
2023-03-14 15:00:00,1.58,3.1,7.6,10.7,31.0,36.0,12.0,723.5,0.0,73.0,2.4,0.124,20.01,1.0,320.0
2023-03-14 16:00:00,1.63,3.0,8.1,11.0,28.0,37.0,12.0,723.5,0.0,80.0,2.4,0.055,18.58,2.9,358.0
2023-03-14 17:00:00,1.77,2.7,5.5,8.2,31.0,32.0,4.0,723.6,0.0,87.0,2.3,0.071,17.12,2.7,352.0
2023-03-14 18:00:00,1.76,3.0,8.6,11.6,28.0,26.0,5.0,723.7,0.0,87.0,2.3,0.027,17.2,2.5,15.0
2023-03-14 19:00:00,1.71,3.0,10.8,13.8,25.0,23.0,6.0,723.9,0.0,87.0,2.3,0.004,16.9,1.6,33.0
2023-03-14 20:00:00,2.0,9.6,23.7,33.2,15.0,21.0,7.0,724.0,0.0,89.0,2.4,0.001,16.66,1.4,52.0
2023-03-14 21:00:00,1.88,8.6,18.8,27.4,18.0,20.0,8.0,724.2,0.0,89.0,2.4,0.001,16.58,1.3,94.0
2023-03-14 22:00:00,1.75,7.5,14.7,22.2,20.0,21.0,12.0,724.3,0.0,89.0,2.7,0.001,16.49,1.5,107.0
2023-03-14 23:00:00,1.67,5.0,12.4,17.3,23.0,26.0,6.0,724.3,0.0,90.0,2.8,0.001,16.38,1.4,102.0
2023-03-15 00:00:00,1.63,3.5,10.1,13.6,24.0,24.0,19.0,724.3,0.0,90.0,3.0,0.001,16.41,1.4,90.0
2023-03-15 01:00:00,1.59,2.6,7.6,10.2,25.0,52.0,32.0,724.3,0.0,90.0,3.7,0.001,16.43,1.3,75.0
2023-03-15 02:00:00,1.54,1.8,6.3,8.1,24.0,43.0,24.0,724.2,0.0,90.0,4.2,0.001,16.37,1.3,32.0
2023-03-15 03:00:00,1.49,1.7,3.4,5.1,28.0,37.0,6.0,724.2,0.0,90.0,3.0,0.001,16.24,1.4,24.0
2023-03-15 04:00:00,1.49,1.6,3.0,4.6,29.0,19.0,2.0,724.0,0.0,90.0,2.6,0.0,16.08,1.3,20.0
2023-03-15 05:00:00,1.48,1.6,3.4,5.0,28.0,20.0,2.0,723.9,0.0,91.0,2.4,0.0,16.01,1.5,21.0
2023-03-15 06:00:00,1.51,1.7,6.1,7.8,24.0,19.0,5.0,723.8,0.0,91.0,2.4,0.0,16.02,1.3,26.0
2023-03-15 07:00:00,1.53,1.8,7.4,9.2,23.0,20.0,12.0,723.9,0.0,91.0,2.6,0.001,16.0,1.2,9.0
2023-03-15 08:00:00,1.72,4.0,12.9,16.9,19.0,23.0,10.0,723.9,0.0,91.0,2.6,0.007,16.07,1.3,27.0
2023-03-15 09:00:00,1.99,12.2,20.6,32.8,14.0,21.0,10.0,724.0,0.0,91.0,2.5,0.027,16.25,1.4,40.0
2023-03-15 10:00:00,2.09,14.7,21.2,35.9,15.0,23.0,11.5,724.0,0.0,91.0,2.5,0.044,16.43,1.3,53.0
2023-03-15 11:00:00,1.84,7.8,13.6,21.5,20.0,24.0,13.0,724.0,0.0,91.0,2.5,0.063,16.61,1.5,46.0
2023-03-15 12:00:00,1.77,7.2,12.0,19.2,20.0,23.0,13.0,724.0,0.0,90.5,2.4,0.091,16.92,1.4,36.0
2023-03-15 13:00:00,1.72,5.1,9.4,14.5,23.0,25.0,17.5,723.7,0.0,90.0,2.4,0.08,17.25,1.2,40.0
2023-03-15 14:00:00,1.86,7.9,13.0,20.8,19.0,38.0,22.0,723.4,0.0,90.0,2.5,0.064,17.53,1.3,39.0
2023-03-15 15:00:00,1.75,5.0,11.1,16.1,20.0,36.0,29.0,723.0,0.0,90.0,2.8,0.041,17.65,1.3,24.0
2023-03-15 16:00:00,1.93,10.5,17.9,28.4,15.0,48.0,37.0,722.8,0.0,90.0,3.4,0.032,17.71,1.3,49.0
2023-03-15 17:00:00,2.02,16.7,20.2,36.9,14.0,60.0,29.0,722.6,0.0,90.0,4.0,0.021,17.68,1.35,82.0
2023-03-15 18:00:00,2.1,21.7,17.7,39.4,11.0,41.0,15.0,722.4,0.0,90.0,3.6,0.018,17.73,1.4,89.0
2023-03-15 19:00:00,2.1,18.6,16.8,35.4,11.0,30.0,11.0,722.3,0.0,90.0,2.9,0.004,17.92,1.3,81.0
2023-03-15 20:00:00,2.02,16.2,17.1,33.3,11.0,28.0,15.0,722.2,0.0,89.0,2.7,0.001,18.07,1.3,61.0
2023-03-15 21:00:00,1.86,11.9,15.6,27.4,10.0,31.0,15.0,722.2,0.0,90.0,2.6,0.001,18.0,1.6,45.0
2023-03-15 22:00:00,1.87,13.1,15.6,28.7,9.0,27.0,21.0,722.2,0.0,90.0,2.5,0.001,17.98,1.3,46.0
2023-03-15 23:00:00,1.79,9.2,13.9,23.0,10.0,36.0,25.0,722.0,0.0,90.0,2.4,0.001,17.96,1.3,47.0
2023-03-16 00:00:00,1.63,4.7,8.9,13.7,13.0,36.0,20.0,721.8,0.0,91.0,2.4,0.001,18.31,2.1,28.0
2023-03-16 01:00:00,1.52,2.1,4.0,6.1,17.0,24.0,17.0,721.5,0.0,91.0,2.3,0.001,18.75,2.6500000000000004,28.0
2023-03-16 02:00:00,1.5,1.9,3.8,5.7,16.0,27.0,16.0,721.2,0.0,91.0,2.3,0.001,18.79,3.2,33.0
2023-03-16 03:00:00,1.49,2.0,5.4,7.4,16.0,28.0,14.0,721.0,0.0,91.0,2.4,0.001,18.83,1.0,348.0
2023-03-16 04:00:00,1.49,1.8,4.1,5.9,16.0,28.0,15.0,720.8,0.0,91.0,2.5,0.001,18.77,1.3,293.0
2023-03-16 05:00:00,1.49,1.7,4.4,6.1,17.0,29.0,16.0,720.8,0.0,91.0,2.3,0.001,18.52,1.4,294.0
2023-03-16 06:00:00,1.54,2.1,9.2,11.2,14.0,29.0,15.0,720.7,0.0,91.0,2.4,0.001,18.47,1.3,318.0
2023-03-16 07:00:00,1.6,2.6,10.2,12.9,14.0,30.0,16.0,720.9,0.0,90.0,2.3,0.001,18.53,1.2,273.0
2023-03-16 08:00:00,1.94,12.4,17.0,29.4,10.0,36.0,30.5,721.1,0.0,90.0,2.5,0.056,19.0,1.4,253.0
2023-03-16 09:00:00,1.72,10.0,14.1,24.1,16.0,55.0,45.0,721.2,0.0,86.0,2.7,0.206,20.74,1.3,279.0
2023-03-16 10:00:00,1.7,8.7,11.7,20.4,22.0,59.0,31.0,721.2,0.0,72.0,3.0,0.345,23.33,0.8,253.0
2023-03-16 11:00:00,1.93,12.5,18.3,30.8,25.0,61.0,43.0,721.1,0.0,63.0,3.0,0.442,25.24,1.0,127.0
2023-03-16 12:00:00,1.93,10.0,18.1,28.1,33.0,87.0,49.0,720.9,0.0,60.0,2.9,0.507,26.2,2.1,87.0
2023-03-16 13:00:00,1.84,6.8,15.5,22.4,43.0,102.0,44.0,720.7,0.0,53.0,2.9,0.528,28.13,3.9,65.0
2023-03-16 14:00:00,1.82,5.8,16.1,21.9,52.0,96.0,36.0,720.3,0.0,45.0,2.9,0.507,30.16,7.5,67.0
2023-03-16 15:00:00,1.74,5.3,14.4,19.7,54.0,82.0,30.0,719.9,0.0,40.0,2.8,0.446,31.38,9.8,65.0
2023-03-16 16:00:00,1.65,4.9,12.9,17.8,52.0,80.0,25.0,719.6,0.0,34.0,2.7,0.352,32.66,10.1,60.0
2023-03-16 17:00:00,1.72,6.0,15.9,21.9,48.0,74.0,25.0,719.5,0.0,31.0,2.7,0.227,33.73,8.2,68.0
2023-03-16 18:00:00,1.87,8.0,24.8,32.8,38.0,76.0,26.0,719.4,0.0,31.0,2.7,0.072,33.8,8.5,53.0
2023-03-16 19:00:00,2.3,16.5,39.5,56.0,19.0,90.0,35.0,719.5,0.0,34.0,2.9,0.011,32.29,3.6,57.0
2023-03-16 20:00:00,2.5,23.6,43.5,67.1,10.0,130.0,41.0,719.6,0.0,39.0,3.0,0.001,30.16,1.5,55.0
2023-03-16 21:00:00,2.45,25.5,38.2,63.7,11.0,140.0,47.0,719.8,0.0,44.0,3.1,0.001,28.46,1.9,59.0
2023-03-16 22:00:00,2.64,42.1,40.8,82.9,7.0,158.0,55.0,720.0,0.0,49.0,3.3,0.0,26.8,1.4,32.0
2023-03-16 23:00:00,1.79,4.7,21.7,26.4,16.0,179.0,36.0,720.1,0.0,59.0,2.8,0.001,24.9,1.4,17.0
2023-03-17 00:00:00,2.0,14.4,24.8,39.2,10.0,69.0,32.0,720.0,0.0,68.0,2.7,0.0,23.72,1.3,61.0
2023-03-17 01:00:00,1.66,3.7,20.1,23.8,10.0,102.0,26.0,720.0,0.0,73.0,2.6,0.0,22.68,1.4,39.0
2023-03-17 02:00:00,1.74,5.4,18.5,24.0,8.0,66.0,34.0,720.0,0.0,76.0,2.6,0.0,22.14,0.9,344.0
2023-03-17 03:00:00,1.65,3.8,14.6,18.4,10.0,67.0,42.0,720.0,0.0,79.0,2.6,0.0,21.85,1.3,224.0
2023-03-17 04:00:00,1.62,3.5,18.4,21.8,9.0,73.0,44.0,720.0,0.0,80.0,2.7,0.0,21.7,4.9,242.0
2023-03-17 05:00:00,1.4,2.8,4.9,7.7,29.0,91.0,43.0,720.9,0.0,54.0,2.9,0.001,20.74,25.1,246.0
2023-03-17 06:00:00,1.37,2.2,3.5,5.7,31.0,123.5,27.0,721.7,0.0,49.0,2.7,0.0,19.12,25.4,249.0
2023-03-17 07:00:00,1.37,2.0,4.5,6.6,30.0,156.0,26.0,722.4,0.0,50.0,2.7,0.001,18.15,22.7,250.0
2023-03-17 08:00:00,1.4,2.2,5.1,7.4,28.0,135.0,23.0,723.1,0.0,52.0,2.5,0.01,17.07,18.0,245.0
2023-03-17 09:00:00,1.43,2.7,5.9,8.5,28.0,89.0,20.0,723.7,0.0,52.0,2.5,0.03,16.28,16.3,238.0
2023-03-17 10:00:00,1.43,3.1,7.2,10.3,29.0,73.0,16.0,724.0,0.0,49.0,2.4,0.048,15.96,11.2,243.0
2023-03-17 11:00:00,1.42,3.6,7.1,10.7,30.0,65.0,14.0,724.2,0.0,48.0,2.4,0.107,16.12,11.1,243.0
2023-03-17 12:00:00,1.41,3.6,5.7,9.3,32.0,57.0,14.0,724.1,0.0,47.0,2.4,0.225,16.87,11.5,241.0
2023-03-17 13:00:00,1.41,3.3,5.2,8.7,35.0,59.0,12.0,723.7,0.0,42.0,2.4,0.423,18.6,10.3,246.0
2023-03-17 14:00:00,1.4,3.0,4.4,7.4,37.0,54.0,11.0,723.4,0.0,40.0,2.4,0.364,19.36,11.7,249.0
2023-03-17 15:00:00,1.41,3.1,4.8,7.9,37.0,54.0,13.0,723.0,0.0,39.0,2.5,0.304,19.81,11.6,251.0
2023-03-17 16:00:00,1.4,3.1,5.3,8.4,36.0,54.0,13.0,722.7,0.0,38.0,2.8,0.222,19.85,9.4,251.0
2023-03-17 17:00:00,1.44,3.3,6.6,9.9,35.0,57.0,18.0,722.5,0.0,37.0,3.4,0.19,20.05,5.9,261.0
2023-03-17 18:00:00,1.44,2.9,9.9,12.8,32.0,63.0,14.0,722.6,0.0,38.0,3.5,0.067,19.22,3.1,271.0
2023-03-17 19:00:00,1.48,2.7,13.0,15.7,29.0,54.0,15.0,722.7,0.0,39.0,3.4,0.009,18.54,2.6,356.0
2023-03-17 20:00:00,1.47,2.7,10.6,13.3,28.0,49.0,11.0,722.9,0.0,43.0,3.0,0.0,16.61,4.3,25.0
2023-03-17 21:00:00,1.61,6.8,17.1,23.9,22.0,43.0,12.0,723.1,0.0,44.0,2.9,0.0,15.72,3.0,50.0
2023-03-17 22:00:00,1.53,7.6,12.9,20.5,25.0,49.0,14.0,723.4,0.0,44.0,2.6,0.0,15.54,5.2,85.0
2023-03-17 23:00:00,1.5,5.5,11.0,16.5,27.0,59.0,22.0,723.7,0.0,43.0,4.2,0.0,15.17,4.8,92.0
2023-03-18 00:00:00,1.46,4.1,8.2,12.3,29.0,55.5,30.0,723.9,0.0,44.0,4.0,0.0,14.9,6.9,99.0
